ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
30	"ENSG00000145388.14_1"	"METTL14"	chr4	+	119607704	119607854	119606569	119606755	119609077	119609166
31	"ENSG00000145388.14_1"	"METTL14"	chr4	+	119626765	119626976	119625089	119625206	119631152	119636588
32	"ENSG00000170142.11_1"	"UBE2E1"	chr3	+	23852950	23853001	23848579	23848912	23929057	23929190
33	"ENSG00000170142.11_1"	"UBE2E1"	chr3	+	23929728	23929752	23929057	23929190	23930602	23930750
34	"ENSG00000165816.12_2"	"VWA2"	chr10	+	116014673	116014807	116013409	116013484	116020944	116021054
35	"ENSG00000085511.19_2"	"MAP3K4"	chr6	+	161469277	161469323	161455389	161455481	161469647	161469835
36	"ENSG00000085511.19_2"	"MAP3K4"	chr6	+	161488230	161488328	161469647	161471011	161491639	161491882
37	"ENSG00000085511.19_2"	"MAP3K4"	chr6	+	161519309	161519459	161518111	161518208	161522923	161523024
38	"ENSG00000085511.19_2"	"MAP3K4"	chr6	+	161529982	161530073	161529774	161529891	161530786	161530946
39	"ENSG00000147655.10_1"	"RSPO2"	chr8	-	109001283	109001472	108972901	108973045	109094772	109095035
40	"ENSG00000124920.13_2"	"MYRF"	chr11	+	61548183	61548264	61547693	61547762	61548428	61548517
41	"ENSG00000124920.13_2"	"MYRF"	chr11	+	61548183	61548264	61547693	61547762	61548431	61548517
42	"ENSG00000101096.19_1"	"NFATC2"	chr20	-	50015179	50015267	50003493	50007988	50048603	50049293
43	"ENSG00000174514.12_2"	"MFSD4A"	chr1	+	205548878	205549077	205538104	205538427	205549788	205550049
44	"ENSG00000174514.12_2"	"MFSD4A"	chr1	+	205549788	205550049	205548693	205549077	205553082	205553088
45	"ENSG00000174514.12_2"	"MFSD4A"	chr1	+	205566907	205566978	205561164	205561415	205568258	205568379
46	"ENSG00000183145.8_1"	"RIPPLY3"	chr21	+	38385850	38385918	38380456	38380523	38390173	38391959
47	"ENSG00000180776.15_2"	"ZDHHC20"	chr13	-	21952799	21952877	21949245	21950794	21955572	21955594
48	"ENSG00000180776.15_2"	"ZDHHC20"	chr13	-	21956039	21956084	21955572	21955688	21957058	21957148
49	"ENSG00000180776.15_2"	"ZDHHC20"	chr13	-	21999790	21999817	21995199	21995303	22033192	22033387
50	"ENSG00000073331.17_2"	"ALPK1"	chr4	+	113223494	113223564	113218551	113218625	113236956	113237008
51	"ENSG00000073331.17_2"	"ALPK1"	chr4	+	113223494	113223641	113218524	113218625	113236956	113237008
52	"ENSG00000073331.17_2"	"ALPK1"	chr4	+	113303553	113303708	113298833	113299054	113332982	113333181
53	"ENSG00000073331.17_2"	"ALPK1"	chr4	+	113351603	113353737	113350304	113350409	113356303	113356457
54	"ENSG00000189221.9_1"	"MAOA"	chrX	+	43517109	43517217	43514154	43515662	43542760	43542855
55	"ENSG00000269858.5_2"	"EGLN2"	chr19	+	41312459	41312579	41305449	41307320	41313042	41313179
56	"ENSG00000100629.16_2"	"CEP128"	chr14	-	80993512	80993605	80993212	80993326	80997152	80997230
57	"ENSG00000100629.16_2"	"CEP128"	chr14	-	81405728	81405884	81382744	81382906	81424521	81424629
58	"ENSG00000100629.16_2"	"CEP128"	chr14	-	81408627	81408724	81405728	81405884	81424521	81424629
59	"ENSG00000267009.6_2"	"RP11-120M18.2"	chr17	+	66410051	66410323	66409880	66409936	66416329	66416647
60	"ENSG00000267009.6_2"	"RP11-120M18.2"	chr17	+	66410167	66410323	66409870	66409936	66416329	66416647
61	"ENSG00000187800.13_1"	"PEAR1"	chr1	+	156871979	156872077	156863511	156863629	156873709	156873819
62	"ENSG00000187800.13_1"	"PEAR1"	chr1	+	156874735	156874790	156874539	156874644	156875115	156875216
63	"ENSG00000033170.16_2"	"FUT8"	chr14	+	65896933	65897027	65878580	65878711	65922338	65922436
64	"ENSG00000033170.16_2"	"FUT8"	chr14	+	65922338	65922436	65877309	65878711	66028054	66028370
65	"ENSG00000033170.16_2"	"FUT8"	chr14	+	65922338	65922436	65879723	65879932	66028054	66028370
66	"ENSG00000033170.16_2"	"FUT8"	chr14	+	65946424	65946502	65922338	65922436	66028054	66028403
67	"ENSG00000033170.16_2"	"FUT8"	chr14	+	65982960	65983106	65922338	65922436	66028054	66028328
68	"ENSG00000033170.16_2"	"FUT8"	chr14	+	66028054	66028484	65922338	65922436	66082695	66082811
69	"ENSG00000033170.16_2"	"FUT8"	chr14	+	66083807	66083909	66082928	66083091	66096209	66096324
70	"ENSG00000033170.16_2"	"FUT8"	chr14	+	66112677	66112835	66103234	66103340	66113237	66113316
71	"ENSG00000260750.5_1"	"RP11-482M8.1"	chr16	+	87529124	87529319	87527703	87527841	87530595	87530604
72	"ENSG00000108468.14_2"	"CBX1"	chr17	-	46165527	46165669	46154226	46154403	46178629	46178741
73	"ENSG00000126756.11_1"	"UXT"	chrX	-	47516970	47517038	47516581	47516689	47517180	47517262
74	"ENSG00000151702.16_1"	"FLI1"	chr11	+	128618131	128618185	128563986	128564171	128628009	128628221
75	"ENSG00000151702.16_1"	"FLI1"	chr11	+	128634545	128634716	128628009	128628221	128638012	128638167
76	"ENSG00000174177.12_1"	"CTU2"	chr16	+	88776345	88776424	88772996	88773618	88776630	88776690
77	"ENSG00000174177.12_1"	"CTU2"	chr16	+	88781455	88781514	88781267	88781334	88781589	88781728
78	"ENSG00000227258.5_2"	"SMIM2-AS1"	chr13	+	44746834	44747009	44720917	44720991	44812963	44814653
79	"ENSG00000047365.11_2"	"ARAP2"	chr4	-	36020765	36020908	36014184	36014453	36047600	36047698
80	"ENSG00000174827.13_1"	"PDZK1"	chr1	+	145763419	145763467	145762038	145762329	145763569	145763632
81	"ENSG00000174827.13_1"	"PDZK1"	chr1	+	145763569	145763632	145762210	145762329	145763794	145763842
82	"ENSG00000087460.23_2"	"GNAS"	chr20	+	57464580	57464604	57464277	57464408	57470666	57470739
83	"ENSG00000087460.23_2"	"GNAS"	chr20	+	57466636	57466920	57428317	57430388	57470666	57470739
84	"ENSG00000087460.23_2"	"GNAS"	chr20	+	57473995	57474040	57470217	57470739	57475003	57475465
85	"ENSG00000087460.23_2"	"GNAS"	chr20	+	57473995	57474040	57470217	57470739	57478582	57478640
86	"ENSG00000087460.23_2"	"GNAS"	chr20	+	57473995	57474040	57470217	57470739	57478585	57478611
87	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	160522	160604	150369	150507	162620	162774
88	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	167299	167374	162620	162774	169124	169254
89	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	167299	167374	162620	162774	180520	180590
90	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	169124	169254	162620	162774	180520	180590
91	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	169124	169254	167299	167374	180520	180590
92	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	173505	173544	169124	169254	174935	175072
93	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	173505	173544	169124	169254	180520	180590
94	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	174935	175072	169124	169254	180520	180590
95	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	174935	175072	173505	173544	180520	180590
96	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	180520	180590	162620	162774	188230	188360
97	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	180520	180590	169124	169254	188148	188333
98	"ENSG00000103148.15_2"	"NPRL3"	chr16	-	188148	188333	180520	180590	188640	188676
99	"ENSG00000012779.10_1"	"ALOX5"	chr10	+	45939563	45939734	45939175	45939276	45940955	45941135
100	"ENSG00000161533.11_2"	"ACOX1"	chr17	-	73953539	73953647	73951908	73952028	73969705	73969866
101	"ENSG00000161533.11_2"	"ACOX1"	chr17	-	73956295	73956456	73953501	73953647	73969705	73969866
102	"ENSG00000161533.11_2"	"ACOX1"	chr17	-	73956295	73956456	73953501	73953647	73974614	73974774
103	"ENSG00000161533.11_2"	"ACOX1"	chr17	-	73969705	73969866	73953539	73953647	73974614	73974774
104	"ENSG00000161533.11_2"	"ACOX1"	chr17	-	73969705	73969866	73956295	73956456	73974614	73974774
105	"ENSG00000172292.14_2"	"CERS6"	chr2	+	169622831	169622855	169622101	169622258	169626019	169631644
106	"ENSG00000135502.17_2"	"SLC26A10"	chr12	+	58018282	58018389	58017785	58017881	58018648	58018765
107	"ENSG00000135502.17_2"	"SLC26A10"	chr12	+	58018506	58018576	58018282	58018389	58018648	58018765
108	"ENSG00000135502.17_2"	"SLC26A10"	chr12	+	58019018	58019101	58018905	58018939	58019192	58019247
109	"ENSG00000135502.17_2"	"SLC26A10"	chr12	+	58019018	58019113	58018905	58018939	58019192	58019247
110	"ENSG00000149932.16_1"	"TMEM219"	chr16	+	29979345	29979575	29974720	29974910	29982728	29982899
111	"ENSG00000149932.16_1"	"TMEM219"	chr16	+	29983362	29983461	29982728	29982899	29984270	29984369
112	"ENSG00000133019.11_2"	"CHRM3"	chr1	+	239656008	239656107	239549864	239550527	239708940	239709049
113	"ENSG00000133019.11_2"	"CHRM3"	chr1	+	239708940	239709049	239549864	239550527	239841485	239841588
114	"ENSG00000133019.11_2"	"CHRM3"	chr1	+	239795523	239795586	239708940	239709049	239841485	239841588
115	"ENSG00000133019.11_2"	"CHRM3"	chr1	+	239990551	239990678	239841485	239841588	240070732	240071080
116	"ENSG00000123329.17_2"	"ARHGAP9"	chr12	-	57867385	57867474	57866048	57866471	57867824	57867959
117	"ENSG00000123329.17_2"	"ARHGAP9"	chr12	-	57867385	57867491	57866037	57866471	57867824	57867959
118	"ENSG00000123329.17_2"	"ARHGAP9"	chr12	-	57867824	57867959	57867385	57867491	57868205	57868259
119	"ENSG00000123329.17_2"	"ARHGAP9"	chr12	-	57868205	57868259	57867824	57867959	57868408	57868486
120	"ENSG00000123329.17_2"	"ARHGAP9"	chr12	-	57870653	57870746	57870372	57870434	57870938	57871052
121	"ENSG00000204519.10_2"	"ZNF551"	chr19	+	58196629	58196753	58193346	58193612	58197848	58199396
122	"ENSG00000196372.12_1"	"ASB13"	chr10	-	5684435	5684516	5683732	5683924	5690932	5691067
123	"ENSG00000196372.12_1"	"ASB13"	chr10	-	5693175	5693326	5690932	5691067	5694825	5695013
124	"ENSG00000140395.8_2"	"WDR61"	chr15	-	78581184	78581259	78580680	78580724	78581960	78582054
125	"ENSG00000140395.8_2"	"WDR61"	chr15	-	78587287	78587315	78585508	78585614	78588016	78588067
126	"ENSG00000004660.14_1"	"CAMKK1"	chr17	-	3785550	3785664	3784920	3784942	3785821	3785858
127	"ENSG00000135622.12_1"	"SEMA4F"	chr2	+	74882393	74882514	74881437	74881648	74883660	74883812
128	"ENSG00000135622.12_1"	"SEMA4F"	chr2	+	74883660	74883812	74881354	74881648	74884691	74884738
129	"ENSG00000135622.12_1"	"SEMA4F"	chr2	+	74884979	74885078	74884691	74884751	74889858	74889952
130	"ENSG00000135622.12_1"	"SEMA4F"	chr2	+	74884979	74885078	74884691	74884751	74900583	74900703
131	"ENSG00000135622.12_1"	"SEMA4F"	chr2	+	74889858	74889952	74884691	74884751	74900583	74900626
132	"ENSG00000135622.12_1"	"SEMA4F"	chr2	+	74889858	74889952	74884979	74885078	74900583	74900626
133	"ENSG00000135622.12_1"	"SEMA4F"	chr2	+	74900583	74900703	74884691	74884751	74901624	74901803
134	"ENSG00000135622.12_1"	"SEMA4F"	chr2	+	74900803	74900955	74900583	74900703	74901624	74901803
135	"ENSG00000135622.12_1"	"SEMA4F"	chr2	+	74902288	74902511	74902014	74902162	74902651	74902761
136	"ENSG00000224318.5_1"	"CHL1-AS2"	chr3	-	238289	238385	238138	238191	238649	239024
137	"ENSG00000126768.12_1"	"TIMM17B"	chrX	-	48752634	48752737	48752320	48752384	48754041	48754141
138	"ENSG00000126768.12_1"	"TIMM17B"	chrX	-	48752634	48752784	48752320	48752384	48754041	48754141
139	"ENSG00000126768.12_1"	"TIMM17B"	chrX	-	48752634	48753255	48752320	48752384	48754041	48754141
140	"ENSG00000125245.12_1"	"GPR18"	chr13	-	99908581	99908773	99906967	99908160	99910407	99910628
141	"ENSG00000132950.18_2"	"ZMYM5"	chr13	-	20412839	20413125	20411604	20411961	20425494	20425588
142	"ENSG00000184500.14_1"	"PROS1"	chr3	-	93647545	93647641	93646093	93646251	93692517	93692706
143	"ENSG00000174485.15_2"	"DENND4A"	chr15	-	65957536	65957563	65956897	65957060	65957682	65957800
144	"ENSG00000174485.15_2"	"DENND4A"	chr15	-	65992881	65993010	65989604	65989721	65993388	65993530
145	"ENSG00000174485.15_2"	"DENND4A"	chr15	-	65992881	65993013	65989604	65989721	65993388	65993530
146	"ENSG00000187634.11_2"	"SAMD11"	chr1	+	866418	866469	865534	865716	871151	871173
147	"ENSG00000187634.11_2"	"SAMD11"	chr1	+	874651	874840	874419	874509	876523	876686
148	"ENSG00000187634.11_2"	"SAMD11"	chr1	+	874654	874792	874419	874509	876523	876610
149	"ENSG00000187634.11_2"	"SAMD11"	chr1	+	874654	874840	874419	874509	876523	876686
150	"ENSG00000187634.11_2"	"SAMD11"	chr1	+	876523	876610	874654	874792	877789	877868
151	"ENSG00000187634.11_2"	"SAMD11"	chr1	+	876523	876686	874651	874840	877515	877553
152	"ENSG00000168621.14_2"	"GDNF"	chr5	-	37824111	37824191	37812778	37816237	37834825	37834924
153	"ENSG00000153253.15_2"	"SCN3A"	chr2	-	166036061	166036201	166032640	166032954	166043060	166043257
154	"ENSG00000172613.7_2"	"RAD9A"	chr11	+	67159631	67159702	67159422	67159549	67160124	67160253
155	"ENSG00000099814.15_1"	"CEP170B"	chr14	+	105334760	105334892	105331649	105331850	105342592	105342682
156	"ENSG00000165501.16_2"	"LRR1"	chr14	+	50068259	50068367	50065669	50065921	50069087	50069186
157	"ENSG00000165501.16_2"	"LRR1"	chr14	+	50070269	50070336	50069087	50069186	50074117	50074839
158	"ENSG00000165501.16_2"	"LRR1"	chr14	+	50074117	50074839	50069087	50069186	50080973	50081389
159	"ENSG00000165501.16_2"	"LRR1"	chr14	+	50079189	50079342	50074117	50074839	50080973	50081389
160	"ENSG00000267254.5_1"	"ZNF790-AS1"	chr19	+	37292104	37292142	37288426	37288713	37292777	37293102
161	"ENSG00000125733.17_1"	"TRIP10"	chr19	+	6741235	6741292	6740693	6741136	6742977	6743092
162	"ENSG00000125733.17_1"	"TRIP10"	chr19	+	6746039	6746207	6744810	6745005	6746462	6746572
163	"ENSG00000131711.14_1"	"MAP1B"	chr5	+	71412248	71412280	71411524	71411626	71479569	71479652
164	"ENSG00000131711.14_1"	"MAP1B"	chr5	+	71489104	71489155	71482440	71482581	71489692	71491141
165	"ENSG00000081760.16_2"	"AACS"	chr12	+	125562641	125562916	125561036	125561157	125570875	125570989
166	"ENSG00000081760.16_2"	"AACS"	chr12	+	125621207	125621410	125619339	125619398	125626637	125626723
167	"ENSG00000170469.10_2"	"SPATA24"	chr5	-	138732729	138732832	138732455	138732618	138737443	138737505
168	"ENSG00000170469.10_2"	"SPATA24"	chr5	-	138738316	138738382	138737603	138737734	138739632	138739739
169	"ENSG00000048828.16_2"	"FAM120A"	chr9	+	96292992	96293013	96291751	96291862	96294436	96294866
170	"ENSG00000048828.16_2"	"FAM120A"	chr9	+	96320862	96321000	96320108	96320292	96323390	96323532
171	"ENSG00000100483.13_1"	"VCPKMT"	chr14	-	50579332	50579437	50575350	50576431	50581002	50581122
172	"ENSG00000100483.13_1"	"VCPKMT"	chr14	-	50580087	50580230	50575349	50576431	50581002	50581122
173	"ENSG00000138794.9_1"	"CASP6"	chr4	-	110617565	110617642	110615679	110615856	110618777	110618924
174	"ENSG00000268163.1_2"	"AC004076.9"	chr19	-	57987027	57987154	57967493	57967550	57988001	57988040
175	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132253122	132253407	132251190	132251578	132255694	132255874
176	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132255694	132255874	132250823	132251578	132265601	132265709
177	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132255697	132255874	132251487	132251578	132265601	132265951
178	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132255756	132255874	132251385	132251578	132265601	132265704
179	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132264675	132264798	132255697	132255874	132265601	132265901
180	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132264675	132265418	132255756	132255874	132265601	132265951
181	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132265601	132265951	132255697	132255874	132275697	132275863
182	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132267170	132267322	132265601	132265951	132275697	132275796
183	"ENSG00000178568.14_2"	"ERBB4"	chr2	-	212252669	212252717	212251577	212251875	212285165	212285336
184	"ENSG00000178568.14_2"	"ERBB4"	chr2	-	212522674	212522719	212522321	212522553	212530047	212530079
185	"ENSG00000008282.8_1"	"SYPL1"	chr7	-	105732993	105733115	105731852	105732385	105733394	105733583
186	"ENSG00000008282.8_1"	"SYPL1"	chr7	-	105733009	105733115	105731902	105732385	105733394	105733583
187	"ENSG00000008282.8_1"	"SYPL1"	chr7	-	105736738	105736748	105733394	105733583	105738135	105738343
188	"ENSG00000214128.10_1"	"TMEM213"	chr7	+	138486071	138486143	138482696	138482931	138487644	138491504
189	"ENSG00000214128.10_1"	"TMEM213"	chr7	+	138486074	138486143	138482696	138482931	138487644	138488493
190	"ENSG00000096080.11_2"	"MRPS18A"	chr6	-	43642938	43643008	43639039	43639643	43643230	43643354
191	"ENSG00000010278.12_2"	"CD9"	chr12	+	6309549	6309731	6309040	6309238	6334591	6334700
192	"ENSG00000010278.12_2"	"CD9"	chr12	+	6309587	6309731	6308880	6309238	6334591	6334700
193	"ENSG00000010278.12_2"	"CD9"	chr12	+	6315124	6315250	6309577	6309731	6334591	6334700
194	"ENSG00000010278.12_2"	"CD9"	chr12	+	6342102	6342171	6341797	6341895	6342577	6342652
195	"ENSG00000184661.13_1"	"CDCA2"	chr8	+	25317755	25317816	25316512	25316989	25317899	25318070
196	"ENSG00000184661.13_1"	"CDCA2"	chr8	+	25329628	25329700	25327411	25327496	25337428	25337640
197	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45152019	45152323	45148797	45148891	45153949	45154004
198	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45152019	45152528	45148780	45148891	45153949	45154004
199	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45163549	45163688	45161547	45161652	45165959	45166006
200	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45163604	45163688	45161356	45161652	45165959	45166006
201	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43153755	43153990	43152197	43152536	43283473	43283531
202	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43283473	43283531	43152243	43152536	43351361	43351686
203	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43283473	43283531	43153755	43153990	43351361	43351686
204	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43490426	43490528	43483816	43485169	43495895	43496046
205	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43503258	43503398	43495895	43496046	43506045	43506167
206	"ENSG00000146540.14_2"	"C7orf50"	chr7	-	1148963	1149097	1049585	1049779	1166892	1167024
207	"ENSG00000211456.10_1"	"SACM1L"	chr3	+	45731839	45731879	45730732	45730989	45744929	45745027
208	"ENSG00000211456.10_1"	"SACM1L"	chr3	+	45748271	45748399	45746626	45746701	45750989	45751135
209	"ENSG00000229117.8_1"	"RPL41"	chr12	+	56510972	56510995	56510369	56510583	56511265	56511494
210	"ENSG00000111877.17_2"	"MCM9"	chr6	-	119149089	119149293	119147944	119148027	119150210	119150413
211	"ENSG00000111877.17_2"	"MCM9"	chr6	-	119177533	119177708	119150210	119150413	119215190	119215520
212	"ENSG00000111877.17_2"	"MCM9"	chr6	-	119253771	119253905	119252584	119252903	119256055	119256189
213	"ENSG00000119285.10_2"	"HEATR1"	chr1	-	236737960	236738203	236737501	236737633	236739518	236739677
214	"ENSG00000177119.15_2"	"ANO6"	chr12	+	45621950	45622056	45609902	45610174	45664244	45664307
215	"ENSG00000177119.15_2"	"ANO6"	chr12	+	45664244	45664307	45609867	45610174	45695796	45695876
216	"ENSG00000177119.15_2"	"ANO6"	chr12	+	45695796	45695876	45609802	45610174	45725077	45725206
217	"ENSG00000177119.15_2"	"ANO6"	chr12	+	45776977	45777138	45771835	45771896	45781943	45782086
218	"ENSG00000087302.8_1"	"C14orf166"	chr14	+	52460440	52460540	52458034	52458159	52465211	52465298
219	"ENSG00000087302.8_1"	"C14orf166"	chr14	+	52470911	52470960	52468515	52468584	52471079	52477409
220	"ENSG00000087302.8_1"	"C14orf166"	chr14	+	52470957	52470960	52468515	52468584	52471079	52471371
221	"ENSG00000100842.12_1"	"EFS"	chr14	-	23829763	23830042	23829349	23829490	23834216	23834842
222	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103018892	103019000	103018045	103018246	103019689	103019782
223	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103020926	103020996	103019689	103019782	103029454	103029561
224	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103029775	103029871	103028969	103029561	103030875	103030953
225	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103030875	103030953	103029454	103029561	103032068	103032182
226	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103033365	103033513	103032068	103032182	103038378	103038461
227	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103053448	103053559	103051866	103052033	103061184	103061324
228	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86405577	86405680	86395271	86396256	86407458	86407536
229	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86416226	86416322	86383177	86383330	86443451	86443501
230	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86421865	86421985	86383177	86383330	86443451	86443501
231	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86421881	86421982	86383177	86383330	86443451	86443501
232	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86421881	86421982	86407458	86407536	86443451	86443501
233	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86889027	86889092	86828933	86829042	87120985	87121018
234	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	87120985	87121018	86828933	86829042	87232442	87232662
235	"ENSG00000170325.14_2"	"PRDM10"	chr11	-	129781979	129782120	129780370	129780551	129784598	129784913
236	"ENSG00000170325.14_2"	"PRDM10"	chr11	-	129782018	129782120	129780370	129780551	129784598	129784913
237	"ENSG00000170325.14_2"	"PRDM10"	chr11	-	129799304	129799316	129794776	129795124	129800910	129801153
238	"ENSG00000170325.14_2"	"PRDM10"	chr11	-	129825406	129825466	129817039	129817265	129827640	129827805
239	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53715051	53715228	53708035	53712728	53716361	53716534
240	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53722911	53723136	53720788	53720857	53723990	53724143
241	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53723680	53723746	53722914	53723136	53723990	53724143
242	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53728117	53728236	53727739	53727879	53729840	53730068
243	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53736699	53736825	53732144	53732319	53736898	53737018
244	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53738275	53738314	53736898	53737018	53741302	53741335
245	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53740371	53740492	53736898	53737018	53741302	53741425
246	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53741302	53741425	53736898	53737018	53746258	53746387
247	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53742363	53742750	53741302	53741425	53746258	53746387
248	"ENSG00000189079.15_2"	"ARID2"	chr12	+	46239772	46239855	46233111	46233279	46240638	46240720
249	"ENSG00000189079.15_2"	"ARID2"	chr12	+	46298124	46298181	46287412	46287504	46298716	46301823
250	"ENSG00000179168.14_2"	"GGN"	chr19	-	38876286	38877654	38876060	38876140	38878400	38878462
251	"ENSG00000090263.15_2"	"MRPS33"	chr7	-	140710218	140710460	140702409	140706335	140714350	140714479
252	"ENSG00000133048.12_1"	"CHI3L1"	chr1	-	203149597	203149780	203148888	203149005	203150289	203150413
253	"ENSG00000196739.14_1"	"COL27A1"	chr9	+	116956683	116956737	116945301	116945355	116958238	116958292
