ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
476	2,190,0,0,0,0,0,0,24,0,0,135,0	0,0,0,0,0,0,0,0,0,4,0,0,0	0,51,0,0,28,5,15,0,160,115	0,0,0,0,0,0,0,0,0,0	192	150
483	2,34,0,0,0,0,0,15,0,0,0,0,0	4,18,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,68,392,0,121,0	234,0,0,0,0,0,0,0,0,0	215	150
500	0,0,0,0,0,0,0,0,0,0,0,0,0	37,514,33,268,0,209,0,615,27,0,1299,251,338	216,0,0,0,0,0,0,0,0,0	0,837,0,2,0,80,572,119,44,296	252	150
514	0,0,0,1,0,0,0,0,0,0,0,0,0	30,35,5,4,0,53,3,173,72,515,54,594,1	0,0,0,0,0,50,361,0,1,0	134,4,0,0,65,50,356,0,325,0	174	150
515	3,19,0,233,0,0,0,0,2,0,0,1,0	30,35,5,4,0,53,3,173,72,515,54,594,1	0,466,0,0,0,0,139,150,0,0	134,4,0,0,65,50,356,0,325,0	177	150
516	3,7,0,0,0,0,0,0,0,0,0,0,0	6,95,0,0,0,66,0,0,0,0,3,0,0	0,0,0,0,0,0,282,0,41,0	0,87,0,0,0,0,11,2,55,4	426	150
517	21,152,318,0,0,18,0,0,0,0,49,21,0	2,185,0,16,0,0,0,0,0,0,0,236,0	0,0,0,0,42,57,95,4,0,0	0,379,0,0,0,0,55,0,0,373	177	150
518	11,283,174,0,0,18,0,1,0,0,303,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	216,0,0,0,22,100,95,0,0,0	0,0,0,0,7,0,0,0,0,0	177	150
520	0,66,0,0,0,442,0,0,44,0,0,150,0	0,64,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,25,91,0,0,232,0	0,0,0,0,0,0,0,0,0,0	315	150
522	1,156,0,297,0,0,0,0,16,0,711,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0	192,34,0,1,0,83,9,0,0,290	0,0,0,0,0,0,0,1,0,0	255	150
524	0,134,0,86,1,81,0,0,0,0,728,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,143,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,7,0,0	228	150
534	0,0,0,0,0,0,0,0,0,0,0,0,0	6,488,230,188,141,232,0,1,48,1,1544,3,0	0,0,0,0,0,22,0,0,0,0	55,221,0,290,0,102,859,215,103,374	434	150
540	0,113,0,0,0,0,0,0,30,0,0,0,0	0,141,0,0,234,61,0,0,8,0,0,0,0	0,0,0,0,0,16,0,0,0,0	359,1,0,0,0,0,56,0,85,0	286	150
542	212,181,0,1,0,151,2,5,38,0,6,0,1	0,0,0,0,0,0,0,69,0,0,0,0,0	1,402,0,0,4,133,328,33,192,2	0,0,0,0,0,0,0,0,0,0	339	150
544	108,367,109,0,0,0,0,171,0,0,763,0,814	0,0,0,0,0,0,0,0,0,0,350,0,0	244,0,0,0,0,64,102,0,0,0	0,0,0,0,0,0,0,0,0,0	238	150
545	0,0,0,0,0,0,0,0,0,0,117,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,587,0,0,0	287	150
574	0,0,0,0,0,0,0,0,0,0,0,0,0	12,329,0,1,0,0,1,136,2,0,327,0,0	0,0,0,0,0,9,0,0,0,0	0,8,0,0,0,142,200,51,40,0	272	150
575	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,39,0	0,73,0,0,0,37,261,0,0,0	0,0,0,0,0,0,0,0,0,0	270	150
578	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,101,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,83,0,0,0	0,40,0,0,0,0,0,0,0,0	266	150
596	0,23,0,0,0,0,0,0,2,0,0,39,0	0,1,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	209	150
597	0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,4,0,0,0,0	255	150
601	0,8,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,490,0	0,0,0,0,0,67,533,51,0,0	0,0,0,0,0,0,0,0,0,0	285	150
602	0,50,0,0,0,0,0,0,36,0,0,0,0	0,166,0,0,0,0,0,0,0,0,13,0,0	0,0,0,0,0,36,0,154,221,0	0,0,0,0,0,35,0,0,232,0	174	150
603	0,106,0,0,0,0,0,0,11,40,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,50,267,0,15,20	0,0,0,0,12,0,0,0,0,0	315	150
616	0,0,0,0,0,0,0,0,0,0,0,0,0	0,46,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	269	150
621	0,315,1,0,0,0,0,0,0,1,3,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,26,0,0,0,123,342,0,0,99	0,0,0,0,0,0,69,0,0,0	272	150
623	0,0,0,0,0,0,0,0,0,0,0,286,0	0,4,0,0,0,178,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,115,0,0,0	437	150
642	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	733,275,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,16	304	150
646	0,203,0,0,0,0,0,0,44,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,54,35,0,0,0	0,0,0,0,0,155,0,0,4,0	209	150
651	0,152,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,21,0,0,0,0,0,223,0	0,0,0,0,0,52,0,0,7,0	0,0,0,0,0,0,0,0,0,0	184	150
654	0,70,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,56,15,0,0	0,0,0,0,0,0,242,0,0,78	195	150
663	0,0,0,0,0,0,1,115,0,0,0,204,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,11,0,0,10,0,146,0,0,123	0,0,0,0,0,0,87,0,0,0	384	150
664	0,0,0,0,0,0,0,157,29,0,0,0,0	0,0,156,0,0,1,0,0,0,0,0,0,0	0,4,0,0,0,0,110,0,0,0	0,0,0,0,0,0,0,0,0,60	233	150
674	0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,28,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,15,0,0	0,0,0,0,0,0,0,0,0,0	229	150
678	0,0,2,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,80,0,0,0,0,0	0,0,0,19,0,0,0,0,0,0	244	150
690	0,0,0,0,0,0,0,0,0,0,0,0,0	0,69,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,18,1,0,0,0	0,0,0,0,0,0,44,0,0,0	272	150
692	0,7,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0	0,40,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	299	150
694	0,0,0,0,0,51,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,73,0	240	150
697	23,75,234,0,18,210,0,0,8,1,3,0,189	0,0,0,0,0,0,0,0,0,0,0,0,0	0,348,0,0,0,23,269,5,1,0	0,0,0,0,0,1,0,0,0,0	341	150
703	0,0,0,0,0,15,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,24,0,0,0	0,18,0,0,0,52,0,0,0,0	222	150
719	0,51,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,19,0,0,0,0	0,0,0,0,0,0,0,0,0,1	223	150
725	0,85,0,0,0,162,0,0,0,0,0,0,11	0,0,0,0,0,0,0,177,0,0,0,0,0	0,0,0,0,0,88,151,0,0,0	0,0,0,0,0,0,130,0,1,0	293	150
726	0,85,0,0,74,162,0,0,0,0,25,0,11	0,0,0,0,0,0,0,177,0,0,0,0,0	0,0,0,0,0,31,155,0,0,0	0,0,0,0,0,0,130,0,1,0	317	150
734	0,0,0,0,0,140,0,0,4,0,0,3,0	5,0,0,0,0,0,0,0,0,0,0,0,0	0,852,0,0,0,25,0,0,0,0	0,3,0,0,0,0,0,0,0,0	219	150
752	0,63,0,0,0,5,0,0,0,0,0,0,0	0,31,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,6,0,0,0,0	0,0,0,0,0,0,0,0,0,0	267	150
761	0,35,0,0,0,0,0,175,7,0,0,0,0	0,32,0,0,0,0,0,0,0,0,0,0,0	4,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	283	150
765	0,40,0,0,0,0,0,0,0,425,221,2,0	0,0,0,0,0,0,0,0,0,0,21,0,0	0,0,0,0,0,7,0,0,0,179	0,0,0,0,0,0,0,0,0,0	373	150
768	0,0,0,0,0,0,0,0,0,0,0,0,0	0,56,0,0,0,0,0,0,22,0,0,0,0	0,0,0,0,58,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	246	150
776	0,34,0,0,0,0,0,0,0,0,0,0,0	4,255,0,0,0,8,1,0,0,1,150,0,0	0,0,0,0,0,4,101,0,0,0	0,101,0,0,0,2,73,1,0,0	267	150
779	2,64,0,0,0,0,0,0,1,0,531,1,0	41,204,0,0,34,0,0,1,48,142,0,0,0	0,0,0,0,0,61,6,0,50,0	0,0,0,0,0,0,367,0,124,114	159	150
790	0,0,0,0,100,25,0,0,17,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,23,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,11,0,0	277	150
812	0,29,1,0,0,0,0,0,0,436,0,0,0	0,79,0,0,0,0,0,0,24,0,301,0,0	0,0,0,0,0,41,0,0,0,0	0,0,0,0,0,0,1,0,0,0	180	150
824	0,18,335,0,273,407,0,0,36,0,0,1099,0	0,4,0,0,0,65,0,0,0,1,0,0,0	1,728,0,0,0,5,80,0,300,0	0,0,0,0,0,0,20,0,0,0	171	150
830	0,135,372,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,340,0,0	310,0,0,0,0,69,0,0,0,0	0,0,0,0,0,0,0,0,0,0	222	150
831	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,19,0,0,0,0,0	0,0,0,0,0,57,0,0,0,0	0,0,0,0,0,34,33,0,5,0	222	150
832	1,0,1,0,0,2,1,34,0,1,2,2,0	0,0,0,0,0,0,0,0,0,0,340,0,0	3,0,0,1,1,57,0,0,0,2	0,0,0,0,0,0,0,0,0,0	225	150
833	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,19,0,0,0,0,0	0,0,0,0,0,57,0,0,0,0	0,0,0,0,0,34,33,0,5,0	225	150
835	59,55,0,0,0,0,0,0,12,572,340,40,965	0,0,0,0,0,0,0,19,0,0,0,0,0	84,0,0,0,34,53,126,72,0,99	0,0,0,0,0,34,33,0,5,0	330	150
843	0,0,0,60,0,0,0,0,0,0,0,0,0	0,16,0,0,0,0,0,217,0,0,0,10,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,79,0,51,0,0	349	150
854	0,4,0,0,0,0,0,0,0,0,0,0,0	0,66,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,59,39,0,0	156	150
871	0,101,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	268	150
901	0,108,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,3,0,0,255,0,54,0	0,0,0,0,0,0,0,0,2,0	217	150
957	0,0,0,0,0,0,0,0,0,243,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,47,0	246	150
966	0,59,0,0,0,4,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,64,0,16,0,0	0,0,0,0,0,0,1,0,0,0	272	150
973	0,66,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,335,1,0,0	0,0,0,0,0,0,0,0,0,185	329	150
991	2,46,0,54,205,20,0,0,0,0,35,187,0	0,43,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,27,223,0,0,0	0,0,0,0,0,0,0,0,0,0	258	150
994	0,0,362,0,0,0,0,0,0,0,0,0,0	0,17,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,19,0,0,0	250	150
999	0,22,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,13,0	0,0,0,0,0,0,161,0,0,0	0,0,0,0,0,0,0,0,0,0	179	150
1000	0,39,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,469,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,73,0,0,0	216	150
1001	0,0,0,0,10,0,0,0,19,0,0,0,0	0,0,0,0,0,0,0,0,0,0,465,0,0	0,0,0,0,0,62,0,69,0,0	0,0,0,0,0,0,0,0,0,0	267	150
1006	91,0,0,0,0,0,0,1,0,0,0,0,0	0,43,0,0,0,0,0,0,0,0,0,0,0	22,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	398	150
1031	1,33,0,0,0,0,0,0,0,0,0,0,0	0,74,1,391,0,150,0,0,16,0,633,58,0	0,0,0,0,0,10,0,0,0,0	0,1,0,0,0,20,436,0,177,29	186	150
1034	0,82,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,21,0,0,0,0	0,0,0,0,0,58,0,8,0,0	239	150
1064	16,513,1,1,110,257,0,1,25,223,0,0,0	0,0,0,0,0,26,0,0,0,0,0,0,0	292,0,0,0,8,35,224,102,1,3	0,0,0,0,0,0,0,0,0,0	216	150
1077	0,0,0,0,0,0,0,0,0,0,0,180,0	0,0,0,0,0,0,0,0,0,0,0,184,0	0,0,0,0,0,0,0,0,0,0	0,209,0,421,0,8,239,0,2,156	302	150
1080	0,0,0,0,0,0,0,73,0,0,0,0,0	0,63,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,93,0,0,0,0	0,0,0,0,0,0,0,0,10,0	225	150
1108	0,30,0,0,0,0,0,0,0,0,0,0,0	0,106,2,0,0,85,0,0,14,0,2,90,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,482,15,0,0	271	150
1116	0,0,0,0,0,0,0,0,0,0,25,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,11,112,0,0,0	0,0,0,0,0,0,153,0,0,0	192	150
1119	0,2,0,0,0,132,0,0,0,0,25,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,11,112,0,0,0	0,0,0,0,0,0,22,0,0,0	199	150
1125	0,234,120,0,127,6,0,0,20,0,238,0,0	0,68,0,0,0,92,0,0,0,10,149,0,0	4,408,0,0,0,68,508,0,0,121	0,0,0,0,0,43,0,12,0,0	302	150
1126	0,234,193,0,127,48,0,0,20,0,238,0,0	0,68,0,0,0,92,0,0,0,10,149,0,0	4,408,0,0,0,68,508,0,0,122	0,0,0,0,0,43,0,12,0,0	325	150
1127	4,765,194,0,127,392,0,0,108,39,430,439,0	0,68,0,0,0,92,0,0,0,10,149,0,0	81,738,0,0,0,326,730,33,13,122	0,0,0,0,0,43,0,12,0,0	329	150
1132	49,114,4,0,0,53,0,0,29,111,0,0,0	0,0,0,0,0,0,0,0,5,0,0,0,0	356,0,0,0,1,29,71,184,506,85	0,0,0,0,0,0,0,0,0,0	578	150
1134	0,0,0,0,0,0,0,0,0,0,0,0,0	0,32,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,4,0,0,0	0,0,0,0,0,0,184,36,0,0	283	150
1141	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,12,0,0,0,0	0,0,0,0,0,0,0,0,0,0	274	150
1160	0,0,0,0,0,132,0,0,0,0,0,83,0	0,94,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,34	0,0,0,0,0,43,0,0,88,0	240	150
1163	0,68,0,0,0,0,0,0,0,0,0,0,0	0,124,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,35,1,0,0,0	0,0,0,0,0,0,0,0,0,0	165	150
1177	51,289,1,183,0,183,0,1,56,196,83,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	10,0,0,0,0,79,131,48,620,0	0,0,0,0,4,0,0,0,0,0	239	150
1186	0,0,2,0,0,5,0,0,0,44,0,0,0	0,83,103,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,6	0,0,0,0,0,0,0,116,0,153	277	150
1196	0,12,0,0,0,0,0,0,47,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,13,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,4,0,0	248	150
1198	0,0,0,0,0,0,0,0,9,0,0,0,0	0,57,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,69,0,0,92	0,0,0,0,0,0,0,0,0,0	278	150
1215	0,197,78,29,0,17,0,2,14,484,0,286,0	9,3,0,0,0,0,0,0,3,71,0,0,0	0,335,0,0,0,0,64,54,0,1	0,0,0,0,0,4,61,0,192,0	1245	150
1226	5,122,0,0,0,1,0,44,6,0,216,0,0	0,0,0,0,0,0,0,0,0,0,10,0,0	0,0,0,0,0,123,116,0,0,0	0,0,0,0,0,43,0,0,0,0	261	150
1236	0,89,0,24,0,0,0,527,36,136,4,2,0	0,2,0,0,0,0,0,0,0,0,0,0,0	493,0,0,1,0,117,226,5,0,0	0,0,0,0,0,0,0,0,0,0	299	150
1237	6,199,10,0,0,36,0,0,89,0,48,59,2	0,101,0,0,0,0,0,0,0,0,0,0,0	297,112,0,0,0,49,274,13,32,44	0,0,0,0,0,0,0,0,0,0	288	150
