ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
23	"ENSG00000004660.14_1"	"CAMKK1"	chr17	-	3784920	3785858	3784920	3784942	3785821	3785858
24	"ENSG00000126768.12_1"	"TIMM17B"	chrX	-	48751182	48751508	48751182	48751293	48751379	48751508
25	"ENSG00000132950.18_2"	"ZMYM5"	chr13	-	20425494	20426330	20425494	20425588	20425828	20426330
26	"ENSG00000172613.7_2"	"RAD9A"	chr11	+	67163382	67163646	67163382	67163492	67163581	67163646
27	"ENSG00000125733.17_1"	"TRIP10"	chr19	+	6743204	6743609	6743204	6743267	6743504	6743609
28	"ENSG00000125733.17_1"	"TRIP10"	chr19	+	6750302	6750644	6750302	6750442	6750522	6750644
29	"ENSG00000131711.14_1"	"MAP1B"	chr5	+	71403060	71403542	71403060	71403136	71403221	71403542
30	"ENSG00000081760.16_2"	"AACS"	chr12	+	125609250	125609570	125609250	125609315	125609447	125609570
31	"ENSG00000096080.11_2"	"MRPS18A"	chr6	-	43642938	43643354	43642938	43643008	43643230	43643354
32	"ENSG00000184661.13_1"	"CDCA2"	chr8	+	25317755	25318070	25317755	25317816	25317899	25318070
33	"ENSG00000111877.17_2"	"MCM9"	chr6	-	119231761	119234585	119231761	119232934	119234459	119234585
34	"ENSG00000111877.17_2"	"MCM9"	chr6	-	119238725	119243251	119238725	119238926	119243169	119243251
35	"ENSG00000100842.12_1"	"EFS"	chr14	-	23828525	23829248	23828525	23828903	23829131	23829248
36	"ENSG00000133048.12_1"	"CHI3L1"	chr1	-	203148058	203149005	203148058	203148713	203148888	203149005
37	"ENSG00000108852.14_1"	"MPP2"	chr17	-	41960270	41960723	41960270	41960420	41960570	41960723
38	"ENSG00000115421.12_1"	"PAPOLG"	chr2	+	61021105	61022155	61021105	61021326	61022098	61022155
39	"ENSG00000140398.13_2"	"NEIL1"	chr15	+	75646590	75646833	75646590	75646618	75646771	75646833
40	"ENSG00000065029.14_2"	"ZNF76"	chr6	+	35253904	35254176	35253904	35253985	35254098	35254176
41	"ENSG00000065029.14_2"	"ZNF76"	chr6	+	35258417	35259180	35258417	35258493	35259054	35259180
42	"ENSG00000168961.16_2"	"LGALS9"	chr17	+	25974055	25974458	25974055	25974144	25974295	25974458
43	"ENSG00000109184.14_1"	"DCUN1D4"	chr4	+	52752733	52753410	52752733	52752804	52753288	52753410
44	"ENSG00000104805.15_2"	"NUCB1"	chr19	+	49422286	49422543	49422286	49422379	49422450	49422543
45	"ENSG00000172243.17_1"	"CLEC7A"	chr12	-	10269375	10271189	10269375	10269848	10270752	10271189
46	"ENSG00000172243.17_1"	"CLEC7A"	chr12	-	10279169	10280444	10279169	10279307	10280345	10280444
47	"ENSG00000172243.17_1"	"CLEC7A"	chr12	-	10282578	10282856	10282578	10282696	10282801	10282856
48	"ENSG00000130158.13_1"	"DOCK6"	chr19	-	11313069	11313391	11313069	11313159	11313259	11313391
49	"ENSG00000004777.18_2"	"ARHGAP33"	chr19	+	36278069	36279724	36278069	36278461	36278545	36279724
50	"ENSG00000204758.7_1"	"CTC-308K20.1"	chr5	-	172384156	172385260	172384156	172384305	172385141	172385260
51	"ENSG00000089682.16_1"	"RBM41"	chrX	-	106331665	106332069	106331665	106331803	106331964	106332069
52	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70312947	70313405	70312947	70313035	70313186	70313405
53	"ENSG00000146802.12_1"	"TMEM168"	chr7	-	112423752	112425008	112423752	112423811	112424909	112425008
54	"ENSG00000159079.18_2"	"C21orf59"	chr21	-	33973976	33975602	33973976	33974283	33975470	33975602
55	"ENSG00000118515.11_2"	"SGK1"	chr6	-	134491963	134492316	134491963	134492053	134492160	134492316
56	"ENSG00000118515.11_2"	"SGK1"	chr6	-	134494411	134494704	134494411	134494495	134494599	134494704
57	"ENSG00000118515.11_2"	"SGK1"	chr6	-	134495648	134495999	134495648	134495724	134495869	134495999
58	"ENSG00000140939.14_1"	"NOL3"	chr16	+	67208064	67208847	67208064	67208243	67208523	67208847
59	"ENSG00000140939.14_1"	"NOL3"	chr16	+	67208064	67208847	67208064	67208357	67208523	67208847
60	"ENSG00000140939.14_1"	"NOL3"	chr16	+	67208064	67208847	67208064	67208367	67208523	67208847
61	"ENSG00000221914.8_2"	"PPP2R2A"	chr8	+	26220199	26221406	26220199	26220364	26221236	26221406
62	"ENSG00000160949.16_1"	"TONSL"	chr8	-	145657667	145659142	145657667	145657843	145658970	145659142
63	"ENSG00000160949.16_1"	"TONSL"	chr8	-	145664035	145664118	145664035	145664047	145664048	145664118
64	"ENSG00000160949.16_1"	"TONSL"	chr8	-	145665733	145665859	145665733	145665812	145665814	145665859
65	"ENSG00000160949.16_1"	"TONSL"	chr8	-	145666348	145666494	145666348	145666489	145666490	145666494
66	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44441846	44442826	44441846	44442079	44442694	44442826
67	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13399883	13402801	13399883	13399992	13402707	13402801
68	"ENSG00000123416.15_2"	"TUBA1B"	chr12	-	49523282	49525178	49523282	49523505	49525080	49525178
69	"ENSG00000108821.13_2"	"COL1A1"	chr17	-	48264000	48264483	48264000	48264283	48264375	48264483
70	"ENSG00000108821.13_2"	"COL1A1"	chr17	-	48276778	48276951	48276778	48276814	48276916	48276951
71	"ENSG00000171405.12_1"	"XAGE5"	chrX	+	52841227	52841662	52841227	52841285	52841582	52841662
72	"ENSG00000131143.8_2"	"COX4I1"	chr16	+	85838542	85839470	85838542	85838710	85839338	85839470
73	"ENSG00000131143.8_2"	"COX4I1"	chr16	+	85838542	85839470	85838542	85838759	85839338	85839470
74	"ENSG00000133056.13_2"	"PIK3C2B"	chr1	-	204415083	204415272	204415083	204415130	204415214	204415272
75	"ENSG00000101246.19_1"	"ARFRP1"	chr20	-	62331335	62332054	62331335	62331882	62331953	62332054
76	"ENSG00000077080.9_1"	"ACTL6B"	chr7	-	100253043	100253502	100253043	100253209	100253425	100253502
77	"ENSG00000101843.18_1"	"PSMD10"	chrX	-	107331182	107331329	107331182	107331202	107331325	107331329
78	"ENSG00000183960.8_1"	"KCNH8"	chr3	+	19491597	19492896	19491597	19491797	19492646	19492896
79	"ENSG00000261052.5_2"	"SULT1A3"	chr16	+	30214010	30214327	30214010	30214137	30214232	30214327
80	"ENSG00000234111.6_1"	"RP11-364P22.1"	chr4	+	158493687	158493877	158493687	158493727	158493825	158493877
81	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70162686	70163025	70162686	70162768	70162861	70163025
82	"ENSG00000166800.9_1"	"LDHAL6A"	chr11	+	18497930	18498048	18497930	18498034	18498035	18498048
83	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2405951	2406226	2405951	2406083	2406159	2406226
84	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2418323	2418877	2418323	2418401	2418768	2418877
85	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2419028	2420375	2419028	2419146	2419838	2420375
86	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2419028	2420375	2419028	2419146	2419913	2420375
87	"ENSG00000142910.15_1"	"TINAGL1"	chr1	+	32048749	32049176	32048749	32048842	32049061	32049176
88	"ENSG00000142910.15_1"	"TINAGL1"	chr1	+	32048749	32050402	32048749	32049176	32050278	32050402
89	"ENSG00000142910.15_1"	"TINAGL1"	chr1	+	32050486	32050941	32050486	32050637	32050751	32050941
90	"ENSG00000142910.15_1"	"TINAGL1"	chr1	+	32051040	32051477	32051040	32051086	32051353	32051477
91	"ENSG00000142910.15_1"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051477	32052310	32052356
92	"ENSG00000103569.9_2"	"AQP9"	chr15	+	58476159	58478110	58476159	58476639	58476685	58478110
93	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32615411	32616559	32615411	32615495	32616459	32616559
94	"ENSG00000156983.15_2"	"BRPF1"	chr3	+	9787256	9787614	9787256	9787393	9787495	9787614
95	"ENSG00000204531.16_2"	"POU5F1"	chr6	-	31133703	31134615	31133703	31133824	31134310	31134615
96	"ENSG00000138835.22_2"	"RGS3"	chr9	+	116345729	116346707	116345729	116345996	116346461	116346707
97	"ENSG00000255552.7_2"	"LY6G6E"	chr6	-	31680117	31680566	31680117	31680338	31680440	31680566
98	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100124477	100124723	100124477	100124533	100124644	100124723
99	"ENSG00000230102.7_2"	"RP11-407B7.1"	chr3	-	193775425	193775936	193775425	193775604	193775848	193775936
100	"ENSG00000163472.18_1"	"TMEM79"	chr1	+	156254974	156255774	156254974	156255058	156255315	156255774
101	"ENSG00000163472.18_1"	"TMEM79"	chr1	+	156254974	156256264	156254974	156255058	156256050	156256264
102	"ENSG00000163472.18_1"	"TMEM79"	chr1	+	156254974	156256264	156254974	156255774	156256050	156256264
103	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13321430	13323030	13321430	13321466	13322916	13323030
104	"ENSG00000169733.11_2"	"RFNG"	chr17	-	80005777	80006992	80005777	80006683	80006906	80006992
105	"ENSG00000169733.11_2"	"RFNG"	chr17	-	80007552	80007882	80007552	80007718	80007793	80007882
106	"ENSG00000169733.11_2"	"RFNG"	chr17	-	80007552	80008431	80007552	80007882	80008277	80008431
107	"ENSG00000169733.11_2"	"RFNG"	chr17	-	80008537	80009218	80008537	80008640	80008887	80009218
108	"ENSG00000169733.11_2"	"RFNG"	chr17	-	80008537	80009218	80008537	80008640	80009169	80009218
109	"ENSG00000168883.19_2"	"USP39"	chr2	+	85875883	85876403	85875883	85875976	85876139	85876403
110	"ENSG00000180304.14_2"	"OAZ2"	chr15	-	64983632	64983790	64983632	64983713	64983714	64983790
111	"ENSG00000168477.17_2"	"TNXB"	chr6	-	32010475	32010858	32010475	32010608	32010727	32010858
112	"ENSG00000203690.11_1"	"TCP10"	chr6	-	167789453	167791580	167789453	167789565	167790033	167791580
113	"ENSG00000203690.11_1"	"TCP10"	chr6	-	167790033	167791580	167790033	167790192	167791442	167791580
114	"ENSG00000203690.11_1"	"TCP10"	chr6	-	167796298	167796443	167796298	167796412	167796415	167796443
115	"ENSG00000166471.10_2"	"TMEM41B"	chr11	-	9302200	9305140	9302200	9302588	9304917	9305140
116	"ENSG00000158669.11_2"	"GPAT4"	chr8	+	41455810	41456823	41455810	41455995	41456752	41456823
117	"ENSG00000082641.15_2"	"NFE2L1"	chr17	+	46127968	46128990	46127968	46128181	46128478	46128990
118	"ENSG00000100335.13_2"	"MIEF1"	chr22	+	39899700	39899882	39899700	39899727	39899815	39899882
119	"ENSG00000175164.13_2"	"ABO"	chr9	-	136132795	136132929	136132795	136132908	136132910	136132929
120	"ENSG00000087077.12_2"	"TRIP6"	chr7	+	100467991	100468365	100467991	100468085	100468195	100468365
121	"ENSG00000171793.13_1"	"CTPS1"	chr1	+	41474330	41474562	41474330	41474386	41474465	41474562
122	"ENSG00000198453.12_2"	"ZNF568"	chr19	+	37440413	37443643	37440413	37441363	37441365	37443643
123	"ENSG00000103249.17_2"	"CLCN7"	chr16	-	1499276	1500667	1499276	1499328	1500497	1500667
124	"ENSG00000183305.13_2"	"MAGEA2B"	chrX	+	151883335	151883646	151883335	151883417	151883567	151883646
125	"ENSG00000111229.15_2"	"ARPC3"	chr12	-	110873914	110874488	110873914	110874009	110874361	110874488
126	"ENSG00000036549.12_2"	"ZZZ3"	chr1	-	78045211	78046754	78045211	78045313	78046682	78046754
127	"ENSG00000203878.11_1"	"CHIAP2"	chr1	+	111824172	111825097	111824172	111824374	111825040	111825097
128	"ENSG00000203878.11_1"	"CHIAP2"	chr1	+	111824172	111825097	111824172	111824483	111825040	111825097
129	"ENSG00000006607.13_2"	"FARP2"	chr2	+	242433422	242434255	242433422	242433556	242433891	242434255
130	"ENSG00000142208.15_2"	"AKT1"	chr14	-	105235688	105238789	105235688	105236757	105237081	105238789
131	"ENSG00000142208.15_2"	"AKT1"	chr14	-	105237081	105238789	105237081	105237184	105238701	105238789
132	"ENSG00000142208.15_2"	"AKT1"	chr14	-	105239214	105239716	105239214	105239330	105239587	105239716
133	"ENSG00000142208.15_2"	"AKT1"	chr14	-	105239214	105239716	105239214	105239429	105239587	105239716
134	"ENSG00000137843.11_2"	"PAK6"	chr15	+	40568127	40569688	40568127	40568306	40569316	40569688
135	"ENSG00000125458.6_2"	"NT5C"	chr17	-	73127059	73127376	73127059	73127176	73127275	73127376
136	"ENSG00000125458.6_2"	"NT5C"	chr17	-	73127059	73127376	73127059	73127200	73127275	73127376
137	"ENSG00000007384.15_1"	"RHBDF1"	chr16	-	108971	109347	108971	109125	109246	109347
138	"ENSG00000007384.15_1"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109296	109347
139	"ENSG00000184575.11_1"	"XPOT"	chr12	+	64818817	64819237	64818817	64818918	64819117	64819237
140	"ENSG00000184575.11_1"	"XPOT"	chr12	+	64818817	64819237	64818817	64818962	64819117	64819237
141	"ENSG00000187838.16_2"	"TMEM256-PLSCR3"	chr17	-	7296462	7296683	7296462	7296668	7296669	7296683
142	"ENSG00000187838.16_2"	"TMEM256-PLSCR3"	chr17	-	7296462	7296828	7296462	7296683	7296785	7296828
143	"ENSG00000187838.16_2"	"TMEM256-PLSCR3"	chr17	-	7296919	7297478	7296919	7297155	7297422	7297478
144	"ENSG00000125445.10_1"	"MRPS7"	chr17	+	73261782	73262454	73261782	73262045	73262273	73262454
145	"ENSG00000073067.13_2"	"CYP2W1"	chr7	+	1027912	1029276	1027912	1028054	1028270	1029276
146	"ENSG00000145194.17_1"	"ECE2"	chr3	+	184008827	184009227	184008827	184009018	184009131	184009227
147	"ENSG00000102034.16_1"	"ELF4"	chrX	-	129203274	129203652	129203274	129203457	129203459	129203652
148	"ENSG00000102034.16_1"	"ELF4"	chrX	-	129215229	129215513	129215229	129215286	129215410	129215513
149	"ENSG00000133392.17_2"	"MYH11"	chr16	-	15814695	15815491	15814695	15814908	15815278	15815491
150	"ENSG00000143799.12_1"	"PARP1"	chr1	-	226553654	226555309	226553654	226553753	226555180	226555309
151	"ENSG00000001631.15_2"	"KRIT1"	chr7	-	91864716	91865856	91864716	91864960	91865726	91865856
152	"ENSG00000166949.15_2"	"SMAD3"	chr15	+	67458868	67459191	67458868	67459029	67459116	67459191
153	"ENSG00000182087.12_2"	"TMEM259"	chr19	-	1011094	1011498	1011094	1011194	1011365	1011498
154	"ENSG00000182087.12_2"	"TMEM259"	chr19	-	1011365	1011611	1011365	1011498	1011578	1011611
155	"ENSG00000182087.12_2"	"TMEM259"	chr19	-	1011578	1011797	1011578	1011611	1011739	1011797
156	"ENSG00000182087.12_2"	"TMEM259"	chr19	-	1011578	1011797	1011578	1011662	1011739	1011797
157	"ENSG00000182087.12_2"	"TMEM259"	chr19	-	1012064	1012572	1012064	1012187	1012461	1012572
158	"ENSG00000171703.16_2"	"TCEA2"	chr20	+	62701117	62701767	62701117	62701174	62701612	62701767
159	"ENSG00000171703.16_2"	"TCEA2"	chr20	+	62701117	62701988	62701117	62701767	62701841	62701988
160	"ENSG00000171703.16_2"	"TCEA2"	chr20	+	62703222	62703699	62703222	62703294	62703524	62703699
161	"ENSG00000217128.11_2"	"FNIP1"	chr5	-	131007197	131008617	131007197	131008354	131008378	131008617
162	"ENSG00000186652.9_2"	"PRG2"	chr11	-	57156049	57156790	57156049	57156181	57156482	57156790
163	"ENSG00000186652.9_2"	"PRG2"	chr11	-	57156049	57156790	57156049	57156181	57156515	57156790
164	"ENSG00000138646.8_2"	"HERC5"	chr4	+	89425382	89425748	89425382	89425566	89425645	89425748
165	"ENSG00000186838.13_2"	"SELV"	chr19	+	40009247	40009272	40009247	40009254	40009257	40009272
166	"ENSG00000172602.9_2"	"RND1"	chr12	-	49250927	49252024	49250927	49251097	49251777	49252024
167	"ENSG00000088340.15_2"	"FER1L4"	chr20	-	34146925	34147281	34146925	34147026	34147110	34147281
168	"ENSG00000088340.15_2"	"FER1L4"	chr20	-	34147281	34148405	34147281	34147394	34147889	34148405
169	"ENSG00000088340.15_2"	"FER1L4"	chr20	-	34147889	34148405	34147889	34148131	34148306	34148405
170	"ENSG00000204618.8_2"	"RNF39"	chr6	-	30038042	30039468	30038042	30038977	30039175	30039468
171	"ENSG00000070413.19_2"	"DGCR2"	chr22	-	19028570	19029472	19028570	19028807	19029319	19029472
172	"ENSG00000170085.17_2"	"SIMC1"	chr5	+	175722032	175722265	175722032	175722080	175722152	175722265
173	"ENSG00000170085.17_2"	"SIMC1"	chr5	+	175772185	175772992	175772185	175772569	175772704	175772992
174	"ENSG00000124067.16_2"	"SLC12A4"	chr16	-	67978989	67979456	67978989	67979123	67979271	67979456
175	"ENSG00000124067.16_2"	"SLC12A4"	chr16	-	67984556	67984963	67984556	67984614	67984864	67984963
176	"ENSG00000124067.16_2"	"SLC12A4"	chr16	-	67984864	67985207	67984864	67984963	67985042	67985207
177	"ENSG00000214946.13_2"	"TBC1D26"	chr17	+	15638017	15638384	15638017	15638188	15638282	15638384
178	"ENSG00000214946.13_2"	"TBC1D26"	chr17	+	15640797	15641701	15640797	15640837	15641593	15641701
179	"ENSG00000117385.15_1"	"P3H1"	chr1	-	43212045	43213083	43212045	43212523	43212942	43213083
180	"ENSG00000117385.15_1"	"P3H1"	chr1	-	43220539	43220888	43220539	43220661	43220835	43220888
181	"ENSG00000242265.5_2"	"PEG10"	chr7	+	94292645	94295010	94292645	94293819	94293821	94295010
182	"ENSG00000156042.17_2"	"CFAP70"	chr10	-	75053020	75056931	75053020	75053146	75056799	75056931
183	"ENSG00000160200.17_1"	"CBS"	chr21	-	44473300	44474093	44473300	44473757	44473971	44474093
184	"ENSG00000099992.15_2"	"TBC1D10A"	chr22	-	30689639	30690099	30689639	30689794	30689909	30690099
185	"ENSG00000181322.13_2"	"NME9"	chr3	-	138048144	138048665	138048144	138048181	138048596	138048665
186	"ENSG00000182670.13_2"	"TTC3"	chr21	+	38460132	38460646	38460132	38460175	38460495	38460646
187	"ENSG00000147400.8_1"	"CETN2"	chrX	-	151997080	151997821	151997080	151997218	151997692	151997821
188	"ENSG00000167468.16_2"	"GPX4"	chr19	+	1105364	1105509	1105364	1105401	1105404	1105509
189	"ENSG00000142303.13_1"	"ADAMTS10"	chr19	-	8650015	8650544	8650015	8650192	8650339	8650544
190	"ENSG00000142303.13_1"	"ADAMTS10"	chr19	-	8660956	8661296	8660956	8661103	8661190	8661296
191	"ENSG00000101605.12_2"	"MYOM1"	chr18	-	3134647	3134822	3134647	3134654	3134655	3134822
192	"ENSG00000101605.12_2"	"MYOM1"	chr18	-	3149142	3149199	3149142	3149170	3149171	3149199
193	"ENSG00000168824.14_1"	"NSG1"	chr4	+	4387583	4388900	4387583	4388370	4388845	4388900
194	"ENSG00000168824.14_1"	"NSG1"	chr4	+	4418961	4420785	4418961	4419654	4420510	4420785
195	"ENSG00000197565.15_2"	"COL4A6"	chrX	-	107408106	107408268	107408106	107408151	107408187	107408268
196	"ENSG00000131876.16_2"	"SNRPA1"	chr15	-	101825930	101827215	101825930	101826006	101827112	101827215
197	"ENSG00000064201.15_2"	"TSPAN32"	chr11	+	2335714	2337897	2335714	2335801	2337458	2337897
198	"ENSG00000064201.15_2"	"TSPAN32"	chr11	+	2337458	2337897	2337458	2337542	2337805	2337897
199	"ENSG00000064201.15_2"	"TSPAN32"	chr11	+	2337458	2337897	2337458	2337542	2337861	2337897
200	"ENSG00000181409.11_1"	"AATK"	chr17	-	79094000	79094784	79094000	79094199	79094627	79094784
201	"ENSG00000167526.13_1"	"RPL13"	chr16	+	89627118	89627471	89627118	89627247	89627347	89627471
202	"ENSG00000167526.13_1"	"RPL13"	chr16	+	89627347	89627776	89627347	89627471	89627634	89627776
203	"ENSG00000167526.13_1"	"RPL13"	chr16	+	89627634	89628159	89627634	89627776	89627985	89628159
204	"ENSG00000167526.13_1"	"RPL13"	chr16	+	89627985	89628159	89627985	89628006	89628147	89628159
205	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28846598	28847079	28846598	28846720	28846866	28847079
206	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28846598	28847079	28846598	28846720	28846869	28847079
207	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28846598	28847079	28846598	28846720	28846875	28847079
208	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28847806	28847253	28847443	28847769	28847806
209	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847443	28848048	28848558
210	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847806	28848048	28848558
211	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847443	28848068	28848558
212	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847443	28848071	28848558
213	"ENSG00000198000.11_2"	"NOL8"	chr9	-	95060538	95061236	95060538	95060618	95061165	95061236
214	"ENSG00000226571.1_1"	"RP11-445F6.2"	chr6	+	139607981	139608444	139607981	139608039	139608146	139608444
215	"ENSG00000112651.11_1"	"MRPL2"	chr6	-	43023634	43023934	43023634	43023745	43023818	43023934
216	"ENSG00000095787.21_2"	"WAC"	chr10	+	28903495	28905291	28903495	28903614	28905101	28905291
217	"ENSG00000095787.21_2"	"WAC"	chr10	+	28903495	28905291	28903495	28903614	28905104	28905291
218	"ENSG00000123453.17_2"	"SARDH"	chr9	-	136531856	136531992	136531856	136531888	136531889	136531992
219	"ENSG00000010704.18_2"	"HFE"	chr6	+	26091068	26091817	26091068	26091332	26091541	26091817
220	"ENSG00000161016.16_2"	"RPL8"	chr8	-	146016661	146016880	146016661	146016692	146016755	146016880
221	"ENSG00000177483.11_2"	"RBM44"	chr2	+	238728817	238729897	238728817	238728929	238729713	238729897
222	"ENSG00000177483.11_2"	"RBM44"	chr2	+	238728817	238729897	238728817	238728994	238729713	238729897
223	"ENSG00000215749.8"	"RP13-996F3.5"	chr15	-	82935530	82936363	82935530	82935618	82936282	82936363
224	"ENSG00000086504.15_1"	"MRPL28"	chr16	-	418500	419220	418500	418635	419067	419220
225	"ENSG00000086504.15_1"	"MRPL28"	chr16	-	418500	420225	418500	419211	419930	420225
226	"ENSG00000086504.15_1"	"MRPL28"	chr16	-	418500	420225	418500	419220	419930	420225
227	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130861488	130861615	130861488	130861570	130861572	130861615
228	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130866511	130866589	130866511	130866522	130866523	130866589
229	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130867856	130867993	130867856	130867919	130867920	130867993
230	"ENSG00000108588.13_2"	"CCDC47"	chr17	-	61833599	61833710	61833599	61833626	61833628	61833710
231	"ENSG00000166165.12_2"	"CKB"	chr14	-	103988154	103988514	103988154	103988287	103988359	103988514
232	"ENSG00000166165.12_2"	"CKB"	chr14	-	103988359	103988842	103988359	103988514	103988637	103988842
233	"ENSG00000166165.12_2"	"CKB"	chr14	-	103988359	103988842	103988359	103988514	103988774	103988842
234	"ENSG00000041357.15_1"	"PSMA4"	chr15	+	78834518	78834987	78834518	78834561	78834824	78834987
235	"ENSG00000041357.15_1"	"PSMA4"	chr15	+	78834518	78834987	78834518	78834561	78834917	78834987
236	"ENSG00000136883.12_1"	"KIF12"	chr9	-	116855508	116855777	116855508	116855613	116855686	116855777
237	"ENSG00000158352.15_1"	"SHROOM4"	chrX	-	50334646	50339964	50334646	50335144	50338697	50339964
238	"ENSG00000154263.17_2"	"ABCA10"	chr17	-	67149445	67150150	67149445	67149540	67149971	67150150
239	"ENSG00000105258.8_1"	"POLR2I"	chr19	-	36605240	36605615	36605240	36605314	36605560	36605615
240	"ENSG00000171495.16_1"	"MROH2B"	chr5	-	41049202	41049538	41049202	41049243	41049381	41049538
241	"ENSG00000184144.10_2"	"CNTN2"	chr1	+	205027308	205027791	205027308	205027484	205027695	205027791
242	"ENSG00000128422.15_1"	"KRT17"	chr17	-	39777844	39778763	39777844	39778006	39778606	39778763
243	"ENSG00000105967.15_1"	"TFEC"	chr7	-	115580002	115582094	115580002	115580498	115581946	115582094
244	"ENSG00000117751.17_2"	"PPP1R8"	chr1	+	28176603	28178187	28176603	28176925	28178050	28178187
245	"ENSG00000186088.15_1"	"GSAP"	chr7	-	76958649	76959684	76958649	76958708	76959555	76959684
246	"ENSG00000186765.11_1"	"FSCN2"	chr17	+	79503171	79503815	79503171	79503293	79503575	79503815
247	"ENSG00000186765.11_1"	"FSCN2"	chr17	+	79503171	79503815	79503171	79503293	79503647	79503815
248	"ENSG00000167642.12_2"	"SPINT2"	chr19	+	38781176	38783108	38781176	38781215	38782479	38783108
249	"ENSG00000163378.13_1"	"EOGT"	chr3	-	69037656	69038168	69037656	69037728	69038075	69038168
250	"ENSG00000273559.4_1"	"CWC25"	chr17	-	36966528	36966848	36966528	36966653	36966720	36966848
251	"ENSG00000178795.9_1"	"GDPD4"	chr11	-	76927602	76928359	76927602	76928313	76928344	76928359
