intron	logef	Control	Autism	deltapsi
chr1:39794378:39796875:clu_6175_NA	-4.24253463587351	2.28305777688507e-06	3.86938315146232e-09	-2.27918839373361e-06
chr1:39812882:39815150:clu_6175_NA	2.10440155322089	0.0147567672727719	0.0142743199206192	-0.000482447352152731
chr1:39838268:39844133:clu_6178_NA	6.77272001110793	0.983215805249147	0.999963043516684	0.0167472382675367
chr1:39838268:39844875:clu_6178_NA	-11.7000130497706	0.0165541499552746	1.59821774886854e-10	-0.0165541497954528
chr1:39844195:39844875:clu_6178_NA	4.92729303866266	0.000230044795578297	3.6956323494589e-05	-0.000193088472083708
chr1:39846045:39847625:clu_6179_NA	0.364690150940325	0.0445513895018805	0.0881723689565465	0.043620979454666
chr1:39847824:39851106:clu_6179_NA	-0.364690150940325	0.955448610498119	0.911827631043454	-0.0436209794546659
chr1:39893286:39893633:clu_6181_NA	-0.0183348866605087	0.999988092194907	0.999992529607889	4.43741298172817e-06
chr1:39893286:39894914:clu_6181_NA	0.562448416929168	3.60862804228209e-07	6.45022747395963e-07	2.84159943167753e-07
chr1:39893959:39894914:clu_6181_NA	-0.54411353026866	1.1546942288802e-05	6.82536936394774e-06	-4.72157292485429e-06
chr1:39898326:39898720:clu_6182_NA	-0.916904251580077	0.99999978223195	0.999998637280159	-1.14495179048824e-06
chr1:39898827:39900086:clu_6182_NA	0.916904251580077	2.17768050179453e-07	1.36271984078263e-06	1.14495179060318e-06
chr1:39901433:39902154:clu_6183_NA	2.22458098803505	0.0355120900640806	0.459928549615753	0.424416459551672
chr1:39901433:39903449:clu_6183_NA	-4.59041426510597	0.929166139340622	0.0132036096856412	-0.91596252965498
chr1:39902162:39903449:clu_6183_NA	2.36583327707092	0.0353217705952976	0.526867840698606	0.491546070103309
chr1:39929358:39930767:clu_6185_NA	-0.62041979302209	0.262628838558314	0.211427373304511	-0.0512014652538027
chr1:39929358:39934287:clu_6185_NA	3.60160490246903	0.0133668027833967	0.733581498213472	0.720214695430075
chr1:39930784:39934287:clu_6185_NA	-2.98118510944694	0.72400435865829	0.0549911284820175	-0.669013230176272
chr1:43159194:43161870:clu_6210_NA	0.629764485594384	2.84533036429762e-08	1.00262643128399e-07	7.18093394854233e-08
chr1:43161959:43162313:clu_6210_NA	-0.629764485594384	0.999999971546696	0.999999899737357	-7.18093394747044e-08
chr1:44075169:44078439:clu_6220_NA	-1.7828637420016	0.516239050281023	0.180247308603139	-0.335991741677884
chr1:44075169:44079289:clu_6220_NA	3.46143242386802	0.00961329859505499	0.636003131268357	0.626389832673302
chr1:44078471:44079289:clu_6220_NA	-1.67856868186642	0.474147651123922	0.183749560128504	-0.290398090995418
chr1:44750579:44773982:clu_6229_NA	-0.0606969288651877	0.731131376916321	0.706610068960293	-0.0245213079560282
chr1:44774073:44778841:clu_6229_NA	0.0606969288651877	0.268868623083679	0.293389931039707	0.0245213079560284
chr1:46769492:46774773:clu_6252_NA	0.911337014138549	0.645777194238406	0.68550425597758	0.0397270617391741
chr1:46774799:46775827:clu_6252_NA	0.845565588686916	0.31338526477291	0.311488384894558	-0.0018968798783513
chr1:46775988:46782224:clu_6252_NA	-1.75690260282547	0.0408375409886847	0.00300735912786206	-0.0378301818608227
chr1:51735797:51736823:clu_6264_NA	-6.36385720400561	1	1	0
chr1:51735797:51736825:clu_6264_NA	6.36385720400561	6.23139490419403e-39	2.09972011849259e-33	2.09971388709768e-33
chr1:51831701:51860053:clu_6265_NA	-0.512098995041661	0.588066611867748	0.33889565700713	-0.249170954860617
chr1:51866625:51868107:clu_6265_NA	0.51209899504166	0.411933388132252	0.66110434299287	0.249170954860617
chr1:51869204:51871577:clu_6266_NA	0.912427347566188	2.1521643034045e-07	1.33474794816853e-06	1.11953151782808e-06
chr1:51871780:51873807:clu_6266_NA	-0.912427347566188	0.99999978478357	0.999998665252052	-1.11953151793465e-06
chr1:52301884:52302041:clu_6275_NA	3.18580206801497	1	1	0
chr1:52301884:52305898:clu_6275_NA	-3.18580206801497	2.10904763769447e-31	3.60523743769121e-34	-2.10544240025678e-31
chr1:52943554:52947095:clu_6283_NA	6.40187761097833	1	1	0
chr1:52947595:52954581:clu_6283_NA	-6.40187761097833	5.65618686782814e-111	1.55569160673725e-116	-5.65617131091207e-111
chr1:54506510:54507397:clu_6298_NA	-1.32638572418123	0.648719458249929	0.115132297871027	-0.533587160378902
chr1:54506513:54507397:clu_6298_NA	1.32638572418123	0.351280541750071	0.884867702128973	0.533587160378902
chr1:55051577:55058219:clu_6301_NA	0.183156921342822	1	1	0
chr1:55058279:55059614:clu_6301_NA	-0.183156921342822	2.66582747477415e-45	1.84817869290351e-45	-8.17648781870639e-46
chr1:67145435:67154831:clu_6345_NA	-28.4847306647763	1	1	0
chr1:67148052:67154831:clu_6345_NA	28.4847306647763	1.3021937566225e-82	7.18122114870665e-58	7.18122114870665e-58
chr1:70144161:70225874:clu_6352_NA	5.16272684802321	0.910705497281074	0.999996785171532	0.0892912878904584
chr1:70181901:70225874:clu_6352_NA	-5.16272684802321	0.0892945027189261	3.21482846761868e-06	-0.0892912878904585
chr1:70712590:70715635:clu_6361_NA	-0.415341953428866	0.746656793526343	0.562219970026833	-0.18443682349951
chr1:70712590:70715637:clu_6361_NA	0.415341953428866	0.253343206473657	0.437780029973167	0.18443682349951
chr1:70716186:70716291:clu_6362_NA	-0.198028520965987	0.999296503207943	0.998954993327246	-0.000341509880697366
chr1:70716186:70716294:clu_6362_NA	0.198028520965987	0.000703496792056943	0.00104500667275418	0.000341509880697239
chr1:71530820:71531361:clu_6364_NA	-0.835375030037779	0.911473805562476	0.455247107166098	-0.456226698396378
chr1:71530820:71532459:clu_6364_NA	-0.841904948980228	0.000134573700103219	6.67770590663015e-05	-6.77966410369179e-05
chr1:71531435:71532459:clu_6364_NA	1.67727997901801	0.0883916207374204	0.544686115774835	0.456294495037415
chr1:78180468:78181427:clu_6386_NA	-1.36478100392647	0.482156541335792	0.0572719884768651	-0.424884552858927
chr1:78181553:78183552:clu_6386_NA	1.36478100392647	0.517843458664208	0.942728011523135	0.424884552858926
chr1:78196416:78200032:clu_6388_NA	0.176214968974908	0.0521834260966097	0.07263056860652	0.0204471425099104
chr1:78205102:78206562:clu_6388_NA	-0.176214968974908	0.94781657390339	0.92736943139348	-0.0204471425099104
chr1:78421014:78422257:clu_6395_NA	-0.449975461244208	0.00155515786036034	0.000632895098853854	-0.000922262761506482
chr1:78422385:78425869:clu_6395_NA	0.449975461244208	0.99844484213964	0.999367104901146	0.000922262761506643
chr1:84372146:84373139:clu_6407_NA	-1.93963293454814	0.0294360727648279	0.000626382825151177	-0.0288096899396767
chr1:84372206:84373139:clu_6407_NA	1.93963293454814	0.970563927235172	0.999373617174849	0.0288096899396768
chr1:84630696:84639012:clu_6415_NA	-1.9613714993515	0.5579290548746	0.112270285846702	-0.445658769027898
chr1:84639035:84640716:clu_6415_NA	0.725424143009502	0.195955103204291	0.57903251207013	0.383077408865839
chr1:84640739:84641482:clu_6415_NA	0.935019924743886	0.0211744832814716	0.0771588034152742	0.0559843201338026
chr1:84640739:84644860:clu_6415_NA	-0.634145133848466	0.203846770604801	0.154666683232009	-0.0491800873727921
chr1:84641490:84644860:clu_6415_NA	0.935072565446583	0.0210945880348367	0.0768717154358851	0.0557771274010484
chr1:90484343:90486351:clu_6441_NA	43.2081888846446	3.40250181530032e-25	0.999999999999913	0.999999999999913
chr1:90486481:90487809:clu_6441_NA	-43.2081888846446	1	8.67052955916455e-14	-0.999999999999913
chr1:94996152:94997877:clu_6461_NA	0.890282880066857	6.47417780590453e-05	0.00038400406517616	0.000319262287117115
chr1:94998036:94998646:clu_6461_NA	-0.890282880066857	0.999935258221941	0.999615995934824	-0.000319262287117095
chr1:104084097:104085918:clu_6489_NA	3.28053709911437	0.00903084932553139	0.865650567322409	0.856619717996877
chr1:104084097:104085921:clu_6489_NA	-3.28053709911437	0.990969150674469	0.134349432677591	-0.856619717996877
chr1:104097731:104108057:clu_6491_NA	-8.2466358691839	0.978565274159029	3.13713783191817e-06	-0.978562137021197
chr1:104108216:104114179:clu_6491_NA	8.2466358691839	0.021434725840971	0.999996862862168	0.978562137021197
chr1:112319895:112321058:clu_6522_NA	-0.772557614830955	0.00128373370452937	0.00027408088890237	-0.001009652815627
chr1:112319895:112322847:clu_6522_NA	0.772557614830955	0.998716266295471	0.999725919111098	0.00100965281562715
chr1:114970516:114973420:clu_6538_NA	-0.333728147529143	0.993591900201107	0.987584390991649	-0.00600750920945803
chr1:114973534:114976239:clu_6538_NA	0.333728147529143	0.00640809979889321	0.0124156090083512	0.00600750920945795
chr1:114976355:115005726:clu_6539_NA	0.395611037381107	0.999999999973332	0.999999999987177	1.38445921393782e-11
chr1:115006178:115006892:clu_6539_NA	-0.476173416933068	2.13056721483544e-11	8.9101304391324e-12	-1.2395541709222e-11
chr1:115007010:115053172:clu_6539_NA	0.0805623795519605	5.36176604584087e-12	3.91276681537125e-12	-1.44899923046961e-12
chr1:115269711:115272879:clu_6540_NA	1.22612677515949	0.00127172681350298	0.014573732816536	0.0133020060030331
chr1:115273269:115275225:clu_6540_NA	-1.22612677515949	0.998728273186497	0.985426267183464	-0.0133020060030331
chr1:121484409:121485089:clu_6558_NA	-0.825051662274531	0.999994588533738	0.99997182033439	-2.27681993478779e-05
chr1:121484749:121485089:clu_6558_NA	0.825051662274531	5.41146626184302e-06	2.81796656096722e-05	2.27681993478292e-05
chr1:121484194:121484875:clu_6564_NA	0.20086587060178	8.54587838219154e-05	0.000133062588167253	4.76038043453378e-05
chr1:121484194:121485214:clu_6564_NA	-0.399325499223013	0.791623377098712	0.676329092645683	-0.115294284453029
chr1:121484874:121485214:clu_6564_NA	0.198459628621234	0.208291164117466	0.32353784476615	0.115246680648684
chr1:143916308:144013901:clu_6574_NA	0.760405838692638	0.994075358864056	0.998699239498914	0.00462388063485786
chr1:143916308:144094362:clu_6574_NA	-0.760405838692638	0.00592464113594411	0.00130076050108634	-0.00462388063485777
chr1:144952689:144955216:clu_6578_NA	0.30145674446517	0.000158671900650404	0.000289924562297976	0.000131252661647572
chr1:144955292:144994591:clu_6578_NA	-0.30145674446517	0.99984132809935	0.999710075437702	-0.000131252661647596
chr1:144857042:144857612:clu_6582_NA	-15.8828808148321	0.999999999999989	0.597274693028153	-0.402725306971836
chr1:144859998:144863318:clu_6582_NA	15.8828808148321	1.07929413793812e-14	0.402725306971847	0.402725306971836
chr1:144868172:144871696:clu_6583_NA	-1.68384599924187	0.000121192571652246	3.06147359427978e-05	-9.05778357094484e-05
chr1:144871881:144873877:clu_6583_NA	2.44747881371431	0.0242507119382258	0.381408685744443	0.357157973806218
chr1:144874029:144874681:clu_6583_NA	-0.763632814472438	0.975628095490122	0.618560699519614	-0.357067395970508
chr1:144895290:144909869:clu_6588_NA	-4.01168515708549	0.999999999957071	0.999999869005249	-1.30951822607805e-07
chr1:144906537:144909869:clu_6588_NA	4.01168515708549	4.29287752143007e-11	1.30994751332483e-07	1.30951822557269e-07
chr1:144923821:144930584:clu_6589_NA	1.42848394566914	0.358076349094204	0.906636806961441	0.548560457867238
chr1:144923821:144946625:clu_6589_NA	-1.42848394566914	0.641923650905796	0.0933631930385589	-0.548560457867238
chr1:145016011:145021112:clu_6591_NA	-2.22698820494665	0.99610591261653	0.748460394075411	-0.247645518541119
chr1:145021167:145039590:clu_6591_NA	2.22698820494665	0.0038940873834702	0.251539605924589	0.247645518541119
chr1:151403317:151413404:clu_6636_NA	0.63818681326315	0.0659694571449648	0.201983437962344	0.136013980817379
chr1:151413562:151414557:clu_6636_NA	-0.63818681326315	0.934030542855035	0.798016562037656	-0.136013980817379
chr1:153723715:153724755:clu_6656_NA	60.1640622814274	1.45185639585026e-71	2.62884014062505e-19	2.62884014062505e-19
chr1:153734152:153735204:clu_6656_NA	-60.1640622814274	1	1	0
chr1:154130197:154142876:clu_6667_NA	-12.3581470256765	0.975573094352386	0.1561236639555	-0.819449430396886
chr1:154131524:154142876:clu_6667_NA	-6.98344961896794	0.0244269056476139	0.843876321582264	0.81944941593465
chr1:154141859:154142876:clu_6667_NA	19.3415966446444	1.54526435123305e-21	1.44622365273125e-08	1.44622365273109e-08
chr1:154143187:154143889:clu_6668_NA	-20.7699540539595	0.998820112869195	0.998820112752334	-1.16860410237507e-10
chr1:154143187:154144505:clu_6668_NA	-20.7699539716263	0.00117988713080517	0.00117988722781102	9.70058521357342e-11
chr1:154143964:154145384:clu_6668_NA	41.5399080255858	1.72596107078951e-38	1.98545599153017e-11	1.98545599153017e-11
chr1:154186422:154186933:clu_6671_NA	-1.57500348961633	1.41218881950134e-06	6.05149539011282e-08	-1.35167386560022e-06
chr1:154187050:154192312:clu_6671_NA	1.57500348961633	0.999998587811181	0.999999939485046	1.35167386550172e-06
chr1:155365344:155385535:clu_6699_NA	0.170364506065436	0.00352774905462828	0.00495282378070265	0.00142507472607437
chr1:155385714:155408118:clu_6699_NA	-0.170364506065436	0.996472250945372	0.995047176219297	-0.00142507472607434
chr1:155429689:155447677:clu_6700_NA	-0.207266856183313	4.75441915687942e-05	3.14104942643665e-05	-1.61336973044277e-05
chr1:155452240:155490891:clu_6700_NA	0.207266856183313	0.999952455808431	0.999968589505736	1.61336973045767e-05
chr1:155644887:155646339:clu_6706_NA	-0.601066352058808	0.990247226140194	0.976315598639806	-0.013931627500388
chr1:155649303:155650207:clu_6706_NA	0.101755267477174	0.00536349840265467	0.0106788946058717	0.00531539620321701
chr1:155746272:155747413:clu_6706_NA	0.499311084581634	0.00438927545715165	0.0130055067543227	0.0086162312971711
chr1:155936270:155936611:clu_6717_NA	-0.179278848461196	2.8802553340008e-06	2.01238808495521e-06	-8.67867249045594e-07
chr1:155936678:155938947:clu_6717_NA	0.179278848461196	0.999997119744666	0.999997987611915	8.67867249065846e-07
chr1:156214702:156214933:clu_6722_NA	-0.685889763631821	0.655346845511456	0.287010196355733	-0.368336649155724
chr1:156215029:156215326:clu_6722_NA	-0.500683397496911	0.115777296846676	0.061021604223879	-0.0547556926227967
chr1:156215452:156215573:clu_6722_NA	1.18657316112873	0.228875857641868	0.651968199420388	0.42309234177852
chr1:156216041:156216472:clu_6723_NA	-2.13211338565851	0.319010565510869	0.00654459705705766	-0.312465968453812
chr1:156216547:156217748:clu_6723_NA	2.13211338565851	0.680989434489131	0.993455402942942	0.312465968453812
chr1:156374393:156384446:clu_6728_NA	1.70702835116331	0.576991355212959	0.576536706498468	-0.000454648714490968
chr1:156374393:156396590:clu_6728_NA	-0.118839665528937	0.04302756674527	0.00692532308298589	-0.0361022436622841
chr1:156376989:156377634:clu_6728_NA	-3.19880754220645	0.0280231295130151	0.000207298821350088	-0.027815830691665
chr1:156377767:156384446:clu_6728_NA	-0.818781020240565	0.155675844628888	0.0124432496590225	-0.143232594969866
chr1:156384545:156396590:clu_6728_NA	2.42939987681264	0.196282103899868	0.403887421938173	0.207605318038306
chr1:169890922:169894928:clu_6802_NA	1.66173516240323	0.415505694426101	0.951764373281096	0.536258678854996
chr1:169894996:169923152:clu_6802_NA	-1.66173516240323	0.584494305573899	0.0482356267189037	-0.536258678854996
chr1:171483769:171484873:clu_6804_NA	0.456360274766776	0.0235685416654662	0.0567181336586735	0.0331495919932073
chr1:171483784:171484873:clu_6804_NA	-0.456360274766776	0.976431458334534	0.943281866341326	-0.0331495919932073
chr1:176055026:176085760:clu_6828_NA	0.851667733689782	0.000645370874045853	0.0136548361464578	0.013009465272412
chr1:176085817:176104146:clu_6828_NA	0.0276148367731118	0.00126537943852674	0.0117440063894346	0.0104786269509078
chr1:176105683:176118142:clu_6828_NA	-3.58280140656743	0.957017602654322	0.240177090624284	-0.716840512030038
chr1:176118210:176132005:clu_6828_NA	0.934309635659426	0.0236106442737421	0.54259513012312	0.518984485849378
chr1:176133027:176145046:clu_6828_NA	2.0954444359675	0.00116737112180112	0.085674471819228	0.0845071006974269
chr1:176145143:176153769:clu_6828_NA	-0.326235235522391	0.0162936316375623	0.106154464897475	0.0898608332599129
chr1:176132124:176132951:clu_6829_NA	69.3301847299971	3.18667227124411e-71	5.28166335493634e-11	5.28166335493634e-11
chr1:176132124:176132963:clu_6829_NA	-69.3301847299971	1	0.999999999947183	-5.2816750972795e-11
chr1:179966310:179972309:clu_6844_NA	2.03434066987809	0.0535434189467707	0.767892502530987	0.714349083584216
chr1:179975702:179981064:clu_6844_NA	-2.03434066987809	0.946456581053229	0.232107497469013	-0.714349083584216
chr1:204913534:204919685:clu_6957_NA	-0.385309464600676	0.22477173880943	0.0924378973909842	-0.132333841418446
chr1:204913534:204921139:clu_6957_NA	0.767340612792721	0.660591879617028	0.860262817450586	0.199670937833558
chr1:204919702:204921139:clu_6957_NA	-0.382031148192045	0.114636381573542	0.0472992851584296	-0.0673370964151119
chr1:204926954:204931236:clu_6958_NA	4.93408017980756	1.13616463274007e-11	7.09475427916058e-08	7.09361811452784e-08
chr1:204926954:204937377:clu_6958_NA	-3.80543342629462	0.999995507995104	0.999934627070516	-6.08809245885578e-05
chr1:204931286:204937377:clu_6958_NA	-1.12864675351295	4.4919935339417e-06	6.53019819413753e-05	6.08099884074336e-05
chr1:204945923:204946809:clu_6961_NA	0.0580414210923029	0.740423893890529	0.762105147385299	0.0216812534947706
chr1:204946853:204948096:clu_6961_NA	-0.0580414210923029	0.259576106109471	0.237894852614701	-0.0216812534947707
chr1:205688801:205689629:clu_6972_NA	0.427986296237973	6.46121628268551e-08	1.52075206354645e-07	8.74630435277896e-08
chr1:205688804:205689629:clu_6972_NA	-0.427986296237973	0.999999935387837	0.999999847924794	-8.74630434744006e-08
chr1:223990046:223990131:clu_7025_NA	0.151541439223594	7.33189671581156e-06	9.92755799513263e-06	2.59566127932107e-06
chr1:223990046:223990433:clu_7025_NA	-0.151541439223594	0.999992668103284	0.999990072442005	-2.59566127924771e-06
chr1:225971070:225976942:clu_7037_NA	-0.600903748767949	0.999912366506022	0.999708579585423	-0.000203786920599081
chr1:225974687:225976942:clu_7037_NA	0.600903748767949	8.76334939778232e-05	0.000291420414576765	0.000203786920598942
chr1:227235711:227239582:clu_7042_NA	0.0742259421562799	0.586606652494692	0.622084856556261	0.0354782040615683
chr1:227256402:227257478:clu_7042_NA	-0.0742259421562799	0.413393347505308	0.377915143443739	-0.0354782040615684
chr1:227300123:227300372:clu_7044_NA	0.753076956979395	0.0447466862717342	0.174393324124976	0.129646637853242
chr1:227300614:227307505:clu_7044_NA	-0.753076956979395	0.955253313728266	0.825606675875024	-0.129646637853242
chr1:228328064:228328825:clu_7050_NA	0.481563876488375	0.600908570232879	0.797764407622615	0.196855837389737
chr1:228328064:228333212:clu_7050_NA	-0.481563876488375	0.399091429767121	0.202235592377385	-0.196855837389737
chr1:231502221:231503315:clu_7064_NA	-0.22017871431428	0.756145665426309	0.666257290016573	-0.0898883754097356
chr1:231503382:231506308:clu_7064_NA	0.22017871431428	0.243854334573691	0.333742709983427	0.0898883754097355
chr1:234529583:234534128:clu_7083_NA	1.44015020142615	0.323289196728401	0.673744996665781	0.35045579993738
chr1:234534299:234535977:clu_7083_NA	-0.842999533060944	3.2177182002057e-05	6.83743226250809e-06	-2.53397497395489e-05
