Sample	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	SAMPLE	LIBRARY	READ_GROUP
BSS2018_F01	PAIR	123215428.0	123215428.0	1.0	0.0	93164460.0	0.75611	13560768263.0	89120232.0	12993927513.0	12652579647.0	0.0	0.006454	0.006304	0.000181	151.0	93164460.0	1.0	0.0	0.5	0.004193	6.2e-05			
BSS2018_F02	PAIR	146908418.0	146908418.0	1.0	0.0	108057898.0	0.735546	15661224733.0	101461866.0	14752830074.0	14350386588.0	0.0	0.0064	0.006308	0.000168	151.0	108057898.0	1.0	0.0	0.5	0.004568	0.0001			
BSS2018_G01	PAIR	125241888.0	125241888.0	1.0	0.0	78765920.0	0.62891	11283192476.0	73694216.0	10599288982.0	10327305273.0	0.0	0.006476	0.006321	0.00019	151.0	78765920.0	1.0	0.0	0.5	0.004052	0.000229			
BSS2018_G02	PAIR	156432666.0	156432666.0	1.0	0.0	112015182.0	0.71606	16203558396.0	103936398.0	15113680268.0	14669473643.0	0.0	0.006492	0.00638	0.000162	151.0	112015182.0	1.0	0.0	0.5	0.004856	0.000185			
BSS2018_H01	PAIR	112830468.0	112830468.0	1.0	0.0	73734232.0	0.653496	10608216858.0	68704842.0	9922363440.0	9627741067.0	0.0	0.006666	0.006558	0.000179	151.0	73734232.0	1.0	0.0	0.5	0.004149	0.000503			
BSS2018_H02	PAIR	143732858.0	143732858.0	1.0	0.0	98355936.0	0.684297	14119338131.0	90162602.0	13010471411.0	12656314009.0	0.0	0.006252	0.006108	0.000169	151.0	98355936.0	1.0	0.0	0.5	0.004565	0.00047			
BSS_A01	PAIR	84802944.0	84802944.0	1.0	0.0	61359850.0	0.723558	8867775651.0	56571526.0	8208869719.0	8013929070.0	0.0	0.004981	0.004898	0.000183	151.0	61359850.0	1.0	0.0	0.5	0.004648	8.7e-05			
BSS_A02	PAIR	94634586.0	94634586.0	1.0	0.0	71809186.0	0.758805	10409189026.0	65891220.0	9591364799.0	9369633894.0	0.0	0.005244	0.005131	0.000192	151.0	71809186.0	1.0	0.0	0.5	0.004673	0.000118			
BSS_A03	PAIR	100112414.0	100112414.0	1.0	0.0	76180064.0	0.760945	11032813016.0	69846678.0	10157945552.0	9932577093.0	0.0	0.005018	0.004924	0.00019	151.0	76180064.0	1.0	0.0	0.5	0.004589	0.000142			
BSS_A04	PAIR	84747796.0	84747796.0	1.0	0.0	55721546.0	0.657498	7933932258.0	47292178.0	6792787689.0	6632149848.0	0.0	0.005624	0.005317	0.000221	151.0	55721546.0	1.0	0.0	0.5	0.004045	0.000194			
BSS_A05	PAIR	90491170.0	90491170.0	1.0	0.0	65638698.0	0.72536	9515269773.0	62139548.0	9027949361.0	8826349848.0	0.0	0.005229	0.005077	0.000193	151.0	65638698.0	1.0	0.0	0.5	0.00367	6.2e-05			
BSS_A06	PAIR	84007150.0	84007150.0	1.0	0.0	56654310.0	0.674399	8100835794.0	49400378.0	7122002355.0	6948844718.0	0.0	0.005685	0.005348	0.000229	151.0	56654310.0	1.0	0.0	0.5	0.003292	0.000209			
BSS_A07	PAIR	82112948.0	82112948.0	1.0	0.0	65781760.0	0.801113	9501699844.0	60243384.0	8730977431.0	8538165658.0	0.0	0.004957	0.004753	0.000213	151.0	65781760.0	1.0	0.0	0.5	0.004411	1.7e-05			
BSS_B01	PAIR	79983412.0	79983412.0	1.0	0.0	50528770.0	0.631741	7258197158.0	45923878.0	6629718883.0	6461668487.0	0.0	0.005322	0.005219	0.000193	151.0	50528770.0	1.0	0.0	0.5	0.004025	0.000366			
BSS_B02	PAIR	93717612.0	93717612.0	1.0	0.0	67831870.0	0.72379	9730455563.0	59495158.0	8592137110.0	8406353821.0	0.0	0.00504	0.00491	0.000195	151.0	67831870.0	1.0	0.0	0.5	0.004284	0.000213			
BSS_B03	PAIR	95878122.0	95878122.0	1.0	0.0	55212418.0	0.57586	7851961635.0	43905456.0	6330192492.0	6166882551.0	0.0	0.005231	0.005097	0.000228	151.0	55212418.0	1.0	0.0	0.5	0.001584	0.001573			
BSS_B04	PAIR	96398374.0	96398374.0	1.0	0.0	67650842.0	0.701784	9723727866.0	61134870.0	8830908328.0	8621488073.0	0.0	0.005302	0.00518	0.000227	151.0	67650842.0	1.0	0.0	0.5	0.004875	0.000228			
BSS_B05	PAIR	115730992.0	115730992.0	1.0	0.0	86365888.0	0.746264	12441393776.0	75643836.0	10958899338.0	10707560182.0	0.0	0.005016	0.004816	0.000198	151.0	86365888.0	1.0	0.0	0.5	0.004234	0.000135			
BSS_B06	PAIR	131152134.0	131152134.0	1.0	0.0	100725630.0	0.768006	14588154995.0	92060746.0	13388815551.0	13091836374.0	0.0	0.005022	0.004813	0.000197	151.0	100725630.0	1.0	0.0	0.5	0.004499	6.7e-05			
BSS_C01	PAIR	101014154.0	101014154.0	1.0	0.0	73369798.0	0.726332	10612586126.0	67185136.0	9758897432.0	9526648312.0	0.0	0.005074	0.004988	0.000186	151.0	73369798.0	1.0	0.0	0.5	0.004769	0.000138			
BSS_C02	PAIR	107361730.0	107361730.0	1.0	0.0	64276300.0	0.598689	9120951412.0	48976796.0	7057130898.0	6886948176.0	0.0	0.00511	0.004957	0.000188	151.0	64276300.0	1.0	0.0	0.5	0.001729	0.000718			
BSS_C03	PAIR	101228958.0	101228958.0	1.0	0.0	67671780.0	0.668502	9673774759.0	60891342.0	8755248914.0	8544101865.0	0.0	0.005272	0.005208	0.000203	151.0	67671780.0	1.0	0.0	0.5	0.004618	0.000192			
BSS_C04	PAIR	82310530.0	82310530.0	1.0	0.0	59013230.0	0.716958	8497778868.0	53290640.0	7720818014.0	7530328699.0	0.0	0.005259	0.005178	0.00019	151.0	59013230.0	1.0	0.0	0.5	0.004495	0.000268			
BSS_C05	PAIR	93280354.0	93280354.0	1.0	0.0	68214128.0	0.731281	9862004793.0	62593586.0	9084387334.0	8857790504.0	0.0	0.005381	0.005226	0.000193	151.0	68214128.0	1.0	0.0	0.5	0.004453	7.1e-05			
BSS_C06	PAIR	117639640.0	117639640.0	1.0	0.0	85420276.0	0.726118	12307291780.0	77898624.0	11273630340.0	11017941243.0	0.0	0.005337	0.00514	0.000209	151.0	85420276.0	1.0	0.0	0.5	0.00378	4.9e-05			
BSS_D01	PAIR	103719986.0	103719986.0	1.0	0.0	74627310.0	0.719508	10777168023.0	67818416.0	9840935361.0	9596994789.0	0.0	0.005259	0.005179	0.00019	151.0	74627310.0	1.0	0.0	0.5	0.0049	9.5e-05			
BSS_D03	PAIR	113008388.0	113008388.0	1.0	0.0	75254518.0	0.66592	10835262141.0	65200986.0	9461978343.0	9225567316.0	0.0	0.005499	0.005403	0.000209	151.0	75254518.0	1.0	0.0	0.5	0.003883	0.000142			
BSS_D04	PAIR	99777698.0	99777698.0	1.0	0.0	73027198.0	0.731899	10536201818.0	64996316.0	9425068182.0	9194542246.0	0.0	0.005043	0.004986	0.000183	151.0	73027198.0	1.0	0.0	0.5	0.003565	0.00017			
BSS_D05	PAIR	132732754.0	132732754.0	1.0	0.0	93986850.0	0.708091	13487023423.0	82936000.0	11989546386.0	11712674416.0	0.0	0.005198	0.005021	0.000196	151.0	93986850.0	1.0	0.0	0.5	0.004122	0.000165			
BSS_D06	PAIR	93776410.0	93776410.0	1.0	0.0	66024764.0	0.704066	9471905991.0	58962546.0	8507794558.0	8311556794.0	0.0	0.005094	0.004926	0.000191	151.0	66024764.0	1.0	0.0	0.5	0.004371	0.000116			
BSS_E02	PAIR	100462098.0	100462098.0	1.0	0.0	72933906.0	0.725984	10542664726.0	66522904.0	9655602409.0	9415941977.0	0.0	0.005304	0.00522	0.000183	151.0	72933906.0	1.0	0.0	0.5	0.00453	0.000138			
BSS_E03	PAIR	94389208.0	94389208.0	1.0	0.0	67995664.0	0.720375	9815060527.0	62026088.0	8992895205.0	8771029541.0	0.0	0.00524	0.005162	0.00019	151.0	67995664.0	1.0	0.0	0.5	0.00454	8.1e-05			
BSS_E04	PAIR	97649262.0	97649262.0	1.0	0.0	73516000.0	0.752858	10655149220.0	66499584.0	9683651042.0	9451504016.0	0.0	0.005145	0.00505	0.000191	151.0	73516000.0	1.0	0.0	0.5	0.004307	8.6e-05			
BSS_E05	PAIR	134899498.0	134899498.0	1.0	0.0	100542404.0	0.745313	14498353490.0	90838564.0	13165992620.0	12868420871.0	0.0	0.004972	0.00482	0.000192	151.0	100542404.0	1.0	0.0	0.5	0.004486	6.1e-05			
BSS_E06	PAIR	101945096.0	101945096.0	1.0	0.0	74439360.0	0.730191	10734771179.0	68814318.0	9960843037.0	9737912174.0	0.0	0.005077	0.004904	0.000186	151.0	74439360.0	1.0	0.0	0.5	0.004633	0.000106			
BSS_F01	PAIR	86632314.0	86632314.0	1.0	0.0	52084146.0	0.601209	7375768497.0	45418196.0	6487642841.0	6341872654.0	0.0	0.005303	0.005188	0.000218	151.0	52084146.0	1.0	0.0	0.5	0.003983	0.000169			
BSS_F02	PAIR	72836220.0	72836220.0	1.0	0.0	59403910.0	0.815582	8585504323.0	52906298.0	7678860759.0	7500982112.0	0.0	0.005262	0.005002	0.000222	151.0	59403910.0	1.0	0.0	0.5	0.004556	2.2e-05			
BSS_F03	PAIR	79724384.0	79724384.0	1.0	0.0	58672086.0	0.735937	8475668522.0	53376708.0	7745479702.0	7547094123.0	0.0	0.005216	0.005124	0.000191	151.0	58672086.0	1.0	0.0	0.5	0.003892	8e-05			
BSS_F04	PAIR	90922402.0	90922402.0	1.0	0.0	67892214.0	0.746705	9811343408.0	62936394.0	9127899531.0	8911822736.0	0.0	0.005024	0.004904	0.000188	151.0	67892214.0	1.0	0.0	0.5	0.004531	7.9e-05			
BSS_F05	PAIR	135693766.0	135693766.0	1.0	0.0	100325172.0	0.73935	14483255874.0	91506756.0	13267595791.0	12973392491.0	0.0	0.005083	0.004946	0.000196	151.0	100325172.0	1.0	0.0	0.5	0.004533	0.000125			
BSS_F06	PAIR	86801000.0	86801000.0	1.0	0.0	64874376.0	0.747392	9325777971.0	57564444.0	8327668095.0	8143743824.0	0.0	0.005197	0.00497	0.000201	151.0	64874376.0	1.0	0.0	0.5	0.004576	6.4e-05			
BSS_G01	PAIR	106187334.0	106187334.0	1.0	0.0	77569482.0	0.730497	11230431389.0	71513916.0	10395790382.0	10138000945.0	0.0	0.005257	0.005162	0.000192	151.0	77569482.0	1.0	0.0	0.5	0.004464	0.000136			
BSS_G02	PAIR	78909374.0	78909374.0	1.0	0.0	57586232.0	0.729777	8340241188.0	53974232.0	7835538797.0	7660371592.0	0.0	0.005071	0.004947	0.000191	151.0	57586232.0	1.0	0.0	0.5	0.004257	8.9e-05			
BSS_G03	PAIR	86507476.0	86507476.0	1.0	0.0	61867566.0	0.71517	8937134278.0	57346008.0	8314355691.0	8122360332.0	0.0	0.005194	0.005066	0.000195	151.0	61867566.0	1.0	0.0	0.5	0.004117	0.0001			
BSS_G04	PAIR	91502638.0	91502638.0	1.0	0.0	66369264.0	0.725326	9560879781.0	58850728.0	8523372411.0	8328549797.0	0.0	0.005146	0.004923	0.000213	151.0	66369264.0	1.0	0.0	0.5	0.004358	0.00015			
BSS_G05	PAIR	120004820.0	120004820.0	1.0	0.0	85863898.0	0.715504	12334737033.0	74319572.0	10749109564.0	10479459988.0	0.0	0.005669	0.00537	0.000219	151.0	85863898.0	1.0	0.0	0.5	0.004123	0.00018			
BSS_G06	PAIR	103683430.0	103683430.0	1.0	0.0	59558154.0	0.574423	8252801349.0	46134434.0	6464505748.0	6329135112.0	0.0	0.00577	0.005287	0.000281	151.0	59558154.0	1.0	0.0	0.5	0.004023	0.000162			
BSS_H01	PAIR	73507708.0	73507708.0	1.0	0.0	54536836.0	0.74192	7874963765.0	49648322.0	7199591054.0	7034214448.0	0.0	0.004975	0.004887	0.000182	151.0	54536836.0	1.0	0.0	0.5	0.004822	9.7e-05			
BSS_H02	PAIR	81661590.0	81661590.0	1.0	0.0	59293886.0	0.726093	8549037774.0	52823902.0	7656429527.0	7478275158.0	0.0	0.005457	0.005317	0.000228	151.0	59293886.0	1.0	0.0	0.5	0.004493	0.000105			
BSS_H03	PAIR	72327784.0	72327784.0	1.0	0.0	54258754.0	0.750179	7843320390.0	49386900.0	7170694647.0	7013465245.0	0.0	0.004968	0.004799	0.000198	151.0	54258754.0	1.0	0.0	0.5	0.004453	9.6e-05			
BSS_H04	PAIR	81607534.0	81607534.0	1.0	0.0	59258382.0	0.726139	8500683079.0	52333838.0	7551598991.0	7392963100.0	0.0	0.005093	0.004853	0.000228	151.0	59258382.0	1.0	0.0	0.5	0.004459	0.000122			
BSS_H05	PAIR	98602846.0	98602846.0	1.0	0.0	68922380.0	0.69899	9891682811.0	61749914.0	8910701315.0	8713070904.0	0.0	0.005483	0.005239	0.000204	151.0	68922380.0	1.0	0.0	0.5	0.004151	8.1e-05			
BSS_H06	PAIR	85708598.0	85708598.0	1.0	0.0	56817278.0	0.662912	8126349818.0	52584396.0	7555841297.0	7396511253.0	0.0	0.005403	0.005113	0.000206	151.0	56817278.0	1.0	0.0	0.5	0.004113	5.8e-05			
