ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
68	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44441846	44442826	44441846	44442079	44442694	44442826
78	"ENSG00000077080.9_1"	"ACTL6B"	chr7	-	100253043	100253502	100253043	100253209	100253425	100253502
80	"ENSG00000183960.8_1"	"KCNH8"	chr3	+	19491597	19492896	19491597	19491797	19492646	19492896
81	"ENSG00000261052.5_2"	"SULT1A3"	chr16	+	30214010	30214327	30214010	30214137	30214232	30214327
83	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70162686	70163025	70162686	70162768	70162861	70163025
95	"ENSG00000103569.9_2"	"AQP9"	chr15	+	58476159	58478110	58476159	58476639	58476685	58478110
96	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32615411	32616559	32615411	32615495	32616459	32616559
98	"ENSG00000165525.17_1"	"NEMF"	chr14	-	50251642	50252038	50251642	50251722	50251937	50252038
100	"ENSG00000138835.22_2"	"RGS3"	chr9	+	116345729	116346707	116345729	116345996	116346461	116346707
120	"ENSG00000158669.11_2"	"GPAT4"	chr8	+	41455810	41456823	41455810	41455995	41456752	41456823
121	"ENSG00000082641.15_2"	"NFE2L1"	chr17	+	46127968	46128990	46127968	46128181	46128478	46128990
123	"ENSG00000175164.13_2"	"ABO"	chr9	-	136132795	136132929	136132795	136132908	136132910	136132929
151	"ENSG00000145194.17_1"	"ECE2"	chr3	+	184008827	184009227	184008827	184009018	184009131	184009227
152	"ENSG00000102034.16_1"	"ELF4"	chrX	-	129203274	129203652	129203274	129203457	129203459	129203652
156	"ENSG00000001631.15_2"	"KRIT1"	chr7	-	91864716	91865856	91864716	91864960	91865726	91865856
162	"ENSG00000182087.12_2"	"TMEM259"	chr19	-	1012064	1012572	1012064	1012187	1012461	1012572
164	"ENSG00000171703.16_2"	"TCEA2"	chr20	+	62701117	62701988	62701117	62701767	62701841	62701988
166	"ENSG00000217128.11_2"	"FNIP1"	chr5	-	131007197	131008617	131007197	131008354	131008378	131008617
171	"ENSG00000172602.9_2"	"RND1"	chr12	-	49250927	49252024	49250927	49251097	49251777	49252024
177	"ENSG00000070413.19_2"	"DGCR2"	chr22	-	19028570	19029472	19028570	19028807	19029319	19029472
179	"ENSG00000170085.17_2"	"SIMC1"	chr5	+	175722032	175722265	175722032	175722080	175722152	175722265
185	"ENSG00000214946.13_2"	"TBC1D26"	chr17	+	15640797	15641701	15640797	15640837	15641593	15641701
189	"ENSG00000156042.17_2"	"CFAP70"	chr10	-	75053020	75056931	75053020	75053146	75056799	75056931
193	"ENSG00000182670.13_2"	"TTC3"	chr21	+	38460132	38460646	38460132	38460175	38460495	38460646
197	"ENSG00000142303.13_1"	"ADAMTS10"	chr19	-	8660956	8661296	8660956	8661103	8661190	8661296
198	"ENSG00000101605.12_2"	"MYOM1"	chr18	-	3134647	3134822	3134647	3134654	3134655	3134822
203	"ENSG00000131876.16_2"	"SNRPA1"	chr15	-	101825930	101827215	101825930	101826006	101827112	101827215
212	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28846598	28847079	28846598	28846720	28846866	28847079
213	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28846598	28847079	28846598	28846720	28846869	28847079
214	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28846598	28847079	28846598	28846720	28846875	28847079
215	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28847806	28847253	28847443	28847769	28847806
216	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28847806	28847253	28847497	28847769	28847806
217	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847443	28848048	28848558
218	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847806	28848048	28848558
219	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847443	28848068	28848558
220	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847497	28848068	28848558
221	"ENSG00000168488.18_2"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847443	28848071	28848558
237	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130866511	130866589	130866511	130866522	130866523	130866589
239	"ENSG00000108588.13_2"	"CCDC47"	chr17	-	61833599	61833710	61833599	61833626	61833628	61833710
253	"ENSG00000117751.17_2"	"PPP1R8"	chr1	+	28176603	28178187	28176603	28176925	28178050	28178187
254	"ENSG00000186088.15_1"	"GSAP"	chr7	-	76958649	76959684	76958649	76958708	76959498	76959684
255	"ENSG00000186088.15_1"	"GSAP"	chr7	-	76958649	76959684	76958649	76958708	76959555	76959684
259	"ENSG00000163378.13_1"	"EOGT"	chr3	-	69037656	69038168	69037656	69037728	69038075	69038168
265	"ENSG00000018280.16_1"	"SLC11A1"	chr2	+	219251357	219251953	219251357	219251464	219251882	219251953
266	"ENSG00000018280.16_1"	"SLC11A1"	chr2	+	219252287	219253108	219252287	219252355	219252522	219253108
271	"ENSG00000081307.12_2"	"UBA5"	chr3	+	132390620	132391021	132390620	132390725	132390893	132391021
275	"ENSG00000163913.11_2"	"IFT122"	chr3	+	129233231	129234442	129233231	129233397	129234330	129234442
282	"ENSG00000183018.8_2"	"SPNS2"	chr17	+	4439370	4439721	4439370	4439469	4439557	4439721
284	"ENSG00000110011.13_2"	"DNAJC4"	chr11	+	64001365	64001753	64001365	64001452	64001544	64001753
286	"ENSG00000139597.17_2"	"N4BP2L1"	chr13	-	32974860	32977337	32974860	32976038	32977044	32977337
287	"ENSG00000141562.17_2"	"NARF"	chr17	+	80441591	80442826	80441591	80441655	80442688	80442826
290	"ENSG00000239382.10_2"	"ALKBH6"	chr19	-	36503922	36504324	36503922	36503991	36504211	36504324
291	"ENSG00000239382.10_2"	"ALKBH6"	chr19	-	36503922	36504324	36503922	36503991	36504229	36504324
292	"ENSG00000239382.10_2"	"ALKBH6"	chr19	-	36503922	36504324	36503922	36503991	36504245	36504324
294	"ENSG00000087095.12_1"	"NLK"	chr17	+	26521607	26523407	26521607	26521734	26523205	26523407
295	"ENSG00000167716.18_2"	"WDR81"	chr17	+	1638865	1639512	1638865	1639011	1639332	1639512
297	"ENSG00000012822.15_2"	"CALCOCO1"	chr12	-	54115250	54115967	54115250	54115399	54115808	54115967
302	"ENSG00000138459.8_2"	"SLC35A5"	chr3	+	112299392	112300173	112299392	112299553	112300025	112300173
303	"ENSG00000138459.8_2"	"SLC35A5"	chr3	+	112299392	112300173	112299392	112299553	112300091	112300173
308	"ENSG00000143811.17_2"	"PYCR2"	chr1	-	226109903	226110083	226109903	226110005	226110006	226110083
311	"ENSG00000143793.12_1"	"C1orf35"	chr1	-	228289780	228290083	228289780	228289866	228290010	228290083
312	"ENSG00000143793.12_1"	"C1orf35"	chr1	-	228289039	228290261	228289039	228289174	228290178	228290261
313	"ENSG00000143793.12_1"	"C1orf35"	chr1	-	228290010	228290261	228290010	228290083	228290178	228290261
314	"ENSG00000117862.11_2"	"TXNDC12"	chr1	-	52485802	52486684	52485802	52486077	52486597	52486684
318	"ENSG00000213339.8_2"	"QTRT1"	chr19	+	10822836	10823304	10822836	10822975	10823228	10823304
320	"ENSG00000142765.17_2"	"SYTL1"	chr1	+	27676462	27676976	27676462	27676623	27676879	27676976
327	"ENSG00000108387.14_1"	"SEPT4"	chr17	-	56598103	56598521	56598103	56598150	56598358	56598521
328	"ENSG00000108387.14_1"	"SEPT4"	chr17	-	56598103	56598521	56598103	56598203	56598358	56598521
329	"ENSG00000108387.14_1"	"SEPT4"	chr17	-	56599096	56599462	56599096	56599214	56599327	56599462
355	"ENSG00000089280.18_1"	"FUS"	chr16	+	31196259	31199678	31196259	31196500	31199645	31199678
356	"ENSG00000179632.9_1"	"MAF1"	chr8	+	145161245	145161577	145161245	145161367	145161457	145161577
358	"ENSG00000076662.9_2"	"ICAM3"	chr19	-	10449357	10449921	10449357	10449539	10449693	10449921
359	"ENSG00000076662.9_2"	"ICAM3"	chr19	-	10449357	10449921	10449357	10449624	10449737	10449921
366	"ENSG00000185122.10_1"	"HSF1"	chr8	+	145537508	145537717	145537508	145537574	145537647	145537717
375	"ENSG00000090061.17_2"	"CCNK"	chr14	+	99969055	99969981	99969055	99969321	99969947	99969981
377	"ENSG00000110583.12_1"	"NAA40"	chr11	+	63713311	63714475	63713311	63713407	63714196	63714475
378	"ENSG00000110583.12_1"	"NAA40"	chr11	+	63713311	63714475	63713311	63713407	63714422	63714475
385	"ENSG00000163516.13_1"	"ANKZF1"	chr2	+	220097800	220098155	220097800	220097913	220098007	220098155
386	"ENSG00000163516.13_1"	"ANKZF1"	chr2	+	220098854	220100034	220098854	220099010	220099547	220100034
387	"ENSG00000163516.13_1"	"ANKZF1"	chr2	+	220098854	220100597	220098854	220100034	220100429	220100597
390	"ENSG00000121741.16_1"	"ZMYM2"	chr13	+	20567202	20568059	20567202	20567704	20567965	20568059
391	"ENSG00000116580.18_1"	"GON4L"	chr1	-	155734790	155736500	155734790	155735141	155736447	155736500
392	"ENSG00000116580.18_1"	"GON4L"	chr1	-	155785595	155786053	155785595	155785691	155786002	155786053
393	"ENSG00000225872.3_2"	"LINC01529"	chr19	-	36280308	36280830	36280308	36280469	36280688	36280830
394	"ENSG00000225872.3_2"	"LINC01529"	chr19	-	36281918	36282754	36281918	36282040	36282661	36282754
395	"ENSG00000225872.3_2"	"LINC01529"	chr19	-	36281918	36282754	36281918	36282255	36282661	36282754
398	"ENSG00000102786.14_2"	"INTS6"	chr13	-	51957464	51957877	51957464	51957597	51957724	51957877
403	"ENSG00000197580.11_2"	"BCO2"	chr11	+	112064196	112064717	112064196	112064408	112064601	112064717
404	"ENSG00000197580.11_2"	"BCO2"	chr11	+	112064196	112064717	112064196	112064420	112064601	112064717
405	"ENSG00000197580.11_2"	"BCO2"	chr11	+	112064196	112065478	112064196	112064717	112065375	112065478
406	"ENSG00000168894.9_1"	"RNF181"	chr2	+	85824226	85824704	85824226	85824301	85824567	85824704
408	"ENSG00000105143.12_2"	"SLC1A6"	chr19	-	15087572	15088589	15087572	15087844	15088551	15088589
409	"ENSG00000136854.18_2"	"STXBP1"	chr9	+	130457272	130458394	130457272	130457510	130457657	130458394
416	"ENSG00000188283.11_1"	"ZNF383"	chr19	+	37726450	37726976	37726450	37726577	37726880	37726976
417	"ENSG00000188283.11_1"	"ZNF383"	chr19	+	37726450	37726976	37726450	37726660	37726880	37726976
419	"ENSG00000151023.16_1"	"ENKUR"	chr10	-	25270907	25273305	25270907	25271699	25273138	25273305
434	"ENSG00000109171.14_1"	"SLAIN2"	chr4	+	48384584	48384944	48384584	48384656	48384744	48384944
438	"ENSG00000089094.17_2"	"KDM2B"	chr12	-	121882252	121883221	121882252	121882339	121883077	121883221
451	"ENSG00000072134.15_2"	"EPN2"	chr17	+	19185267	19187027	19185267	19185390	19186262	19187027
471	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179044799	179045061	179044799	179044933	179044989	179045061
472	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179047892	179048398	179047892	179048036	179048242	179048398
473	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179050037	179051670	179050037	179050165	179050636	179051670
477	"ENSG00000085978.21_1"	"ATG16L1"	chr2	+	234181611	234182423	234181611	234181698	234182366	234182423
478	"ENSG00000085978.21_1"	"ATG16L1"	chr2	+	234198499	234198999	234198499	234198620	234198893	234198999
479	"ENSG00000182158.14_1"	"CREB3L2"	chr7	-	137600582	137600758	137600582	137600657	137600704	137600758
490	"ENSG00000161204.11_1"	"ABCF3"	chr3	+	183904294	183904663	183904294	183904424	183904583	183904663
491	"ENSG00000161204.11_1"	"ABCF3"	chr3	+	183904294	183904663	183904294	183904442	183904583	183904663
493	"ENSG00000161204.11_1"	"ABCF3"	chr3	+	183905451	183905771	183905451	183905549	183905648	183905771
495	"ENSG00000161204.11_1"	"ABCF3"	chr3	+	183907042	183907231	183907042	183907065	183907175	183907231
496	"ENSG00000161204.11_1"	"ABCF3"	chr3	+	183907175	183907545	183907175	183907231	183907344	183907545
498	"ENSG00000167770.11_2"	"OTUB1"	chr11	+	63764001	63764413	63764001	63764120	63764325	63764413
499	"ENSG00000167770.11_2"	"OTUB1"	chr11	+	63764001	63764413	63764001	63764120	63764328	63764413
504	"ENSG00000167536.13_1"	"DHRS13"	chr17	-	27229600	27230089	27229600	27229719	27229835	27230089
509	"ENSG00000165792.17_2"	"METTL17"	chr14	+	21458388	21458757	21458388	21458542	21458622	21458757
510	"ENSG00000165792.17_2"	"METTL17"	chr14	+	21461276	21462222	21461276	21461350	21462127	21462222
521	"ENSG00000095906.16_2"	"NUBP2"	chr16	+	1837941	1838208	1837941	1838052	1838138	1838208
522	"ENSG00000095906.16_2"	"NUBP2"	chr16	+	1837941	1838208	1837941	1838052	1838161	1838208
523	"ENSG00000137225.12_1"	"CAPN11"	chr6	+	44147355	44147900	44147355	44147367	44147688	44147900
528	"ENSG00000161904.11_2"	"LEMD2"	chr6	-	33746018	33747956	33746018	33746164	33747876	33747956
532	"ENSG00000143494.15_2"	"VASH2"	chr1	+	213124680	213125160	213124680	213124734	213124930	213125160
533	"ENSG00000143494.15_2"	"VASH2"	chr1	+	213124680	213125160	213124680	213124738	213124976	213125160
543	"ENSG00000244045.11_2"	"TMEM199"	chr17	+	26687551	26687870	26687551	26687594	26687757	26687870
544	"ENSG00000244045.11_2"	"TMEM199"	chr17	+	26687551	26687870	26687551	26687599	26687757	26687870
548	"ENSG00000115042.9_2"	"FAHD2A"	chr2	+	96076274	96076774	96076274	96076334	96076611	96076774
550	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042479	49043150	49043300
551	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042603	49043150	49043300
552	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042479	49043209	49043300
553	"ENSG00000178467.17_2"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042603	49043209	49043300
559	"ENSG00000187955.11_1"	"COL14A1"	chr8	+	121282273	121282413	121282273	121282339	121282344	121282413
560	"ENSG00000140990.14_1"	"NDUFB10"	chr16	+	2011497	2011976	2011497	2011637	2011797	2011976
564	"ENSG00000086015.20_1"	"MAST2"	chr1	+	46498267	46498390	46498267	46498373	46498376	46498390
566	"ENSG00000149636.15_2"	"DSN1"	chr20	-	35399275	35399596	35399275	35399377	35399517	35399596
567	"ENSG00000149636.15_2"	"DSN1"	chr20	-	35399275	35399876	35399275	35399380	35399827	35399876
568	"ENSG00000149636.15_2"	"DSN1"	chr20	-	35399275	35399876	35399275	35399427	35399827	35399876
569	"ENSG00000149636.15_2"	"DSN1"	chr20	-	35399275	35399876	35399275	35399596	35399827	35399876
570	"ENSG00000122557.9_2"	"HERPUD2"	chr7	-	35733793	35734745	35733793	35734237	35734410	35734745
572	"ENSG00000063015.19_2"	"SEZ6"	chr17	-	27283736	27283775	27283736	27283763	27283764	27283775
581	"ENSG00000010295.19_2"	"IFFO1"	chr12	-	6657230	6657711	6657230	6657323	6657590	6657711
582	"ENSG00000010295.19_2"	"IFFO1"	chr12	-	6657230	6657711	6657230	6657326	6657590	6657711
585	"ENSG00000140416.19_2"	"TPM1"	chr15	+	63353396	63354476	63353396	63353472	63354413	63354476
587	"ENSG00000113194.12_2"	"FAF2"	chr5	+	175920999	175921276	175920999	175921085	175921184	175921276
588	"ENSG00000132781.17_2"	"MUTYH"	chr1	-	45798434	45798996	45798434	45798506	45798589	45798996
590	"ENSG00000132781.17_2"	"MUTYH"	chr1	-	45798434	45798996	45798434	45798506	45798956	45798996
591	"ENSG00000132781.17_2"	"MUTYH"	chr1	-	45798434	45798996	45798434	45798842	45798956	45798996
592	"ENSG00000132781.17_2"	"MUTYH"	chr1	-	45798589	45798996	45798589	45798631	45798956	45798996
596	"ENSG00000164068.15_1"	"RNF123"	chr3	+	49742966	49743498	49742966	49743112	49743414	49743498
597	"ENSG00000164068.15_1"	"RNF123"	chr3	+	49749911	49751020	49749911	49750089	49750945	49751020
598	"ENSG00000164068.15_1"	"RNF123"	chr3	+	49749911	49751020	49749911	49750325	49750945	49751020
605	"ENSG00000160055.19_1"	"TMEM234"	chr1	-	32680736	32681396	32680736	32680817	32681273	32681396
607	"ENSG00000072210.18_2"	"ALDH3A2"	chr17	+	19552035	19552437	19552035	19552156	19552247	19552437
608	"ENSG00000072210.18_2"	"ALDH3A2"	chr17	+	19552063	19552437	19552063	19552143	19552265	19552437
609	"ENSG00000072210.18_2"	"ALDH3A2"	chr17	+	19552035	19552437	19552035	19552156	19552275	19552437
610	"ENSG00000072210.18_2"	"ALDH3A2"	chr17	+	19552063	19552437	19552063	19552190	19552314	19552437
611	"ENSG00000120733.13_1"	"KDM3B"	chr5	+	137721710	137722310	137721710	137721879	137721977	137722310
629	"ENSG00000105650.21_1"	"PDE4C"	chr19	-	18331212	18331988	18331212	18331325	18331914	18331988
632	"ENSG00000214078.12_2"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
642	"ENSG00000164088.17_2"	"PPM1M"	chr3	+	52283189	52284611	52283189	52283338	52283685	52284611
644	"ENSG00000114388.12_1"	"NPRL2"	chr3	-	50385189	50385672	50385189	50385332	50385554	50385672
645	"ENSG00000114388.12_1"	"NPRL2"	chr3	-	50385957	50386213	50385957	50385994	50386115	50386213
655	"ENSG00000151150.21_2"	"ANK3"	chr10	-	61819097	61819764	61819097	61819188	61819455	61819764
666	"ENSG00000127980.15_1"	"PEX1"	chr7	-	92122266	92123710	92122266	92122443	92123606	92123710
682	"ENSG00000182796.13_2"	"TMEM198B"	chr12	+	56228634	56230030	56228634	56229399	56229909	56230030
683	"ENSG00000160714.9_1"	"UBE2Q1"	chr1	-	154524879	154525296	154524879	154524940	154525211	154525296
687	"ENSG00000124574.14_2"	"ABCC10"	chr6	+	43405671	43406533	43405671	43405751	43406361	43406533
688	"ENSG00000124574.14_2"	"ABCC10"	chr6	+	43410707	43411748	43410707	43410897	43411670	43411748
693	"ENSG00000125447.16_1"	"GGA3"	chr17	-	73235869	73237138	73235869	73236189	73236422	73237138
694	"ENSG00000125447.16_1"	"GGA3"	chr17	-	73236422	73237138	73236422	73236493	73236892	73237138
699	"ENSG00000198755.10_1"	"RPL10A"	chr6	+	35436723	35437306	35436723	35436804	35437157	35437306
700	"ENSG00000198755.10_1"	"RPL10A"	chr6	+	35436723	35437306	35436723	35437062	35437157	35437306
701	"ENSG00000160014.16_1"	"CALM3"	chr19	+	47111738	47112238	47111738	47111845	47112102	47112238
706	"ENSG00000165219.21_2"	"GAPVD1"	chr9	+	128094204	128094339	128094204	128094251	128094252	128094339
707	"ENSG00000007402.11_2"	"CACNA2D2"	chr3	-	50402318	50402615	50402318	50402401	50402505	50402615
708	"ENSG00000007402.11_2"	"CACNA2D2"	chr3	-	50402318	50402615	50402318	50402407	50402505	50402615
709	"ENSG00000006118.14_2"	"TMEM132A"	chr11	+	60703335	60704631	60703335	60703488	60704218	60704631
710	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647564	34647085	34647255	34647471	34647564
711	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647564	34647085	34647255	34647488	34647564
712	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647564	34647085	34647255	34647537	34647564
713	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647488	34647702	34647488	34647564	34647653	34647702
714	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647958	34647085	34647255	34647653	34647958
715	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647958	34647085	34647255	34647828	34647958
716	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647488	34647958	34647488	34647564	34647828	34647958
717	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647488	34647958	34647488	34647702	34647828	34647958
722	"ENSG00000213930.11_2"	"GALT"	chr9	+	34648330	34648891	34648330	34648453	34648758	34648891
726	"ENSG00000125875.13_1"	"TBC1D20"	chr20	-	422231	422687	422231	422333	422500	422687
727	"ENSG00000006042.11_1"	"TMEM98"	chr17	+	31258344	31258677	31258344	31258420	31258492	31258677
734	"ENSG00000186281.12_1"	"GPAT2"	chr2	-	96688705	96689188	96688705	96688771	96689056	96689188
737	"ENSG00000186281.12_1"	"GPAT2"	chr2	-	96693166	96693838	96693166	96693300	96693738	96693838
742	"ENSG00000115380.19_2"	"EFEMP1"	chr2	-	56149494	56149826	56149494	56149582	56149705	56149826
743	"ENSG00000115380.19_2"	"EFEMP1"	chr2	-	56149494	56149826	56149494	56149582	56149744	56149826
746	"ENSG00000100599.15_2"	"RIN3"	chr14	+	93117926	93119420	93117926	93118288	93118504	93119420
747	"ENSG00000100599.15_2"	"RIN3"	chr14	+	93151331	93154394	93151331	93151495	93154030	93154394
749	"ENSG00000131051.21_2"	"RBM39"	chr20	-	34326889	34328809	34326889	34326939	34328745	34328809
751	"ENSG00000149761.8_2"	"NUDT22"	chr11	+	63993761	63994604	63993761	63993899	63994106	63994604
753	"ENSG00000197037.10_2"	"ZSCAN25"	chr7	+	99217183	99219197	99217183	99217616	99218995	99219197
754	"ENSG00000197037.10_2"	"ZSCAN25"	chr7	+	99217183	99219197	99217183	99217620	99218995	99219197
765	"ENSG00000148218.15_2"	"ALAD"	chr9	-	116152872	116153213	116152872	116152956	116153077	116153213
776	"ENSG00000137500.9_2"	"CCDC90B"	chr11	-	82984835	82985035	82984835	82984907	82984993	82985035
777	"ENSG00000137500.9_2"	"CCDC90B"	chr11	-	82984993	82985783	82984993	82985035	82985681	82985783
782	"ENSG00000173818.16_2"	"ENDOV"	chr17	+	78403572	78404143	78403572	78403631	78403840	78404143
787	"ENSG00000079308.16_2"	"TNS1"	chr2	-	218745620	218747134	218745620	218745737	218747068	218747134
800	"ENSG00000134940.13_1"	"ACRV1"	chr11	-	125547691	125548192	125547691	125547913	125548123	125548192
801	"ENSG00000134940.13_1"	"ACRV1"	chr11	-	125547691	125548192	125547691	125547958	125548123	125548192
803	"ENSG00000215021.8_1"	"PHB2"	chr12	-	7076838	7077184	7076838	7076942	7077054	7077184
804	"ENSG00000215021.8_1"	"PHB2"	chr12	-	7079358	7079808	7079358	7079443	7079579	7079808
806	"ENSG00000163214.20_2"	"DHX57"	chr2	-	39081195	39082394	39081195	39081320	39082198	39082394
807	"ENSG00000115649.15_1"	"CNPPD1"	chr2	-	220039499	220039830	220039499	220039628	220039709	220039830
814	"ENSG00000107104.18_2"	"KANK1"	chr9	+	732377	734835	732377	732617	734747	734835
828	"ENSG00000169228.13_2"	"RAB24"	chr5	-	176728925	176729497	176728925	176728988	176729128	176729497
829	"ENSG00000169228.13_2"	"RAB24"	chr5	-	176729128	176729497	176729128	176729179	176729397	176729497
837	"ENSG00000000971.15_1"	"CFH"	chr1	+	196709748	196711181	196709748	196709922	196711004	196711181
843	"ENSG00000156475.18_2"	"PPP2R2B"	chr5	-	146257564	146258348	146257564	146257758	146258263	146258348
851	"ENSG00000161509.13_1"	"GRIN2C"	chr17	-	72842898	72843676	72842898	72843059	72843446	72843676
852	"ENSG00000031823.14_2"	"RANBP3"	chr19	-	5924837	5925748	5924837	5924916	5925644	5925748
853	"ENSG00000126581.12_2"	"BECN1"	chr17	-	40970561	40971627	40970561	40970698	40970804	40971627
854	"ENSG00000126581.12_2"	"BECN1"	chr17	-	40970804	40971627	40970804	40970895	40971565	40971627
855	"ENSG00000008513.14_2"	"ST3GAL1"	chr8	-	134487961	134488843	134487961	134488317	134488520	134488843
872	"ENSG00000025770.18_1"	"NCAPH2"	chr22	+	50961445	50961901	50961445	50961595	50961663	50961901
881	"ENSG00000197140.14_1"	"ADAM32"	chr8	+	39022548	39027516	39022548	39022715	39027434	39027516
886	"ENSG00000158525.15_1"	"CPA5"	chr7	+	130007212	130007831	130007212	130007412	130007746	130007831
887	"ENSG00000088387.18_2"	"DOCK9"	chr13	-	99508151	99512776	99508151	99508285	99512658	99512776
888	"ENSG00000132522.15_2"	"GPS2"	chr17	-	7216347	7216610	7216347	7216416	7216530	7216610
889	"ENSG00000132522.15_2"	"GPS2"	chr17	-	7216347	7216610	7216347	7216443	7216530	7216610
890	"ENSG00000132522.15_2"	"GPS2"	chr17	-	7216886	7217307	7216886	7217040	7217224	7217307
896	"ENSG00000100075.9_1"	"SLC25A1"	chr22	-	19165239	19165554	19165239	19165378	19165454	19165554
905	"ENSG00000185324.21_2"	"CDK10"	chr16	+	89759681	89760640	89759681	89759734	89760580	89760640
906	"ENSG00000185324.21_2"	"CDK10"	chr16	+	89759681	89760640	89759681	89759875	89760580	89760640
907	"ENSG00000198919.12_2"	"DZIP3"	chr3	+	108366789	108367809	108366789	108366959	108367764	108367809
910	"ENSG00000140265.12_1"	"ZSCAN29"	chr15	-	43661793	43662260	43661793	43661800	43661803	43662260
918	"ENSG00000227372.11_2"	"TP73-AS1"	chr1	-	3652547	3656951	3652547	3654418	3656796	3656951
