ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
39	"ENSG00000123329.17_2"	"ARHGAP9"	chr12	-	57867385	57867491	57867385	57867474	57867824	57867959
40	"ENSG00000123329.17_2"	"ARHGAP9"	chr12	-	57870372	57870746	57870372	57870434	57870938	57871052
41	"ENSG00000140395.8_2"	"WDR61"	chr15	-	78577602	78578066	78577602	78577681	78578382	78578475
42	"ENSG00000140395.8_2"	"WDR61"	chr15	-	78584957	78585227	78584957	78585130	78585508	78585614
43	"ENSG00000126768.12_1"	"TIMM17B"	chrX	-	48752634	48752784	48752634	48752737	48754041	48754141
44	"ENSG00000126768.12_1"	"TIMM17B"	chrX	-	48752634	48753255	48752634	48752737	48754041	48754141
45	"ENSG00000126768.12_1"	"TIMM17B"	chrX	-	48752634	48753255	48752634	48752784	48754041	48754141
46	"ENSG00000174485.15_2"	"DENND4A"	chr15	-	65992881	65993013	65992881	65993010	65993388	65993530
47	"ENSG00000187634.11_2"	"SAMD11"	chr1	+	874651	874792	874654	874792	874419	874509
48	"ENSG00000172613.7_2"	"RAD9A"	chr11	+	67160966	67161081	67161008	67161081	67160124	67160253
49	"ENSG00000172613.7_2"	"RAD9A"	chr11	+	67161161	67161261	67161193	67161261	67160966	67161081
50	"ENSG00000099814.15_1"	"CEP170B"	chr14	+	105349368	105349845	105349371	105349845	105349064	105349169
51	"ENSG00000099814.15_1"	"CEP170B"	chr14	+	105355851	105356095	105355956	105356095	105352611	105354315
52	"ENSG00000279094.3_1"	"CH507-24F1.1"	chrGL000205.1	+	36337	36432	36420	36432	33983	34016
53	"ENSG00000267665.1_1"	"RP11-13K12.2"	chr17	+	75529259	75529348	75529262	75529348	75525130	75525431
54	"ENSG00000267665.1_1"	"RP11-13K12.2"	chr17	+	75529259	75529348	75529262	75529348	75526542	75527021
55	"ENSG00000125733.17_1"	"TRIP10"	chr19	+	6746039	6746207	6746188	6746207	6744810	6745005
56	"ENSG00000170469.10_2"	"SPATA24"	chr5	-	138737443	138737514	138737443	138737505	138737603	138737734
57	"ENSG00000204054.13_2"	"LINC00963"	chr9	+	132255697	132255874	132255756	132255874	132253367	132253407
58	"ENSG00000214128.10_1"	"TMEM213"	chr7	+	138486071	138486143	138486074	138486143	138482696	138482931
59	"ENSG00000010278.12_2"	"CD9"	chr12	+	6344640	6344731	6344641	6344731	6344394	6344493
60	"ENSG00000184661.13_1"	"CDCA2"	chr8	+	25317755	25318070	25317899	25318070	25316714	25316989
61	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45163549	45163688	45163604	45163688	45161547	45161652
62	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45175357	45175645	45175578	45175645	45173463	45173600
63	"ENSG00000211456.10_1"	"SACM1L"	chr3	+	45754628	45754688	45754632	45754688	45750989	45751139
64	"ENSG00000211456.10_1"	"SACM1L"	chr3	+	45776726	45776865	45776737	45776865	45773544	45773643
65	"ENSG00000087302.8_1"	"C14orf166"	chr14	+	52470911	52470960	52470957	52470960	52468515	52468584
66	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103018045	103018252	103018045	103018246	103018892	103019000
67	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103048297	103048450	103048297	103048398	103050831	103050996
68	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86383177	86383330	86383177	86383327	86443451	86443501
69	"ENSG00000170325.14_2"	"PRDM10"	chr11	-	129817039	129817265	129817039	129817187	129825406	129825466
70	"ENSG00000189079.15_2"	"ARID2"	chr12	+	46233111	46233279	46233168	46233279	46231280	46231490
71	"ENSG00000179168.14_2"	"GGN"	chr19	-	38876060	38877920	38876060	38876140	38878400	38878462
72	"ENSG00000090263.15_2"	"MRPS33"	chr7	-	140710218	140710460	140710218	140710417	140714350	140714479
73	"ENSG00000065457.10_2"	"ADAT1"	chr16	-	75652483	75652596	75652483	75652538	75654163	75654232
74	"ENSG00000170540.14_2"	"ARL6IP1"	chr16	-	18809246	18809366	18809246	18809274	18810044	18810156
75	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17865926	17866000	17865930	17866000	17865125	17865170
76	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17881233	17881386	17881272	17881386	17875183	17875258
77	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17881233	17881386	17881272	17881386	17877477	17877619
78	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17899078	17899366	17899092	17899366	17898490	17898655
79	"ENSG00000164451.13_2"	"FAM26D"	chr6	+	116875353	116875514	116875447	116875514	116864927	116865035
80	"ENSG00000178217.13_1"	"SH2D4B"	chr10	+	82369179	82369307	82369182	82369307	82363334	82363551
81	"ENSG00000178217.13_1"	"SH2D4B"	chr10	+	82369179	82369307	82369182	82369307	82367054	82367256
82	"ENSG00000065029.14_2"	"ZNF76"	chr6	+	35258029	35258159	35258042	35258159	35255422	35255622
83	"ENSG00000065029.14_2"	"ZNF76"	chr6	+	35260316	35260564	35260330	35260564	35259334	35259514
84	"ENSG00000168961.16_2"	"LGALS9"	chr17	+	25967597	25967799	25967668	25967799	25965288	25965380
85	"ENSG00000130332.14_2"	"LSM7"	chr19	-	2324123	2324195	2324123	2324191	2328385	2328476
86	"ENSG00000131653.12_2"	"TRAF7"	chr16	+	2215857	2215937	2215879	2215937	2213883	2214002
87	"ENSG00000086570.12_1"	"FAT2"	chr5	-	150891725	150892167	150891725	150891909	150897180	150897326
88	"ENSG00000118855.18_2"	"MFSD1"	chr3	+	158522107	158522160	158522111	158522160	158519714	158520104
89	"ENSG00000118855.18_2"	"MFSD1"	chr3	+	158523129	158523263	158523150	158523263	158522107	158522160
90	"ENSG00000104805.15_2"	"NUCB1"	chr19	+	49422286	49422543	49422450	49422543	49421982	49422041
91	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110376969	110377052	110376969	110377044	110377558	110378306
92	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110385060	110386651	110385060	110385309	110388971	110389121
93	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403382	110403330	110403379	110405118	110405124
94	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403382	110403330	110403379	110405262	110405308
95	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403382	110403330	110403379	110418756	110418851
96	"ENSG00000189180.15_1"	"ZNF33A"	chr10	+	38305798	38305943	38305802	38305943	38301225	38301278
97	"ENSG00000004777.18_2"	"ARHGAP33"	chr19	+	36277314	36277974	36277797	36277974	36276310	36276385
98	"ENSG00000004777.18_2"	"ARHGAP33"	chr19	+	36278069	36279724	36278545	36279724	36277314	36277974
99	"ENSG00000089682.16_1"	"RBM41"	chrX	-	106312484	106313655	106312484	106312632	106331665	106332069
100	"ENSG00000184571.13_1"	"PIWIL3"	chr22	-	25124143	25124368	25124143	25124341	25130050	25130123
101	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70280862	70280947	70280862	70280924	70282845	70283042
102	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70280862	70280947	70280862	70280924	70312678	70312756
103	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9771395	9771550	9771395	9771497	9785307	9785724
104	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9771395	9771550	9771395	9771497	9785690	9785756
105	"ENSG00000146802.12_1"	"TMEM168"	chr7	-	112412835	112413110	112412835	112412873	112415230	112415373
106	"ENSG00000221914.8_2"	"PPP2R2A"	chr8	+	26216422	26216548	26216427	26216548	26211983	26212149
107	"ENSG00000115084.12_1"	"SLC35F5"	chr2	-	114476730	114476885	114476730	114476857	114480680	114480771
108	"ENSG00000157036.12_2"	"EXOG"	chr3	+	38542845	38542985	38542906	38542985	38539119	38539180
109	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66766241	66766377	66766241	66766350	66768120	66768214
110	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66776340	66776571	66776340	66776457	66783099	66783216
111	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66785175	66785249	66785175	66785206	66785387	66785504
112	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66785175	66785289	66785175	66785206	66785387	66785504
113	"ENSG00000135720.12_2"	"DYNC1LI2"	chr16	-	66785175	66785289	66785175	66785249	66785387	66785504
114	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10860532	10863335	10860532	10862958	10864128	10864188
115	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10868808	10869404	10868808	10868953	10894153	10894195
116	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10868808	10869404	10868808	10868953	10911959	10912039
117	"ENSG00000037637.10_2"	"FBXO42"	chr1	-	16579590	16579676	16579590	16579647	16580050	16580088
118	"ENSG00000037637.10_2"	"FBXO42"	chr1	-	16579590	16579676	16579590	16579647	16580129	16580226
119	"ENSG00000164304.15_2"	"CAGE1"	chr6	-	7365700	7365863	7365700	7365808	7366036	7366117
120	"ENSG00000164304.15_2"	"CAGE1"	chr6	-	7387211	7387429	7387211	7387408	7389434	7389635
121	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44408947	44409200	44409023	44409200	44402856	44403010
122	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13376772	13376843	13376779	13376843	13375847	13375995
123	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13391164	13391314	13391243	13391314	13388211	13388329
124	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13393709	13393956	13393712	13393956	13391164	13391314
125	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13398091	13398275	13398186	13398275	13397158	13397309
126	"ENSG00000055609.17_2"	"KMT2C"	chr7	-	151853289	151853431	151853289	151853359	151854845	151855010
127	"ENSG00000055609.17_2"	"KMT2C"	chr7	-	151853289	151853431	151853289	151853359	151855947	151856157
128	"ENSG00000055609.17_2"	"KMT2C"	chr7	-	152027685	152027827	152027685	152027824	152055671	152055760
129	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93904701	93904869	93904701	93904842	93940719	93940776
130	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93904701	93904869	93904701	93904842	93952302	93952393
131	"ENSG00000150165.13"	"ANXA8L1"	chr10	-	47168521	47168730	47168521	47168616	47169786	47169877
132	"ENSG00000123416.15_2"	"TUBA1B"	chr12	-	49523901	49524185	49523901	49524127	49525080	49525178
133	"ENSG00000123201.14_2"	"GUCY1B2"	chr13	-	51578388	51578712	51578388	51578490	51580835	51581045
134	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162480828	162481076	162480927	162481076	162480620	162480718
135	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111708971	111709122	111708971	111709101	111711377	111711532
136	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111708971	111709122	111708971	111709101	111715323	111715446
137	"ENSG00000141295.13_1"	"SCRN2"	chr17	-	45915896	45916085	45915896	45916062	45916156	45916372
138	"ENSG00000141295.13_1"	"SCRN2"	chr17	-	45916809	45917224	45916809	45917009	45917556	45917738
139	"ENSG00000250129.5_1"	"RP11-265F19.1"	chr3	-	130773311	130773429	130773311	130773425	130791073	130791179
140	"ENSG00000172663.8_2"	"TMEM134"	chr11	-	67232526	67232738	67232526	67232571	67234782	67234859
141	"ENSG00000172663.8_2"	"TMEM134"	chr11	-	67234971	67235061	67234971	67235034	67235487	67235563
142	"ENSG00000172663.8_2"	"TMEM134"	chr11	-	67234971	67235061	67234971	67235034	67235498	67235563
143	"ENSG00000131143.8_2"	"COX4I1"	chr16	+	85838542	85838710	85838546	85838710	85834810	85834884
144	"ENSG00000101246.19_1"	"ARFRP1"	chr20	-	62338350	62338449	62338350	62338444	62339218	62339365
145	"ENSG00000001084.10_2"	"GCLC"	chr6	-	53379236	53379330	53379236	53379295	53380906	53381020
146	"ENSG00000001084.10_2"	"GCLC"	chr6	-	53380906	53381020	53380906	53381015	53385575	53385758
147	"ENSG00000154310.16_2"	"TNIK"	chr3	-	170786636	170786786	170786636	170786776	170789011	170789112
148	"ENSG00000077080.9_1"	"ACTL6B"	chr7	-	100244593	100244734	100244593	100244708	100244845	100244907
149	"ENSG00000106638.15_1"	"TBL2"	chr7	-	72988267	72988452	72988267	72988385	72988712	72988843
150	"ENSG00000106638.15_1"	"TBL2"	chr7	-	72988712	72989134	72988712	72988843	72990870	72991078
151	"ENSG00000106638.15_1"	"TBL2"	chr7	-	72988712	72989134	72988712	72988843	72992302	72992677
152	"ENSG00000106638.15_1"	"TBL2"	chr7	-	72988712	72988901	72988712	72988843	72992749	72992906
153	"ENSG00000141968.7_1"	"VAV1"	chr19	+	6829796	6829929	6829883	6829929	6828825	6828911
154	"ENSG00000223528.7_2"	"RP11-223P11.3"	chr10	-	128816851	128817224	128816851	128816921	128824535	128824687
155	"ENSG00000117569.18_1"	"PTBP2"	chr1	+	97270340	97270495	97270355	97270495	97250614	97250810
156	"ENSG00000117569.18_1"	"PTBP2"	chr1	+	97278828	97279003	97278831	97279003	97278584	97278662
157	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168271062	168271178	168271065	168271178	168265230	168265426
158	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168272893	168273057	168272896	168273057	168271062	168271178
159	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168355137	168355173	168355140	168355173	168351865	168352867
160	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168363112	168363247	168363118	168363247	168351865	168352867
161	"ENSG00000186831.11_1"	"KRT17P2"	chr17	+	18332145	18332389	18332235	18332389	18331731	18331804
162	"ENSG00000138892.11_1"	"TTLL8"	chr22	-	50485596	50485725	50485596	50485720	50487677	50487751
163	"ENSG00000261052.5_2"	"SULT1A3"	chr16	+	30214807	30215006	30214825	30215006	30214232	30214327
164	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70176373	70176589	70176455	70176589	70176136	70176292
165	"ENSG00000256671.6_2"	"LIMS4"	chr2	-	111209440	111209595	111209440	111209591	111212427	111212577
166	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2419838	2420375	2419913	2420375	2419028	2419146
167	"ENSG00000157765.11_2"	"SLC34A2"	chr4	+	25664326	25664464	25664329	25664464	25664119	25664234
168	"ENSG00000100991.11_1"	"TRPC4AP"	chr20	-	33608992	33609159	33608992	33609135	33622925	33623111
169	"ENSG00000125319.14_1"	"C17orf53"	chr17	+	42231920	42232032	42231923	42232032	42230004	42230145
170	"ENSG00000164171.10_1"	"ITGA2"	chr5	+	52361629	52361807	52361670	52361807	52360741	52360945
171	"ENSG00000142910.15_1"	"TINAGL1"	chr1	+	32048749	32049176	32049061	32049176	32044804	32044868
172	"ENSG00000103811.15_1"	"CTSH"	chr15	-	79223792	79224383	79223792	79223848	79224713	79224800
173	"ENSG00000103811.15_1"	"CTSH"	chr15	-	79229659	79229838	79229659	79229765	79231481	79231513
174	"ENSG00000167555.13_2"	"ZNF528"	chr19	+	52901619	52901872	52901706	52901872	52901120	52901157
175	"ENSG00000025423.11_2"	"HSD17B6"	chr12	+	57156981	57157198	57157001	57157198	57145944	57146102
176	"ENSG00000025423.11_2"	"HSD17B6"	chr12	+	57156981	57157198	57156987	57157198	57146236	57146365
177	"ENSG00000223572.9_1"	"CKMT1A"	chr15	+	43986724	43987200	43987001	43987200	43986074	43986397
178	"ENSG00000156983.15_2"	"BRPF1"	chr3	+	9785261	9785585	9785264	9785585	9784627	9784937
179	"ENSG00000165525.17_1"	"NEMF"	chr14	-	50281471	50281575	50281471	50281525	50292584	50292673
180	"ENSG00000165525.17_1"	"NEMF"	chr14	-	50295333	50295525	50295333	50295505	50295771	50295980
181	"ENSG00000165525.17_1"	"NEMF"	chr14	-	50295333	50295525	50295333	50295505	50296066	50296144
182	"ENSG00000138835.22_2"	"RGS3"	chr9	+	116245232	116245397	116245338	116245397	116241770	116241821
183	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100111372	100111573	100111392	100111573	100109595	100109771
184	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100111372	100111573	100111392	100111573	100109595	100109948
185	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100122263	100122383	100122267	100122383	100119908	100120007
186	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100126299	100126410	100126332	100126410	100124644	100124723
187	"ENSG00000109917.10_2"	"ZPR1"	chr11	-	116655093	116655214	116655093	116655164	116655574	116655637
188	"ENSG00000174500.12_1"	"GCSAM"	chr3	-	111846863	111847075	111846863	111846908	111849291	111849360
189	"ENSG00000174500.12_1"	"GCSAM"	chr3	-	111849291	111849366	111849291	111849360	111851483	111851757
190	"ENSG00000140534.13_2"	"TICRR"	chr15	+	90127516	90127758	90127519	90127758	90125916	90126196
191	"ENSG00000204161.13_2"	"C10orf128"	chr10	-	50373249	50373406	50373249	50373328	50373810	50373841
192	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99137751	99139627	99137751	99139624	99145132	99145300
193	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99137751	99139627	99137751	99139624	99166819	99166957
194	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99201621	99201696	99201621	99201693	99225806	99225914
195	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99222951	99223131	99222951	99223029	99225806	99225914
196	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99201621	99201696	99201621	99201693	99446934	99447087
197	"ENSG00000163898.9_1"	"LIPH"	chr3	-	185229311	185229485	185229311	185229384	185232197	185232309
198	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13318087	13318867	13318087	13318862	13319569	13319823
199	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13321430	13323030	13321430	13321466	13323197	13323336
200	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13441057	13441150	13441057	13441147	13443682	13443739
201	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13441057	13441153	13441057	13441147	13443682	13443739
202	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13441057	13441153	13441057	13441150	13443682	13443739
203	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13441057	13441153	13441057	13441147	13445191	13445307
204	"ENSG00000173327.7_1"	"MAP3K11"	chr11	-	65375111	65375287	65375111	65375168	65375392	65375541
205	"ENSG00000176623.11_2"	"RMDN1"	chr8	-	87487048	87487182	87487048	87487143	87489522	87489553
206	"ENSG00000048540.14_2"	"LMO3"	chr12	-	16747070	16747268	16747070	16747195	16751725	16751901
207	"ENSG00000048540.14_2"	"LMO3"	chr12	-	16747070	16747268	16747070	16747195	16753588	16753802
208	"ENSG00000239589.5_1"	"LINC00879"	chr3	+	94857029	94857159	94857069	94857159	94807001	94807138
209	"ENSG00000168883.19_2"	"USP39"	chr2	+	85850748	85850905	85850768	85850905	85846342	85846412
210	"ENSG00000168883.19_2"	"USP39"	chr2	+	85850748	85850905	85850768	85850905	85848607	85848702
211	"ENSG00000231749.3_1"	"ABCA9-AS1"	chr17	+	67016022	67016135	67016061	67016135	67014244	67014292
212	"ENSG00000168477.17_2"	"TNXB"	chr6	-	32021164	32021488	32021164	32021482	32023627	32023951
213	"ENSG00000168477.17_2"	"TNXB"	chr6	-	32053526	32053895	32053526	32053844	32055027	32055279
214	"ENSG00000197647.11_2"	"ZNF433"	chr19	-	12128980	12129116	12128980	12129107	12140954	12141013
215	"ENSG00000197647.11_2"	"ZNF433"	chr19	-	12128980	12129116	12128980	12129107	12145642	12145689
216	"ENSG00000197647.11_2"	"ZNF433"	chr19	-	12128980	12129195	12128980	12129107	12145642	12145689
217	"ENSG00000197647.11_2"	"ZNF433"	chr19	-	12128980	12129195	12128980	12129116	12145642	12145689
218	"ENSG00000071626.16_2"	"DAZAP1"	chr19	+	1421146	1421257	1421149	1421257	1418664	1418730
219	"ENSG00000071626.16_2"	"DAZAP1"	chr19	+	1434735	1435686	1434738	1435686	1432512	1432689
220	"ENSG00000241472.6_1"	"PTPRG-AS1"	chr3	-	62302780	62302905	62302780	62302867	62303482	62303575
221	"ENSG00000241472.6_1"	"PTPRG-AS1"	chr3	-	62303482	62303578	62303482	62303575	62304326	62304453
222	"ENSG00000241472.6_1"	"PTPRG-AS1"	chr3	-	62303482	62303578	62303482	62303575	62304540	62304622
223	"ENSG00000166471.10_2"	"TMEM41B"	chr11	-	9309988	9310089	9309988	9310082	9316805	9316934
224	"ENSG00000166839.16_2"	"ANKDD1A"	chr15	+	65218264	65218369	65218292	65218369	65214119	65214218
225	"ENSG00000203880.11_2"	"PCMTD2"	chr20	+	62899239	62899363	62899320	62899363	62896610	62896782
226	"ENSG00000213079.9_2"	"SCAF8"	chr6	+	155054928	155055064	155054980	155055064	155054511	155054637
227	"ENSG00000213079.9_2"	"SCAF8"	chr6	+	155054928	155055064	155054980	155055064	155054511	155054684
228	"ENSG00000158669.11_2"	"GPAT4"	chr8	+	41470304	41470479	41470363	41470479	41469698	41469792
229	"ENSG00000130147.15_2"	"SH3BP4"	chr2	+	235943514	235943764	235943598	235943764	235903946	235904020
230	"ENSG00000082641.15_2"	"NFE2L1"	chr17	+	46133747	46133960	46133780	46133960	46127968	46128990
231	"ENSG00000082641.15_2"	"NFE2L1"	chr17	+	46133747	46133960	46133780	46133960	46131689	46131781
232	"ENSG00000082641.15_2"	"NFE2L1"	chr17	+	46133747	46133960	46133780	46133960	46131842	46131865
233	"ENSG00000173120.14_1"	"KDM2A"	chr11	+	66985201	66985355	66985226	66985355	66983326	66983420
234	"ENSG00000223959.8_1"	"AFG3L1P"	chr16	+	90045709	90046744	90046649	90046744	90045217	90045286
235	"ENSG00000223959.8_1"	"AFG3L1P"	chr16	+	90055089	90055359	90055259	90055359	90051853	90051978
236	"ENSG00000223959.8_1"	"AFG3L1P"	chr16	+	90061100	90063031	90061166	90063031	90060175	90060301
237	"ENSG00000133958.13_2"	"UNC79"	chr14	+	93940434	93940739	93940593	93940739	93934016	93934137
238	"ENSG00000100335.13_2"	"MIEF1"	chr22	+	39905342	39905576	39905426	39905576	39900207	39900539
239	"ENSG00000100335.13_2"	"MIEF1"	chr22	+	39908236	39908499	39908322	39908499	39907853	39908031
240	"ENSG00000116299.16_1"	"KIAA1324"	chr1	+	109656749	109656958	109656752	109656958	109656300	109656537
241	"ENSG00000116299.16_1"	"KIAA1324"	chr1	+	109745534	109745853	109745565	109745853	109743356	109743522
242	"ENSG00000100181.22_2"	"TPTEP1"	chr22	+	17128494	17128675	17128552	17128675	17119468	17119630
243	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145645	104145855	104145720	104145855	104143751	104143860
244	"ENSG00000117069.14_1"	"ST6GALNAC5"	chr1	+	77515942	77516050	77515946	77516050	77334181	77334427
245	"ENSG00000117069.14_1"	"ST6GALNAC5"	chr1	+	77515942	77516050	77515946	77516050	77509888	77510298
246	"ENSG00000136541.14_1"	"ERMN"	chr2	-	158181181	158181274	158181181	158181214	158181913	158182336
247	"ENSG00000136541.14_1"	"ERMN"	chr2	-	158181913	158182186	158181913	158182174	158183984	158184225
248	"ENSG00000178381.11_2"	"ZFAND2A"	chr7	-	1192542	1192877	1192542	1192860	1195088	1195220
249	"ENSG00000078177.13_2"	"N4BP2"	chr4	+	40144292	40144481	40144343	40144481	40138563	40138702
