ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
78	"ENSG00000131711.14_1"	"MAP1B"	chr5	+	71411524	71411626	71479569	71479652	71403060	71403542	71482440	71482581
79	"ENSG00000131711.14_1"	"MAP1B"	chr5	+	71479569	71479652	71482440	71482581	71411524	71411626	71489692	71491249
80	"ENSG00000081760.16_2"	"AACS"	chr12	+	125591666	125591814	125599022	125599103	125587545	125587627	125603186	125603311
81	"ENSG00000081760.16_2"	"AACS"	chr12	+	125599022	125599103	125603186	125603311	125591666	125591814	125609250	125609315
82	"ENSG00000081760.16_2"	"AACS"	chr12	+	125603186	125603311	125609250	125609570	125599022	125599103	125612706	125612820
84	"ENSG00000268163.1_2"	"AC004076.9"	chr19	-	57967020	57967111	57987027	57987154	57949337	57949460	57988001	57988040
85	"ENSG00000268163.1_2"	"AC004076.9"	chr19	-	57967493	57967550	57988001	57988040	57966815	57967111	57988644	57988904
86	"ENSG00000268163.1_2"	"AC004076.9"	chr19	-	57987027	57987154	57988001	57988040	57949337	57949460	57988644	57988871
87	"ENSG00000155530.2_1"	"LRGUK"	chr7	+	133906530	133906670	133932307	133932396	133886232	133886328	133933702	133933828
88	"ENSG00000178568.14_2"	"ERBB4"	chr2	-	212495186	212495319	212522478	212522553	212488646	212488769	212530047	212530202
90	"ENSG00000178568.14_2"	"ERBB4"	chr2	-	212652749	212652884	212812154	212812341	212615363	212615429	212989476	212989628
91	"ENSG00000178568.14_2"	"ERBB4"	chr2	-	212812154	212812341	212989476	212989628	212652749	212652884	213403172	213403253
92	"ENSG00000096080.11_2"	"MRPS18A"	chr6	-	43646254	43646362	43648825	43648857	43642938	43643354	43655404	43655528
93	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45153949	45154004	45161547	45161652	45138977	45139262	45165959	45166006
94	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45161547	45161652	45165959	45166006	45153949	45154004	45168875	45168961
97	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45165959	45166006	45168875	45168961	45161547	45161652	45170380	45170426
98	"ENSG00000160209.18_1"	"PDXK"	chr21	+	45165959	45166006	45168875	45168961	45163549	45163688	45170380	45170426
99	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43360233	43360341	43400484	43400579	43351361	43351686	43436412	43436488
100	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43360233	43360341	43436412	43436488	43351361	43351686	43447160	43447330
101	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43400484	43400579	43436412	43436488	43351361	43351686	43447160	43447330
102	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43400484	43400579	43447160	43447330	43351361	43351686	43477601	43477744
103	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43400484	43400579	43436412	43436488	43360233	43360341	43447160	43447330
104	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43400484	43400579	43447160	43447330	43360233	43360341	43477601	43477744
105	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43436412	43436488	43447160	43447330	43351361	43351686	43477601	43477744
106	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43436412	43436488	43447160	43447330	43360233	43360341	43477601	43477744
107	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43436412	43436488	43447160	43447330	43400484	43400579	43477601	43477744
108	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43477601	43477744	43483816	43485169	43447160	43447330	43490426	43490528
110	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43495895	43496046	43503258	43503398	43483816	43485169	43506045	43506167
111	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43495895	43496046	43503258	43503398	43490426	43490528	43506045	43506167
112	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43503258	43503398	43506045	43506167	43495895	43496046	43508518	43508704
113	"ENSG00000145284.11_1"	"SCD5"	chr4	-	83557743	83557976	83601859	83602065	83550691	83552670	83626435	83626566
114	"ENSG00000145284.11_1"	"SCD5"	chr4	-	83601859	83602065	83626435	83626566	83550691	83552670	83719458	83720010
115	"ENSG00000145284.11_1"	"SCD5"	chr4	-	83601859	83602065	83626435	83626566	83557743	83557976	83719458	83720010
116	"ENSG00000119285.10_2"	"HEATR1"	chr1	-	236724524	236724571	236727797	236727961	236723013	236723137	236729218	236729345
117	"ENSG00000119285.10_2"	"HEATR1"	chr1	-	236762782	236762924	236766459	236766676	236761177	236761279	236767253	236767427
118	"ENSG00000100842.12_1"	"EFS"	chr14	-	23829349	23829490	23829763	23830042	23828525	23829248	23834216	23834842
119	"ENSG00000170615.14_1"	"SLC26A5"	chr7	-	103018045	103018246	103018892	103019000	103017254	103017309	103019689	103019782
120	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86383177	86383330	86443451	86443501	86377300	86377448	86727842	86727905
126	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86443451	86443501	86727842	86727905	86383177	86383330	86828933	86829042
127	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86727842	86727905	86828933	86829042	86443451	86443501	87120985	87121018
128	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	86828933	86829042	87120985	87121018	86727842	86727905	87232442	87232662
129	"ENSG00000170325.14_2"	"PRDM10"	chr11	-	129807492	129807565	129812320	129812524	129804995	129805113	129814665	129814907
131	"ENSG00000157193.15_2"	"LRP8"	chr1	-	53736898	53737018	53746258	53746387	53732144	53732319	53755238	53755361
134	"ENSG00000189079.15_2"	"ARID2"	chr12	+	46233111	46233279	46240638	46240720	46231280	46231490	46242618	46242753
135	"ENSG00000189079.15_2"	"ARID2"	chr12	+	46233168	46233279	46240638	46240720	46231280	46231490	46242618	46242753
136	"ENSG00000196739.14_1"	"COL27A1"	chr9	+	117029783	117029837	117031520	117031574	117028844	117028898	117033007	117033061
137	"ENSG00000065457.10_2"	"ADAT1"	chr16	-	75651039	75651170	75652483	75652538	75646140	75646759	75654163	75654232
138	"ENSG00000065457.10_2"	"ADAT1"	chr16	-	75651039	75651170	75652483	75652596	75646140	75646759	75654163	75654232
139	"ENSG00000188342.11_2"	"GTF2F2"	chr13	+	45723904	45723923	45725821	45725966	45710867	45710941	45781558	45781640
140	"ENSG00000188342.11_2"	"GTF2F2"	chr13	+	45725821	45725966	45781558	45781640	45710867	45710941	45827005	45827105
141	"ENSG00000188342.11_2"	"GTF2F2"	chr13	+	45725821	45725966	45781558	45781640	45723904	45723923	45827005	45827105
142	"ENSG00000170540.14_2"	"ARL6IP1"	chr16	-	18806785	18806903	18809246	18809366	18805920	18806005	18810022	18810156
143	"ENSG00000108852.14_1"	"MPP2"	chr17	-	41957149	41957352	41958058	41958220	41956642	41956771	41958457	41958526
146	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17875183	17875258	17877477	17877619	17873511	17873662	17881233	17881386
147	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17875183	17875258	17877477	17877619	17873570	17873662	17881272	17881386
148	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17883453	17883550	17885047	17885092	17883265	17883364	17885202	17885287
150	"ENSG00000140398.13_2"	"NEIL1"	chr15	+	75641224	75641680	75644451	75644571	75639430	75639451	75644664	75644728
151	"ENSG00000140398.13_2"	"NEIL1"	chr15	+	75644664	75644728	75646079	75646207	75641224	75641680	75646590	75646618
152	"ENSG00000140398.13_2"	"NEIL1"	chr15	+	75644942	75645042	75646590	75646618	75644664	75644728	75646771	75646833
153	"ENSG00000111605.16_1"	"CPSF6"	chr12	+	69651511	69651685	69651814	69651925	69650476	69650622	69652369	69652874
154	"ENSG00000198380.12_1"	"GFPT1"	chr2	-	69590676	69590802	69597132	69597240	69586399	69586458	69601137	69601245
155	"ENSG00000253507.5_1"	"CTD-2501M5.1"	chr8	+	132324802	132324995	132328006	132328130	132322718	132322959	132329580	132329753
156	"ENSG00000133069.15_2"	"TMCC2"	chr1	+	205210632	205211172	205238077	205239012	205197303	205197899	205240247	205240383
157	"ENSG00000152208.12_2"	"GRID2"	chr4	+	93511281	93511437	94006145	94006430	93224772	93225895	94031898	94032104
161	"ENSG00000188803.14_2"	"SHISA6"	chr17	+	11282730	11282826	11455212	11455269	11166682	11166843	11459056	11459209
162	"ENSG00000104805.15_2"	"NUCB1"	chr19	+	49407603	49407711	49409009	49409142	49404042	49404188	49414405	49414509
163	"ENSG00000104805.15_2"	"NUCB1"	chr19	+	49416730	49416821	49421982	49422041	49416267	49416453	49422286	49422379
164	"ENSG00000104805.15_2"	"NUCB1"	chr19	+	49421982	49422041	49422286	49422379	49416267	49416453	49422450	49422516
165	"ENSG00000104805.15_2"	"NUCB1"	chr19	+	49421982	49422041	49422286	49422379	49416730	49416821	49422450	49422516
169	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110383064	110383154	110388971	110389121	110376969	110377052	110390896	110391039
171	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110385060	110385309	110388971	110389121	110376969	110377052	110390896	110391039
173	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110385060	110385309	110388971	110389121	110383064	110383154	110390896	110391039
174	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403379	110405118	110405124	110399417	110399490	110405262	110405308
175	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403382	110405118	110405124	110399417	110399490	110405262	110405308
177	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110426767	110426873	110427494	110427607	110421412	110421499	110433977	110434029
178	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110426767	110426873	110429431	110429565	110421412	110421499	110433977	110434029
179	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110427494	110427607	110429431	110429565	110421412	110421499	110433903	110434173
180	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110427494	110427607	110429431	110429565	110421412	110421499	110433977	110434029
181	"ENSG00000172243.17_1"	"CLEC7A"	chr12	-	10275843	10275962	10277685	10277772	10269375	10271189	10277895	10278047
182	"ENSG00000184083.11_1"	"FAM120C"	chrX	-	54112147	54112349	54114187	54114397	54107754	54107893	54117744	54117859
183	"ENSG00000184083.11_1"	"FAM120C"	chrX	-	54184121	54184204	54185802	54186049	54177677	54177806	54208932	54209688
185	"ENSG00000144935.14_1"	"TRPC1"	chr3	+	142455220	142455375	142462326	142462428	142442915	142443573	142467099	142467302
186	"ENSG00000144935.14_1"	"TRPC1"	chr3	+	142496473	142496605	142499675	142499871	142467099	142467302	142503545	142503882
187	"ENSG00000144935.14_1"	"TRPC1"	chr3	+	142503545	142503882	142509860	142510000	142467099	142467302	142511665	142511809
188	"ENSG00000144935.14_1"	"TRPC1"	chr3	+	142503545	142503882	142511665	142511809	142467099	142467302	142521010	142521186
189	"ENSG00000144935.14_1"	"TRPC1"	chr3	+	142509860	142510000	142511665	142511809	142467099	142467302	142521010	142521186
190	"ENSG00000144935.14_1"	"TRPC1"	chr3	+	142509860	142510000	142511665	142511809	142503545	142503882	142521010	142521186
191	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42541471	42541731	42559888	42559967	42531799	42532135	42561928	42562042
192	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42559888	42559967	42561928	42562042	42541471	42541731	42571325	42571456
193	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42579908	42580029	42582808	42582916	42574326	42574389	42583739	42583828
195	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42604748	42604932	42607946	42608008	42603155	42603284	42609319	42609430
196	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42615855	42615908	42618021	42618124	42613203	42613328	42619760	42619809
197	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42647461	42647570	42650792	42650849	42646276	42646407	42652531	42652609
201	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70245146	70245263	70286774	70286812	70223817	70224020	70312678	70312756
202	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70245146	70245263	70310669	70310819	70223817	70224020	70312678	70312756
203	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70278334	70278437	70286774	70286812	70223817	70224020	70312678	70312756
204	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70278334	70278437	70310669	70310819	70223817	70224020	70312678	70312756
205	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70278334	70278437	70280862	70280924	70259264	70259387	70286774	70286812
206	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70278334	70278437	70280862	70280924	70259269	70259387	70282845	70283042
207	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70280862	70280924	70282787	70283042	70278334	70278437	70286774	70286812
217	"ENSG00000179818.9"	"PCBP1-AS1"	chr2	-	70286774	70286812	70310669	70310819	70223817	70224020	70312678	70312756
223	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9767222	9767329	9770054	9770143	9762954	9764557	9771395	9771550
224	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9767222	9767329	9768684	9768811	9763388	9764554	9770054	9770143
225	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9768684	9768811	9771395	9771550	9763388	9764554	9785690	9785758
226	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9768684	9768811	9770054	9770143	9764383	9764557	9771395	9771550
227	"ENSG00000171466.9_2"	"ZNF562"	chr19	-	9768684	9768811	9771395	9771550	9764383	9764557	9785690	9785728
229	"ENSG00000171130.17_1"	"ATP6V0E2"	chr7	+	149572686	149572734	149575766	149575835	149571064	149571258	149576423	149577778
230	"ENSG00000115239.21_2"	"ASB3"	chr2	-	53921020	53921151	53927407	53927665	53897117	53897827	53941520	53941718
231	"ENSG00000118515.11_2"	"SGK1"	chr6	-	134493799	134493912	134494160	134494292	134493330	134493454	134494411	134494495
232	"ENSG00000146267.11_1"	"FAXC"	chr6	-	99739579	99739696	99771319	99771543	99719044	99729329	99781226	99781423
233	"ENSG00000146267.11_1"	"FAXC"	chr6	-	99790773	99790909	99796982	99797104	99781226	99781423	99797891	99797938
235	"ENSG00000115084.12_1"	"SLC35F5"	chr2	-	114503853	114503916	114508001	114508145	114501289	114501371	114512741	114512883
236	"ENSG00000115084.12_1"	"SLC35F5"	chr2	-	114508001	114508145	114512741	114512883	114503853	114503916	114513030	114513121
240	"ENSG00000244040.5_1"	"IL12A-AS1"	chr3	-	159715630	159715892	159725568	159725662	159712023	159712092	159726898	159727044
241	"ENSG00000144560.13_2"	"VGLL4"	chr3	-	11712735	11712868	11734518	11734637	11643306	11643496	11744444	11744521
242	"ENSG00000261499.2_1"	"CH17-260O16.1"	chr17	-	36357157	36357272	36358124	36358158	36353600	36353765	36358298	36358395
243	"ENSG00000261499.2_1"	"CH17-260O16.1"	chr17	-	36358124	36358158	36358298	36358395	36357157	36357272	36358796	36359042
245	"ENSG00000104723.20_2"	"TUSC3"	chr8	+	15480588	15480758	15508205	15508323	15397731	15398077	15517015	15517156
247	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10864128	10864188	10865526	10865655	10859894	10860010	10867169	10867298
248	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10864128	10864188	10865526	10865655	10860532	10862958	10867169	10867298
249	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10867895	10867985	10911959	10912039	10867169	10867298	10912341	10912457
251	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10868808	10868953	10902393	10902463	10867895	10867985	10912341	10912457
253	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10868808	10868953	10894153	10894195	10867895	10867985	10912341	10912464
256	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10894153	10894195	10902393	10902463	10868870	10868953	10911959	10912039
258	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10902393	10902463	10911959	10912039	10894153	10894195	10912341	10912651
259	"ENSG00000112584.13_1"	"FAM120B"	chr6	+	170639536	170639638	170657238	170657411	170615845	170615930	170667313	170667406
260	"ENSG00000112584.13_1"	"FAM120B"	chr6	+	170639536	170639638	170667313	170667406	170615845	170615930	170697374	170697581
261	"ENSG00000112584.13_1"	"FAM120B"	chr6	+	170639536	170639638	170657238	170657411	170632166	170632347	170667313	170667406
262	"ENSG00000112584.13_1"	"FAM120B"	chr6	+	170657238	170657411	170667313	170667406	170615843	170615930	170697374	170697581
263	"ENSG00000112584.13_1"	"FAM120B"	chr6	+	170657238	170657411	170667313	170667406	170639536	170639638	170697374	170697581
264	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44396230	44396303	44399232	44399368	44379610	44379811	44402856	44403010
265	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44396230	44396303	44399232	44399368	44379943	44380326	44402856	44403010
266	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44399232	44399368	44402856	44403010	44380243	44380326	44409023	44409371
267	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44402856	44403010	44409023	44409200	44399232	44399368	44432699	44432823
268	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44408947	44409200	44432699	44432823	44402856	44403010	44434346	44434469
269	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44409023	44409200	44432699	44432823	44402856	44403010	44434346	44434469
270	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13331533	13331606	13347959	13348014	13299344	13299470	13371491	13371617
271	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13331533	13331606	13347959	13348014	13299361	13299470	13375847	13375995
275	"ENSG00000130294.14_1"	"KIF1A"	chr2	-	241657466	241657585	241658422	241658615	241653180	241656823	241659190	241659343
276	"ENSG00000130294.14_1"	"KIF1A"	chr2	-	241658422	241658615	241659190	241659343	241657466	241657585	241660330	241660455
278	"ENSG00000130294.14_1"	"KIF1A"	chr2	-	241728652	241728729	241737063	241737229	241727467	241727647	241759538	241759637
279	"ENSG00000055609.17_2"	"KMT2C"	chr7	-	151962122	151962294	151970789	151970952	151960100	151960215	152007050	152007160
280	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93902785	93902875	93904701	93904842	93870832	93870951	93940719	93940776
281	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93902785	93902875	93904701	93904869	93870832	93870951	93940719	93940776
282	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93904701	93904842	93940719	93940776	93870832	93870951	93952302	93952393
283	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93904701	93904842	93940719	93940776	93902785	93902875	93952302	93952393
284	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93904701	93904869	93940719	93940776	93870832	93870951	93952302	93952393
285	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93904701	93904869	93940719	93940776	93902785	93902875	93952302	93952393
286	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93940719	93940776	93952302	93952393	93870832	93870951	93999102	94000118
287	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93940719	93940776	93952302	93952393	93904701	93904869	93999102	94000118
288	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162567127	162567261	162660958	162661105	162480944	162481076	162696298	162696386
289	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162567127	162567261	162627482	162627564	162565203	162565339	162696298	162696437
290	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162627482	162627564	162660958	162661105	162480847	162481076	162696298	162696437
291	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162660958	162661105	162696298	162696437	162480844	162481076	162711479	162711640
292	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162660958	162661105	162696298	162696437	162627482	162627564	162711479	162711640
293	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162696298	162696437	162711479	162711640	162660958	162661105	162719383	162719572
294	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162711479	162711640	162719383	162719572	162696298	162696437	162728802	162728894
295	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162738866	162738954	162751188	162751335	162735640	162735798	162757420	162757521
296	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162805657	162805771	162813498	162813750	162799301	162799407	162814996	162815065
297	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111680366	111680497	111706887	111707017	111656979	111657244	111708190	111708338
298	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111711377	111711532	111715323	111715446	111708971	111709101	111724102	111724208
299	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111711377	111711532	111715323	111715446	111708971	111709122	111724102	111724208
301	"ENSG00000141295.13_1"	"SCRN2"	chr17	-	45916809	45917009	45917556	45917738	45916156	45916372	45918035	45918209
