ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
67	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70164325	70164447	70165204	70165322	70162861	70163025	70166053	70166203
69	"ENSG00000204149.10_2"	"AGAP6"	chr10	+	51751435	51751504	51754154	51754189	51749067	51749136	51761755	51761856
70	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32608557	32608690	32610139	32610278	32605343	32605475	32611092	32611187
73	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99192711	99192783	99222951	99223131	99175903	99175915	99225806	99225914
74	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99194774	99194903	99225806	99225914	99192711	99192783	99288407	99288639
89	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	109977960	109978072	110062327	110062499	109976591	109976697	110070603	110070716
93	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145645	104145855	104151322	104151373	104143751	104143860	104151974	104152039
94	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145645	104145882	104151322	104151373	104143751	104143860	104153417	104153548
95	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145720	104145855	104151322	104151373	104143751	104143860	104151974	104152523
96	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145720	104145855	104151322	104151373	104143751	104143860	104153417	104153548
97	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145720	104145882	104151322	104151373	104143751	104143860	104153417	104153548
98	"ENSG00000078177.13_2"	"N4BP2"	chr4	+	40098846	40099189	40101655	40101746	40075074	40075171	40103694	40104838
102	"ENSG00000175664.9_1"	"TEX26"	chr13	+	31513830	31513915	31526796	31526962	31506839	31506913	31531009	31531166
103	"ENSG00000065665.20_2"	"SEC61A2"	chr10	+	12198905	12199066	12199906	12200104	12197776	12197930	12202928	12203120
111	"ENSG00000172765.16_2"	"TMCC1"	chr3	-	129389172	129390107	129551616	129551669	129373810	129373946	129599151	129599309
114	"ENSG00000142687.17_2"	"KIAA0319L"	chr1	-	35944566	35944813	35972212	35972736	35940405	35940507	36019950	36020120
120	"ENSG00000214960.9_1"	"ISPD"	chr7	-	16348147	16348252	16415716	16415866	16317753	16317851	16445685	16445962
123	"ENSG00000184305.14_2"	"CCSER1"	chr4	+	91645064	91645142	91736912	91736996	91549175	91549383	91844520	91844598
124	"ENSG00000184305.14_2"	"CCSER1"	chr4	+	91736912	91736996	91844520	91844598	91645064	91645142	92007100	92007145
131	"ENSG00000183117.18_2"	"CSMD1"	chr8	-	3474231	3474319	3565935	3566013	3443657	3443782	3611451	3611560
132	"ENSG00000138138.13_1"	"ATAD1"	chr10	-	89530708	89530798	89536077	89536184	89527429	89527480	89544226	89544427
136	"ENSG00000095787.21_2"	"WAC"	chr10	+	28899627	28899750	28900183	28900410	28897114	28897360	28900702	28900851
137	"ENSG00000095787.21_2"	"WAC"	chr10	+	28899639	28899750	28900183	28900410	28897114	28897360	28900702	28900851
142	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891634	130891717	130892621	130892704	130883620	130883742	130908917	130909100
143	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891634	130891717	130892621	130892704	130883620	130883742	130915557	130915596
144	"ENSG00000153310.18_2"	"FAM49B"	chr8	-	130891634	130891717	130983188	130983241	130883620	130883742	131028615	131028651
159	"ENSG00000196872.11_2"	"KIAA1211L"	chr2	-	99513839	99513941	99529210	99529448	99463193	99463273	99552400	99552722
174	"ENSG00000165495.15_2"	"PKNOX2"	chr11	+	125221179	125221288	125237741	125237881	125104940	125105011	125255446	125255618
185	"ENSG00000183018.8_2"	"SPNS2"	chr17	+	4433926	4434078	4434347	4434414	4428351	4428488	4435836	4435979
186	"ENSG00000198586.13_1"	"TLK1"	chr2	-	171884848	171884915	171902683	171902872	171871360	171871458	171906323	171906460
187	"ENSG00000198586.13_1"	"TLK1"	chr2	-	171939290	171939362	171974248	171974367	171917590	171917666	172016799	172017005
198	"ENSG00000130363.11_1"	"RSPH3"	chr6	-	159404693	159404839	159407311	159407453	159403516	159403720	159414870	159414958
199	"ENSG00000130363.11_1"	"RSPH3"	chr6	-	159407311	159407453	159414870	159414958	159404693	159404839	159420466	159421198
200	"ENSG00000188690.12_2"	"UROS"	chr10	-	127503602	127503699	127504745	127504829	127500782	127500857	127505005	127505094
210	"ENSG00000173681.16_2"	"CXorf23"	chrX	-	19955622	19955650	19968870	19968986	19947902	19948058	19971105	19971169
212	"ENSG00000067646.11_1"	"ZFY"	chrY	+	2821949	2822038	2829114	2829687	2803321	2803487	2843135	2843285
213	"ENSG00000118482.11_1"	"PHF3"	chr6	+	64389900	64390062	64394029	64395812	64356430	64356700	64401626	64401933
215	"ENSG00000118482.11_1"	"PHF3"	chr6	+	64401626	64401933	64404470	64404654	64389900	64390062	64408112	64408135
216	"ENSG00000118482.11_1"	"PHF3"	chr6	+	64401626	64401933	64404470	64404654	64394029	64395812	64408112	64408135
225	"ENSG00000131966.13_2"	"ACTR10"	chr14	+	58681922	58682002	58686411	58686447	58675716	58675825	58690339	58690419
228	"ENSG00000101901.11_2"	"ALG13"	chrX	+	110963322	110963398	110966020	110966085	110961339	110961502	110967025	110967126
229	"ENSG00000142621.19_1"	"FHAD1"	chr1	+	15644319	15644424	15650947	15651055	15642873	15642963	15653554	15653638
232	"ENSG00000059691.11_2"	"GATB"	chr4	-	152593913	152594048	152600964	152601043	152591655	152592454	152609781	152609915
236	"ENSG00000189212.12_2"	"DPY19L2P1"	chr7	-	35158272	35158401	35159260	35159332	35157359	35157406	35161118	35161220
237	"ENSG00000189212.12_2"	"DPY19L2P1"	chr7	-	35163609	35163690	35171921	35171981	35161118	35161220	35180644	35180731
239	"ENSG00000171735.18_2"	"CAMTA1"	chr1	+	7309550	7309686	7527889	7527961	7151363	7151431	7700459	7700613
241	"ENSG00000256349.1_2"	"CTD-3074O7.11"	chr11	+	66278675	66278710	66281876	66282149	66278483	66278560	66283010	66283057
242	"ENSG00000256349.1_2"	"CTD-3074O7.11"	chr11	+	66281876	66282149	66283010	66283057	66278675	66278710	66283163	66283202
243	"ENSG00000114544.16_2"	"SLC41A3"	chr3	-	125752449	125752521	125769785	125769893	125745171	125745322	125786789	125787089
246	"ENSG00000054282.15_1"	"SDCCAG8"	chr1	+	243471290	243471479	243480056	243480195	243468014	243468079	243493841	243493994
255	"ENSG00000132321.16_2"	"IQCA1"	chr2	-	237308055	237308131	237327791	237327914	237300886	237300993	237349682	237349767
258	"ENSG00000121741.16_1"	"ZMYM2"	chr13	+	20635192	20635364	20636985	20637111	20633586	20633702	20638590	20638685
260	"ENSG00000148634.15_2"	"HERC4"	chr10	-	69695909	69695992	69699344	69699411	69692353	69692537	69700695	69700862
262	"ENSG00000116106.11_2"	"EPHA4"	chr2	-	222347071	222347410	222365736	222365892	222322585	222322710	222428450	222429114
268	"ENSG00000118454.12_1"	"ANKRD13C"	chr1	-	70736538	70736639	70740402	70740501	70726270	70728530	70742447	70742527
269	"ENSG00000115761.15_1"	"NOL10"	chr2	-	10794606	10794673	10797867	10798017	10784445	10784498	10799297	10799376
279	"ENSG00000119522.16_2"	"DENND1A"	chr9	-	126371714	126371760	126392654	126392755	126345447	126345549	126414291	126414402
283	"ENSG00000119541.9_2"	"VPS4B"	chr18	-	61064266	61064486	61066474	61066556	61060641	61060782	61067280	61067429
286	"ENSG00000102606.17_2"	"ARHGEF7"	chr13	+	111857635	111857720	111862218	111862349	111806060	111806338	111870025	111870227
287	"ENSG00000102606.17_2"	"ARHGEF7"	chr13	+	111857635	111857720	111862218	111862349	111811373	111811436	111870025	111870227
290	"ENSG00000091157.13_2"	"WDR7"	chr18	+	54483261	54483375	54547174	54547396	54448763	54448887	54591152	54591339
291	"ENSG00000119537.15_1"	"KDSR"	chr18	-	61011642	61011726	61018120	61018312	61006032	61006116	61022436	61022532
300	"ENSG00000118495.18_1"	"PLAGL1"	chr6	-	144281605	144281679	144285923	144285955	144269121	144269597	144290043	144290115
301	"ENSG00000118495.18_1"	"PLAGL1"	chr6	-	144281605	144281679	144285923	144287367	144269121	144269597	144290043	144290115
308	"ENSG00000126883.16_1"	"NUP214"	chr9	+	134064439	134064518	134067594	134067679	134062675	134062751	134070619	134070681
314	"ENSG00000164619.8_1"	"BMPER"	chr7	+	34097670	34097775	34101613	34101659	34094774	34094915	34118468	34118798
323	"ENSG00000134283.17_2"	"PPHLN1"	chr12	+	42748962	42749024	42768664	42768876	42729684	42729776	42781257	42781337
324	"ENSG00000148444.15_2"	"COMMD3"	chr10	+	22606812	22606924	22607200	22607235	22604902	22605485	22607581	22607642
325	"ENSG00000148444.15_2"	"COMMD3"	chr10	+	22607033	22607097	22607200	22607235	22605373	22605485	22607581	22607642
326	"ENSG00000165695.9_2"	"AK8"	chr9	-	135742290	135742340	135750501	135750586	135739051	135739165	135753558	135754164
336	"ENSG00000137842.6_2"	"TMEM62"	chr15	+	43461790	43461875	43470804	43470909	43452591	43452992	43473378	43473497
338	"ENSG00000141556.20_2"	"TBCD"	chr17	+	80714040	80714091	80721840	80721938	80709939	80710253	80724142	80724244
341	"ENSG00000169918.9_2"	"OTUD7A"	chr15	-	31949185	31949280	31981561	31981684	31947298	31947453	32162709	32162781
342	"ENSG00000172986.12_2"	"GXYLT2"	chr3	+	73004248	73004500	73006379	73006503	72971354	72971486	73016697	73016870
355	"ENSG00000245750.7_1"	"DRAIC"	chr15	+	69840692	69840966	69855454	69855641	69760511	69760732	69857532	69857574
356	"ENSG00000160408.14_2"	"ST6GALNAC6"	chr9	-	130649762	130649870	130652915	130653322	130647599	130649067	130656790	130656970
369	"ENSG00000257390.5_2"	"RP11-762I7.5"	chr12	-	56194345	56194413	56194637	56194684	56189808	56189860	56197412	56197512
373	"ENSG00000182473.21_1"	"EXOC7"	chr17	-	74093876	74094099	74097351	74097457	74088395	74090662	74097759	74097944
374	"ENSG00000132970.12_2"	"WASF3"	chr13	+	27187097	27187195	27216397	27216540	27131839	27131956	27239164	27239299
376	"ENSG00000127995.16_1"	"CASD1"	chr7	+	94164620	94164835	94166783	94167206	94162990	94163114	94168278	94168368
379	"ENSG00000182796.13_2"	"TMEM198B"	chr12	+	56225040	56225133	56226654	56226798	56224637	56224867	56227230	56227325
391	"ENSG00000112159.11_1"	"MDN1"	chr6	-	90486318	90486414	90489930	90490012	90484339	90484452	90491117	90491311
400	"ENSG00000275131.2_2"	"CH17-472G23.4"	chr1	-	144857611	144857728	144859758	144859998	144856815	144857042	144863317	144863442
403	"ENSG00000086619.13_1"	"ERO1B"	chr1	-	236406721	236406795	236413184	236413267	236399577	236399698	236415349	236415391
408	"ENSG00000131051.21_2"	"RBM39"	chr20	-	34317233	34317287	34317383	34317449	34312959	34313077	34319862	34320057
409	"ENSG00000131051.21_2"	"RBM39"	chr20	-	34317233	34317287	34317383	34317473	34313045	34313077	34319862	34320057
412	"ENSG00000144040.12_2"	"SFXN5"	chr2	-	73267982	73268060	73285656	73285725	73250316	73250343	73298732	73298802
420	"ENSG00000185760.15_2"	"KCNQ5"	chr6	+	73834208	73834235	73879468	73879577	73830205	73830300	73900295	73900427
421	"ENSG00000175309.14_2"	"PHYKPL"	chr5	-	177651616	177651730	177656940	177657100	177649852	177649935	177658405	177658524
424	"ENSG00000171475.13_1"	"WIPF2"	chr17	+	38416786	38416919	38418776	38418893	38412642	38412774	38420741	38421398
425	"ENSG00000183023.18_2"	"SLC8A1"	chr2	-	40397420	40397489	40401845	40401860	40391993	40392124	40401964	40401982
427	"ENSG00000183023.18_2"	"SLC8A1"	chr2	-	40404891	40404995	40405526	40405633	40401964	40401982	40655612	40657420
437	"ENSG00000273018.5_2"	"CTD-2303H24.2"	chr17	-	18431886	18432061	18435819	18435911	18422795	18422988	18436660	18436705
447	"ENSG00000100731.15_2"	"PCNX1"	chr14	+	71462457	71462642	71476350	71476441	71443658	71445365	71479716	71479919
454	"ENSG00000230189.6_1"	"GS1-124K5.2"	chr7	-	65932668	65932706	65941245	65941314	65915057	65915223	65943995	65944083
459	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33679187	33679334	33700214	33700493	33673045	33673241	33712070	33712234
460	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33700214	33700493	33712070	33712234	33679187	33679334	33733631	33733787
461	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	33712070	33712234	33733631	33733787	33700214	33700493	33777904	33778030
462	"ENSG00000133424.20_2"	"LARGE1"	chr22	-	34000420	34000544	34022227	34022310	33960833	33961005	34046352	34046654
469	"ENSG00000156475.18_2"	"PPP2R2B"	chr5	-	146080607	146080705	146257564	146257758	146077541	146077707	146460621	146460699
472	"ENSG00000162341.16_2"	"TPCN2"	chr11	+	68822188	68822265	68822642	68822820	68821500	68821565	68825045	68825162
481	"ENSG00000141447.16_2"	"OSBPL1A"	chr18	-	21761108	21761243	21776088	21776164	21759701	21759799	21805005	21805162
494	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234528161	234528298	234529107	234529232	234527058	234527491	234529391	234529583
495	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234528161	234528298	234529107	234529222	234527084	234527491	234529391	234529583
497	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234569155	234569317	234573020	234573118	234565832	234566047	234582548	234582721
525	"ENSG00000114861.18_2"	"FOXP1"	chr3	-	71050122	71050210	71064699	71064804	71037144	71037228	71090478	71090683
528	"ENSG00000234857.2_2"	"HNRNPUL2-BSCL2"	chr11	-	62469939	62470021	62472772	62473089	62462039	62462183	62474580	62474796
534	"ENSG00000279877.1_2"	"RP11-420N3.3"	chr16	+	5917303	5917336	6366995	6367058	5648902	5648962	6704603	6704651
559	"ENSG00000152359.14_2"	"POC5"	chr5	-	75003561	75003700	75008431	75008490	75001063	75001612	75008678	75008776
563	"ENSG00000061987.14_1"	"MON2"	chr12	+	62965171	62965362	62972224	62972285	62960101	62960230	62974076	62974200
578	"ENSG00000109572.13_2"	"CLCN3"	chr4	+	170625148	170625335	170628018	170628417	170618339	170618885	170634229	170634338
585	"ENSG00000161813.21_2"	"LARP4"	chr12	+	50835372	50835426	50847242	50847455	50834221	50834332	50848096	50848200
586	"ENSG00000161813.21_2"	"LARP4"	chr12	+	50860741	50860903	50867197	50867319	50856364	50856413	50867781	50867890
587	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95576155	95576329	95580599	95580706	95575877	95575992	95581523	95581661
588	"ENSG00000187984.12_1"	"ANKRD19P"	chr9	+	95584491	95584559	95588806	95588860	95581523	95581661	95599058	95600022
590	"ENSG00000077232.16_2"	"DNAJC10"	chr2	+	183597225	183597269	183600975	183601113	183595756	183595834	183605025	183605115
592	"ENSG00000172794.19_2"	"RAB37"	chr17	+	72725394	72725505	72738392	72738434	72666716	72667797	72739267	72739334
607	"ENSG00000148660.20_1"	"CAMK2G"	chr10	-	75583797	75583842	75587846	75587879	75581435	75581488	75597225	75597269
629	"ENSG00000055332.16_2"	"EIF2AK2"	chr2	-	37349648	37349807	37353431	37353554	37347101	37347282	37362626	37362689
641	"ENSG00000238098.8_1"	"ABCA17P"	chr16	+	2429428	2429582	2436104	2436257	2423954	2424071	2445840	2445939
643	"ENSG00000162929.13_1"	"KIAA1841"	chr2	+	61304054	61304293	61308586	61308645	61298740	61298927	61310288	61310449
644	"ENSG00000121988.17_2"	"ZRANB3"	chr2	-	136103119	136103205	136107553	136107785	136072928	136073100	136111019	136111198
646	"ENSG00000091127.13_1"	"PUS7"	chr7	-	105111134	105111295	105112578	105112640	105108783	105108910	105121498	105121624
647	"ENSG00000091127.13_1"	"PUS7"	chr7	-	105111207	105111295	105112578	105112640	105108783	105108910	105121498	105121624
648	"ENSG00000101974.14_1"	"ATP11C"	chrX	-	138813809	138813914	138814593	138814684	138810944	138811121	138820074	138820228
651	"ENSG00000136536.14_1"	"MARCH7"	chr2	+	160599571	160599764	160602280	160602448	160585519	160585686	160604315	160605414
654	"ENSG00000165379.13_2"	"LRFN5"	chr14	+	42355808	42357213	42368119	42368163	42076772	42077765	42373360	42373752
655	"ENSG00000165379.13_2"	"LRFN5"	chr14	+	42355808	42357213	42368119	42368163	42236056	42236232	42373360	42373752
662	"ENSG00000137764.19_2"	"MAP2K5"	chr15	+	67855620	67855688	67873091	67873161	67842371	67842420	67878227	67878268
679	"ENSG00000119048.7_2"	"UBE2B"	chr5	+	133712359	133712385	133716409	133716499	133710073	133710154	133724015	133724104
681	"ENSG00000169398.19_2"	"PTK2"	chr8	-	141840570	141840625	141856358	141856421	141828978	141829119	141856697	141856777
682	"ENSG00000169398.19_2"	"PTK2"	chr8	-	141874410	141874498	141889569	141889736	141856697	141856777	141900641	141900868
683	"ENSG00000053524.11_1"	"MCF2L2"	chr3	-	183059327	183059418	183097084	183097199	183056587	183056707	183107483	183107567
684	"ENSG00000089123.15_2"	"TASP1"	chr20	-	13539654	13539761	13550153	13550233	13514668	13514788	13561543	13561628
687	"ENSG00000273000.5_2"	"KB-1572G7.2"	chr22	-	24025911	24026054	24029024	24029182	24002051	24002187	24032418	24032480
688	"ENSG00000152495.10_1"	"CAMK4"	chr5	+	110679721	110679800	110730407	110730480	110559783	110560342	110782383	110782474
689	"ENSG00000152495.10_1"	"CAMK4"	chr5	+	110679721	110679800	110710547	110710610	110560106	110560342	110730407	110730480
693	"ENSG00000143436.10_2"	"MRPL9"	chr1	-	151733291	151733375	151733926	151734028	151732118	151732657	151734580	151734631
694	"ENSG00000263715.7_2"	"CRHR1"	chr17	+	43893828	43893948	43898720	43898806	43884375	43884463	43906580	43906687
699	"ENSG00000143207.19_2"	"RFWD2"	chr1	-	176085759	176085817	176104145	176104222	176054911	176055026	176118141	176118210
703	"ENSG00000116667.12_2"	"C1orf21"	chr1	+	184476721	184476816	184559872	184559949	184446519	184446737	184567534	184567595
704	"ENSG00000118873.15_2"	"RAB3GAP2"	chr1	-	220383729	220383831	220384142	220384218	220379248	220379348	220384296	220384344
706	"ENSG00000152061.23_2"	"RABGAP1L"	chr1	+	174780969	174781098	174926593	174926686	174769069	174769638	174938413	174938524
717	"ENSG00000176783.14_2"	"RUFY1"	chr5	+	179020478	179020646	179021866	179021964	179018625	179018742	179023562	179023682
718	"ENSG00000186409.14_2"	"CCDC30"	chr1	+	42938792	42938974	42946131	42946237	42929024	42929328	42948333	42948487
720	"ENSG00000167522.14_2"	"ANKRD11"	chr16	-	89383340	89383483	89484691	89484776	89371613	89371752	89556652	89556969
736	"ENSG00000135596.17_2"	"MICAL1"	chr6	-	109770602	109770684	109770859	109770986	109769934	109770082	109771172	109771288
738	"ENSG00000204084.12_2"	"INPP5B"	chr1	-	38348478	38348590	38351309	38351497	38345756	38345866	38352559	38352676
741	"ENSG00000079156.16_1"	"OSBPL6"	chr2	+	179204398	179204491	179209012	179209087	179203717	179203821	179213950	179214116
743	"ENSG00000104812.14_2"	"GYS1"	chr19	-	49489106	49489292	49490450	49490642	49488717	49488862	49494558	49494740
749	"ENSG00000256861.1_2"	"RP11-512M8.5"	chr12	-	122726928	122727055	122729115	122729309	122724424	122724492	122734417	122734592
752	"ENSG00000078403.16_2"	"MLLT10"	chr10	+	21827761	21827841	21846549	21846753	21823573	21823733	21875222	21875277
757	"ENSG00000173258.12_2"	"ZNF483"	chr9	+	114289547	114290087	114293154	114293243	114287438	114287542	114296018	114296145
771	"ENSG00000070808.15_2"	"CAMK2A"	chr5	-	149607754	149607849	149610867	149610943	149602551	149602780	149618262	149618311
775	"ENSG00000170502.12_1"	"NUDT9"	chr4	+	88356132	88356372	88359428	88359524	88343733	88344164	88362980	88363067
779	"ENSG00000280828.1_2"	"RP11-274B21.1"	chr7	+	128214773	128214845	128231903	128232071	128173705	128173784	128248171	128248267
780	"ENSG00000280828.1_2"	"RP11-274B21.1"	chr7	+	128218943	128218987	128231903	128232071	128173705	128173784	128248171	128248267
781	"ENSG00000280828.1_2"	"RP11-274B21.1"	chr7	+	128218943	128218987	128231903	128232071	128214773	128214845	128248171	128248267
782	"ENSG00000280828.1_2"	"RP11-274B21.1"	chr7	+	128231903	128232071	128248171	128248267	128214773	128214845	128249540	128249633
783	"ENSG00000280828.1_2"	"RP11-274B21.1"	chr7	+	128231903	128232071	128248171	128248267	128218943	128218987	128249540	128249633
784	"ENSG00000280828.1_2"	"RP11-274B21.1"	chr7	+	128248171	128248267	128249540	128249633	128231903	128232071	128255913	128256024
796	"ENSG00000126583.10_1"	"PRKCG"	chr19	+	54407888	54407996	54409570	54409711	54406326	54406407	54409960	54410906
799	"ENSG00000162769.12_1"	"FLVCR1"	chr1	+	213037066	213037211	213046019	213046160	213031596	213032532	213056712	213056780
811	"ENSG00000130414.11_1"	"NDUFA10"	chr2	-	240929490	240929599	240944626	240944712	240896788	240900603	240946732	240946787
812	"ENSG00000178971.13_1"	"CTC1"	chr17	-	8132044	8132210	8132459	8132524	8131820	8131947	8132619	8132764
822	"ENSG00000079841.18_2"	"RIMS1"	chr6	+	72970407	72970470	72993749	72993821	72968688	72968814	73001636	73001749
825	"ENSG00000079841.18_2"	"RIMS1"	chr6	+	72993749	72993821	73000381	73000564	72984051	72984135	73001636	73001749
827	"ENSG00000106070.17_2"	"GRB10"	chr7	-	50771517	50771605	50799968	50800065	50742132	50742355	50823583	50823753
830	"ENSG00000049618.22_2"	"ARID1B"	chr6	+	157405795	157406039	157431605	157431695	157256599	157256710	157454161	157454341
833	"ENSG00000119801.12_1"	"YPEL5"	chr2	+	30371110	30371407	30378715	30378776	30369806	30369928	30379493	30379658
835	"ENSG00000164588.6_2"	"HCN1"	chr5	-	45396593	45396812	45461947	45462109	45353201	45353348	45645286	45645710
850	"ENSG00000242759.6_2"	"LINC00882"	chr3	-	106758921	106758963	106848734	106848839	106646681	106646841	106959289	106959479
867	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21329205	21329301	21377358	21377487	21308880	21308901	21415630	21415706
877	"ENSG00000101546.12_2"	"RBFA"	chr18	+	77798504	77798617	77802134	77802219	77797329	77797506	77804211	77804285
878	"ENSG00000183044.11_2"	"ABAT"	chr16	+	8829555	8829666	8839857	8839955	8806825	8807722	8841964	8841994
881	"ENSG00000242193.9_1"	"RP11-568K15.1"	chr1	-	177995289	177995390	178003839	178003936	177991545	177991803	178006828	178006936
890	"ENSG00000148468.16_1"	"FAM171A1"	chr10	-	15290637	15290814	15296719	15296878	15262942	15263059	15317853	15317946
892	"ENSG00000148516.21_2"	"ZEB1"	chr10	+	31661946	31662102	31676052	31676195	31608144	31608221	31749965	31750166
897	"ENSG00000013441.15_1"	"CLK1"	chr2	-	201719726	201719809	201721404	201721534	201719338	201719418	201722440	201722607
898	"ENSG00000164715.5_1"	"LMTK2"	chr7	+	97820039	97820189	97820925	97823884	97816188	97816310	97832885	97833018
911	"ENSG00000223705.9_1"	"NSUN5P1"	chr7	+	75039888	75040009	75042066	75042210	75039644	75039743	75044162	75044301
912	"ENSG00000076864.19_2"	"RAP1GAP"	chr1	-	21976253	21976289	21991703	21991810	21952796	21952890	21995003	21995086
916	"ENSG00000119636.15_2"	"BBOF1"	chr14	+	74512762	74512833	74514632	74514777	74507267	74507348	74522286	74522388
918	"ENSG00000100567.12_2"	"PSMA3"	chr14	+	58714467	58714550	58718841	58718960	58711563	58711659	58724462	58724564
919	"ENSG00000114786.16_2"	"ABHD14A-ACY1"	chr3	+	52012274	52012390	52014408	52014644	52011899	52012098	52018062	52018174
925	"ENSG00000168297.15_1"	"PXK"	chr3	+	58383331	58383449	58385025	58385104	58382765	58382927	58389588	58389637
926	"ENSG00000112290.12_2"	"WASF1"	chr6	-	110434528	110434663	110448671	110448832	110429730	110429884	110500641	110500905
933	"ENSG00000143889.15_2"	"HNRNPLL"	chr2	-	38812785	38813023	38818671	38818790	38810982	38811068	38829579	38829742
934	"ENSG00000171509.15_2"	"RXFP1"	chr4	+	159493849	159493987	159514552	159514651	159442865	159443177	159520477	159520583
935	"ENSG00000171509.15_2"	"RXFP1"	chr4	+	159493849	159494011	159514552	159514651	159442865	159443177	159520477	159520583
936	"ENSG00000171509.15_2"	"RXFP1"	chr4	+	159554556	159554628	159560411	159560483	159549789	159549861	159572908	159573207
955	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104866345	104866463	104899162	104899236	104865462	104865558	104934614	104934739
956	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104871501	104871562	104899162	104899236	104865462	104865558	104934614	104934739
958	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104899162	104899236	104934614	104934739	104866345	104866463	104952992	104953029
959	"ENSG00000080224.17_2"	"EPHA6"	chr3	+	96585668	96585733	96706173	96706837	96533424	96533852	96945107	96945263
975	"ENSG00000130177.14_1"	"CDC16"	chr13	+	115016023	115016149	115022552	115022705	115012405	115012479	115024809	115024873
979	"ENSG00000091129.19_2"	"NRCAM"	chr7	-	107808721	107808847	107815766	107815802	107807365	107807518	107816874	107817051
982	"ENSG00000134769.21_2"	"DTNA"	chr18	+	32409363	32409453	32418708	32418801	32407556	32407640	32428259	32428347
983	"ENSG00000134769.21_2"	"DTNA"	chr18	+	32418057	32418135	32418708	32418801	32407556	32407640	32428259	32428347
991	"ENSG00000198707.14_2"	"CEP290"	chr12	-	88486457	88486609	88487546	88487752	88484504	88484616	88490664	88490776
992	"ENSG00000198707.14_2"	"CEP290"	chr12	-	88524321	88524342	88524941	88524995	88524044	88524197	88530419	88530563
999	"ENSG00000271147.7_2"	"ARMCX5-GPRASP2"	chrX	+	101856391	101856437	101856807	101856905	101854453	101854775	101860409	101860581
1007	"ENSG00000155849.15_2"	"ELMO1"	chr7	-	36917614	36917722	36927164	36927277	36901263	36901341	36934458	36934622
