ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3698	"ENSG00000114735.9_2"	"HEMK1"	chr3	+	50617274	50617660	50617274	50617370	50617546	50617660
3699	"ENSG00000229972.7_2"	"IQCF3"	chr3	+	51863289	51863509	51863289	51863322	51863438	51863509
3700	"ENSG00000132507.17_1"	"EIF5A"	chr17	+	7214668	7214970	7214668	7214800	7214896	7214970
3715	"ENSG00000237441.9_1"	"RGL2"	chr6	-	33261571	33261843	33261571	33261693	33261810	33261843
3723	"ENSG00000105393.15_2"	"BABAM1"	chr19	+	17379602	17379900	17379602	17379747	17379850	17379900
3728	"ENSG00000135775.13_1"	"COG2"	chr1	+	230805101	230807386	230805101	230805281	230807261	230807386
3735	"ENSG00000065000.15_2"	"AP3D1"	chr19	-	2109084	2109957	2109084	2109124	2109871	2109957
3736	"ENSG00000065000.15_2"	"AP3D1"	chr19	-	2109084	2109957	2109084	2109206	2109871	2109957
3776	"ENSG00000148824.18_2"	"MTG1"	chr10	+	135215652	135216277	135215652	135215749	135216195	135216277
3823	"ENSG00000132463.13_2"	"GRSF1"	chr4	-	71691012	71691962	71691012	71691148	71691840	71691962
3828	"ENSG00000165802.20_2"	"NSMF"	chr9	-	140347187	140347632	140347187	140347271	140347507	140347632
3829	"ENSG00000165802.20_2"	"NSMF"	chr9	-	140347187	140348272	140347187	140347632	140348182	140348272
3831	"ENSG00000135423.12_1"	"GLS2"	chr12	-	56869407	56869761	56869407	56869466	56869728	56869761
3859	"ENSG00000104497.13_2"	"SNX16"	chr8	-	82751846	82752317	82751846	82751986	82752073	82752317
3899	"ENSG00000111300.9_2"	"NAA25"	chr12	-	112477032	112478382	112477032	112477143	112478284	112478382
3907	"ENSG00000137802.13_2"	"MAPKBP1"	chr15	+	42104713	42105299	42104713	42104851	42105116	42105299
3936	"ENSG00000176454.13_2"	"LPCAT4"	chr15	-	34656394	34656507	34656394	34656425	34656426	34656507
4000	"ENSG00000165819.11_2"	"METTL3"	chr14	-	21967168	21967744	21967168	21967281	21967635	21967744
4001	"ENSG00000165819.11_2"	"METTL3"	chr14	-	21971315	21971720	21971315	21971434	21971648	21971720
4002	"ENSG00000165819.11_2"	"METTL3"	chr14	-	21971315	21971972	21971315	21971720	21971806	21971972
4015	"ENSG00000198208.11_2"	"RPS6KL1"	chr14	-	75377950	75378544	75377950	75378083	75378496	75378544
4074	"ENSG00000183474.15_1"	"GTF2H2C"	chr5	+	68874538	68874935	68874538	68874629	68874847	68874935
4128	"ENSG00000100288.19_2"	"CHKB"	chr22	-	51018618	51018845	51018618	51018700	51018786	51018845
4129	"ENSG00000100288.19_2"	"CHKB"	chr22	-	51020177	51020786	51020177	51020291	51020677	51020786
4152	"ENSG00000188070.9_2"	"C11orf95"	chr11	-	63532339	63532726	63532339	63532391	63532514	63532726
4156	"ENSG00000187391.19_2"	"MAGI2"	chr7	-	77885259	77885898	77885259	77885475	77885564	77885898
4228	"ENSG00000100031.18_2"	"GGT1"	chr22	+	25006216	25006498	25006216	25006303	25006380	25006498
4229	"ENSG00000100031.18_2"	"GGT1"	chr22	+	25006216	25006498	25006216	25006303	25006421	25006498
4324	"ENSG00000140829.11_1"	"DHX38"	chr16	+	72132825	72133179	72132825	72132944	72133102	72133179
4398	"ENSG00000105675.8_2"	"ATP4A"	chr19	-	36045823	36046236	36045823	36045978	36046067	36046236
4427	"ENSG00000167733.13_2"	"HSD11B1L"	chr19	+	5684829	5685130	5684829	5684916	5684999	5685130
4428	"ENSG00000167733.13_2"	"HSD11B1L"	chr19	+	5684829	5685130	5684829	5684916	5685003	5685130
4437	"ENSG00000168591.15_2"	"TMUB2"	chr17	+	42266302	42266667	42266302	42266459	42266574	42266667
4439	"ENSG00000171858.17_1"	"RPS21"	chr20	+	60963364	60963575	60963364	60963420	60963512	60963575
4468	"ENSG00000111752.10_1"	"PHC1"	chr12	+	9075228	9075384	9075228	9075252	9075328	9075384
4487	"ENSG00000159352.15_2"	"PSMD4"	chr1	+	151237307	151237710	151237307	151237394	151237641	151237710
4521	"ENSG00000137312.14_1"	"FLOT1"	chr6	-	30708966	30709481	30708966	30709110	30709390	30709481
4522	"ENSG00000137312.14_1"	"FLOT1"	chr6	-	30708966	30709481	30708966	30709110	30709438	30709481
4531	"ENSG00000154743.17_1"	"TSEN2"	chr3	+	12571260	12573158	12571260	12571372	12573068	12573158
4579	"ENSG00000107551.20_2"	"RASSF4"	chr10	+	45465612	45467296	45465612	45465712	45467220	45467296
4585	"ENSG00000110497.14_2"	"AMBRA1"	chr11	-	46563494	46564948	46563494	46564531	46564801	46564948
4673	"ENSG00000164049.14_1"	"FBXW12"	chr3	+	48423189	48423575	48423189	48423368	48423444	48423575
4689	"ENSG00000213213.13_2"	"CCDC183"	chr9	+	139700529	139701124	139700529	139700690	139700955	139701124
4690	"ENSG00000213213.13_2"	"CCDC183"	chr9	+	139700529	139701319	139700529	139701124	139701208	139701319
4726	"ENSG00000175267.14_1"	"VWA3A"	chr16	+	22111514	22111814	22111514	22111639	22111736	22111814
4768	"ENSG00000171953.15_2"	"ATPAF2"	chr17	-	17924436	17924977	17924436	17924552	17924735	17924977
4818	"ENSG00000167965.17_2"	"MLST8"	chr16	+	2258450	2259413	2258450	2258614	2258759	2259413
4832	"ENSG00000166473.17_2"	"PKD1L2"	chr16	-	81198248	81199568	81198248	81198375	81199443	81199568
4833	"ENSG00000076344.15_2"	"RGS11"	chr16	-	324213	325082	324213	324265	324975	325082
4864	"ENSG00000155816.19_2"	"FMN2"	chr1	+	240497408	240497529	240497408	240497418	240497420	240497529
4878	"ENSG00000141425.17_2"	"RPRD1A"	chr18	-	33569786	33573263	33569786	33570558	33573064	33573263
4910	"ENSG00000160294.10_2"	"MCM3AP"	chr21	-	47666220	47666800	47666220	47666318	47666541	47666800
4930	"ENSG00000032742.17_2"	"IFT88"	chr13	+	21141808	21142136	21141808	21141924	21142023	21142136
4980	"ENSG00000155666.11_1"	"KDM8"	chr16	+	27221413	27221942	27221413	27221688	27221902	27221942
4992	"ENSG00000170889.13_2"	"RPS9"	chr19	+	54710143	54710592	54710143	54710330	54710420	54710592
4993	"ENSG00000170889.13_2"	"RPS9"	chr19	+	54710420	54711515	54710420	54710592	54711265	54711515
5053	"ENSG00000007392.16_2"	"LUC7L"	chr16	-	277240	278401	277240	277335	278331	278401
5065	"ENSG00000130822.15_2"	"PNCK"	chrX	-	152936739	152937127	152936739	152936815	152937003	152937127
5066	"ENSG00000130822.15_2"	"PNCK"	chrX	-	152936739	152937127	152936739	152936888	152937007	152937127
5068	"ENSG00000130822.15_2"	"PNCK"	chrX	-	152938020	152938533	152938020	152938121	152938463	152938533
5069	"ENSG00000130822.15_2"	"PNCK"	chrX	-	152938020	152938533	152938020	152938152	152938463	152938533
5070	"ENSG00000130822.15_2"	"PNCK"	chrX	-	152938020	152938533	152938020	152938239	152938463	152938533
5075	"ENSG00000168970.22_2"	"JMJD7-PLA2G4B"	chr15	+	42137400	42137973	42137400	42137518	42137835	42137973
5076	"ENSG00000168970.22_2"	"JMJD7-PLA2G4B"	chr15	+	42138140	42138580	42138140	42138245	42138400	42138580
5088	"ENSG00000214021.15_2"	"TTLL3"	chr3	+	9868680	9868924	9868680	9868756	9868898	9868924
5136	"ENSG00000170919.15_2"	"TPT1-AS1"	chr13	+	45953329	45954136	45953329	45953470	45954033	45954136
5137	"ENSG00000170919.15_2"	"TPT1-AS1"	chr13	+	45953329	45954136	45953329	45953470	45954060	45954136
5144	"ENSG00000177728.15_2"	"TMEM94"	chr17	+	73489009	73489674	73489009	73489183	73489571	73489674
5163	"ENSG00000101444.12_2"	"AHCY"	chr20	-	32878137	32878444	32878137	32878255	32878356	32878444
5196	"ENSG00000111344.11_2"	"RASAL1"	chr12	-	113565616	113565983	113565616	113565678	113565869	113565983
5200	"ENSG00000143847.15_1"	"PPFIA4"	chr1	+	203044704	203047863	203044704	203044885	203045468	203047863
5218	"ENSG00000100395.14_1"	"L3MBTL2"	chr22	+	41623092	41623873	41623092	41623327	41623807	41623873
5237	"ENSG00000181789.14_1"	"COPG1"	chr3	+	128971465	128971798	128971465	128971537	128971718	128971798
5333	"ENSG00000074266.18_2"	"EED"	chr11	+	85974986	85977258	85974986	85975305	85977124	85977258
5350	"ENSG00000005007.12_1"	"UPF1"	chr19	+	18976097	18976587	18976097	18976259	18976369	18976587
5390	"ENSG00000137161.16_1"	"CNPY3"	chr6	+	42903311	42903408	42903311	42903360	42903361	42903408
5404	"ENSG00000214176.9_2"	"PLEKHM1P1"	chr17	-	62817884	62818511	62817884	62818170	62818371	62818511
5511	"ENSG00000226091.7_2"	"LINC00937"	chr12	-	8542865	8543565	8542865	8543107	8543497	8543565
5544	"ENSG00000064607.16_1"	"SUGP2"	chr19	-	19135427	19137035	19135427	19136265	19136663	19137035
5602	"ENSG00000282827.1_2"	"ATRIP"	chr3	+	48501508	48502198	48501508	48501818	48502107	48502198
5612	"ENSG00000164828.17_2"	"SUN1"	chr7	+	892245	892589	892245	892304	892446	892589
5613	"ENSG00000164828.17_2"	"SUN1"	chr7	+	892245	892589	892245	892304	892449	892589
5647	"ENSG00000005700.14_1"	"IBTK"	chr6	-	82900789	82901596	82900789	82900933	82901503	82901596
5664	"ENSG00000196352.14_1"	"CD55"	chr1	+	207510037	207510754	207510037	207510288	207510291	207510754
5665	"ENSG00000196352.14_1"	"CD55"	chr1	+	207510037	207510754	207510037	207510163	207510673	207510754
5675	"ENSG00000106123.11_1"	"EPHB6"	chr7	+	142560513	142561085	142560513	142560591	142560884	142561085
5676	"ENSG00000106123.11_1"	"EPHB6"	chr7	+	142560513	142561085	142560513	142560591	142560888	142561085
5679	"ENSG00000196440.11_1"	"ARMCX4"	chrX	+	100786630	100788446	100786630	100786999	100788070	100788446
5698	"ENSG00000100167.19_1"	"SEPT3"	chr22	+	42390624	42394225	42390624	42390718	42392905	42394225
5763	"ENSG00000103174.11_2"	"NAGPA"	chr16	-	5077135	5077380	5077135	5077199	5077278	5077380
