ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
192	"ENSG00000172613.7_2"	"RAD9A"	chr11	+	67161193	67161261	67160966	67161081	67163186	67163278
205	"ENSG00000081760.16_2"	"AACS"	chr12	+	125591666	125591814	125587545	125587627	125599022	125599103
207	"ENSG00000081760.16_2"	"AACS"	chr12	+	125609250	125609315	125602112	125603311	125612706	125612820
208	"ENSG00000081760.16_2"	"AACS"	chr12	+	125609250	125609570	125603186	125603311	125612706	125612820
209	"ENSG00000081760.16_2"	"AACS"	chr12	+	125609447	125609570	125604403	125609315	125612706	125612820
213	"ENSG00000048828.16_2"	"FAM120A"	chr9	+	96261071	96261168	96259752	96259881	96277948	96278049
215	"ENSG00000048828.16_2"	"FAM120A"	chr9	+	96294436	96294611	96291634	96291862	96305503	96305753
220	"ENSG00000268163.1_2"	"AC004076.9"	chr19	-	57967493	57967550	57966815	57967111	57988001	57988040
238	"ENSG00000096080.11_2"	"MRPS18A"	chr6	-	43646254	43646362	43642938	43643354	43648825	43648857
254	"ENSG00000002746.14_2"	"HECW1"	chr7	+	43495895	43496046	43483816	43485169	43503258	43503398
256	"ENSG00000255624.2_1"	"RP11-564D11.3"	chr10	+	124643240	124643447	124641113	124641183	124647784	124648239
259	"ENSG00000211456.10_1"	"SACM1L"	chr3	+	45776726	45776865	45773544	45773643	45779074	45779144
260	"ENSG00000211456.10_1"	"SACM1L"	chr3	+	45776737	45776865	45773544	45773643	45779074	45779144
262	"ENSG00000111877.17_2"	"MCM9"	chr6	-	119147309	119147455	119134604	119137457	119147944	119148027
263	"ENSG00000111877.17_2"	"MCM9"	chr6	-	119149089	119149293	119147944	119148027	119150210	119150413
266	"ENSG00000081052.11_1"	"COL4A4"	chr2	-	227942609	227942793	227927245	227927314	227945158	227945265
272	"ENSG00000177119.15_2"	"ANO6"	chr12	+	45810481	45810687	45803139	45803270	45814853	45815000
273	"ENSG00000175170.14_2"	"FAM182B"	chr20	-	25829340	25829584	25755658	25755972	25843695	25843837
290	"ENSG00000182050.13_2"	"MGAT4C"	chr12	-	87120985	87121018	86828933	86829042	87232442	87232662
317	"ENSG00000198382.8_2"	"UVRAG"	chr11	+	75590922	75591084	75572790	75572825	75599872	75599947
336	"ENSG00000130475.14_1"	"FCHO1"	chr19	+	17877477	17877619	17875183	17875258	17881233	17881272
338	"ENSG00000115421.12_1"	"PAPOLG"	chr2	+	60995604	60995686	60988875	60988942	60995915	60996025
345	"ENSG00000141543.9_2"	"EIF4A3"	chr17	-	78115580	78115647	78113873	78113939	78117970	78118043
373	"ENSG00000133069.15_2"	"TMCC2"	chr1	+	205210632	205211172	205197303	205197899	205238077	205239012
376	"ENSG00000152208.12_2"	"GRID2"	chr4	+	93511281	93511437	93224772	93225895	94006145	94006430
382	"ENSG00000109184.14_1"	"DCUN1D4"	chr4	+	52740436	52740551	52729835	52729875	52743928	52743964
398	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110385060	110385309	110376969	110377052	110390896	110391039
401	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110389016	110389121	110376969	110377052	110390896	110391039
402	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403379	110399417	110399490	110405118	110405124
403	"ENSG00000139436.20_2"	"GIT2"	chr12	-	110403330	110403382	110399417	110399490	110405118	110405124
416	"ENSG00000184083.11_1"	"FAM120C"	chrX	-	54162923	54163023	54161960	54162037	54177677	54177806
421	"ENSG00000144935.14_1"	"TRPC1"	chr3	+	142455220	142455375	142442915	142443573	142462326	142462428
427	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42573458	42573597	42571325	42571456	42574326	42574389
428	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42604748	42604932	42603155	42603284	42607946	42608008
429	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42607946	42608008	42604748	42604932	42609319	42609430
430	"ENSG00000024048.10_1"	"UBR2"	chr6	+	42623358	42623461	42620228	42620383	42625761	42625871
434	"ENSG00000189180.15_1"	"ZNF33A"	chr10	+	38343302	38343439	38306218	38306314	38353015	38354016
439	"ENSG00000269897.5_2"	"COMMD3-BMI1"	chr10	+	22607200	22607235	22607033	22607097	22607581	22607642
440	"ENSG00000269897.5_2"	"COMMD3-BMI1"	chr10	+	22607887	22607947	22607200	22607235	22615359	22615450
486	"ENSG00000248049.6_2"	"UBA6-AS1"	chr4	+	68586139	68586769	68567078	68567202	68594257	68594404
487	"ENSG00000248049.6_2"	"UBA6-AS1"	chr4	+	68620906	68620973	68597223	68598063	68656165	68656229
500	"ENSG00000164307.12_2"	"ERAP1"	chr5	-	96124233	96124388	96122173	96122253	96125998	96126070
502	"ENSG00000164307.12_2"	"ERAP1"	chr5	-	96140523	96140643	96139242	96139642	96143562	96143625
507	"ENSG00000115239.21_2"	"ASB3"	chr2	-	53943702	53943880	53941520	53941718	53955848	53955984
522	"ENSG00000146267.11_1"	"FAXC"	chr6	-	99739579	99739696	99719044	99729329	99781226	99781423
523	"ENSG00000146267.11_1"	"FAXC"	chr6	-	99771319	99771543	99739579	99739696	99781226	99781423
525	"ENSG00000146267.11_1"	"FAXC"	chr6	-	99796982	99797104	99790773	99790909	99797891	99797938
531	"ENSG00000221914.8_2"	"PPP2R2A"	chr8	+	26221236	26221406	26220199	26220364	26223830	26223922
532	"ENSG00000115084.12_1"	"SLC35F5"	chr2	-	114475329	114475425	114472223	114472772	114476730	114476821
533	"ENSG00000115084.12_1"	"SLC35F5"	chr2	-	114475329	114475427	114470368	114472772	114476730	114476857
535	"ENSG00000169126.15_2"	"ARMC4"	chr10	-	28228825	28228936	28225654	28225809	28229491	28229734
536	"ENSG00000169126.15_2"	"ARMC4"	chr10	-	28270394	28270511	28260036	28260242	28272771	28272908
561	"ENSG00000261499.2_1"	"CH17-260O16.1"	chr17	-	36358124	36358158	36357157	36357272	36358298	36358395
568	"ENSG00000104723.20_2"	"TUSC3"	chr8	+	15588174	15588238	15531255	15531345	15601046	15601121
569	"ENSG00000104723.20_2"	"TUSC3"	chr8	+	15600954	15601121	15531271	15531345	15621711	15621927
570	"ENSG00000104723.20_2"	"TUSC3"	chr8	+	15601046	15601121	15531255	15531345	15621711	15622122
579	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10894153	10894195	10868808	10868953	10902393	10902463
580	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10894153	10894195	10868808	10868953	10912341	10912464
584	"ENSG00000166676.14_1"	"TVP23A"	chr16	-	10911959	10912039	10868808	10868953	10912341	10912457
586	"ENSG00000112584.13_1"	"FAM120B"	chr6	+	170632166	170632347	170626457	170628212	170639536	170639638
596	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44396230	44396303	44379610	44379811	44399232	44399368
597	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44396230	44396303	44379610	44379811	44402856	44403010
598	"ENSG00000179152.19_1"	"TCAIM"	chr3	+	44399232	44399368	44379610	44379811	44402856	44403010
607	"ENSG00000133794.17_2"	"ARNTL"	chr11	+	13375847	13375995	13371491	13371617	13378285	13378324
621	"ENSG00000055609.17_2"	"KMT2C"	chr7	-	151892991	151893096	151891524	151891653	151896363	151896544
623	"ENSG00000107864.14_1"	"CPEB3"	chr10	-	93851586	93851701	93841076	93841258	93870832	93870951
624	"ENSG00000236155.6_1"	"RP11-231P20.2"	chr1	+	26549867	26550092	26549103	26549261	26551591	26551762
638	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162480620	162480718	162477424	162477488	162565203	162565339
641	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162565203	162565339	162480620	162480718	162627482	162627564
644	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162566271	162566398	162565203	162565339	162567127	162567261
647	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162627482	162627564	162480847	162481076	162660958	162661105
648	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162660958	162661105	162627482	162627564	162696298	162696386
650	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162738866	162738954	162735640	162735798	162751188	162751335
652	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162760513	162760688	162757420	162757521	162762151	162762397
653	"ENSG00000144290.16_2"	"SLC4A10"	chr2	+	162761285	162761419	162760513	162760688	162762151	162762397
658	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111706887	111707017	111680366	111680497	111708190	111708338
659	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111711377	111711532	111708971	111709101	111715323	111715446
664	"ENSG00000086848.14_2"	"ALG9"	chr11	-	111740954	111741093	111739324	111739459	111742074	111742145
671	"ENSG00000232745.2"	"ANKRD20A14P"	chr1	+	142824916	142825096	142823388	142823552	142826263	142827235
672	"ENSG00000103404.14_2"	"USP31"	chr16	-	23093758	23093878	23090299	23091492	23096180	23096310
679	"ENSG00000040199.18_1"	"PHLPP2"	chr16	-	71718378	71718504	71715653	71715808	71724421	71724612
680	"ENSG00000249673.6_1"	"NOP14-AS1"	chr4	+	2939701	2939869	2939478	2939571	2940419	2940519
691	"ENSG00000172339.9_1"	"ALG14"	chr1	-	95492684	95492816	95439962	95448862	95530421	95530573
695	"ENSG00000133056.13_2"	"PIK3C2B"	chr1	-	204402920	204403077	204402443	204402553	204403566	204403736
696	"ENSG00000133056.13_2"	"PIK3C2B"	chr1	-	204408062	204408199	204403566	204403736	204409319	204409449
712	"ENSG00000065325.12_1"	"GLP2R"	chr17	+	9745811	9745933	9739687	9739792	9757811	9757918
714	"ENSG00000105197.10_2"	"TIMM50"	chr19	+	39973524	39973556	39972522	39972673	39973774	39973796
715	"ENSG00000105197.10_2"	"TIMM50"	chr19	+	39973524	39973603	39972522	39972673	39973774	39973796
718	"ENSG00000105197.10_2"	"TIMM50"	chr19	+	39975791	39975903	39973774	39973796	39976183	39976242
719	"ENSG00000105197.10_2"	"TIMM50"	chr19	+	39976183	39976242	39973774	39973796	39976327	39976447
723	"ENSG00000151665.12_2"	"PIGF"	chr2	-	46842075	46842324	46840832	46840924	46844108	46844190
728	"ENSG00000077080.9_1"	"ACTL6B"	chr7	-	100244373	100244454	100244173	100244269	100244593	100244708
730	"ENSG00000106638.15_1"	"TBL2"	chr7	-	72987173	72987300	72985518	72985671	72987649	72987801
746	"ENSG00000178741.11_1"	"COX5A"	chr15	-	75219106	75219228	75215934	75216111	75221456	75221573
749	"ENSG00000147408.14_2"	"CSGALNACT1"	chr8	-	19315936	19316153	19297340	19297442	19362711	19363641
750	"ENSG00000147408.14_2"	"CSGALNACT1"	chr8	-	19362711	19363641	19315936	19316153	19459281	19459376
751	"ENSG00000147408.14_2"	"CSGALNACT1"	chr8	-	19442676	19442828	19362711	19363641	19459281	19459376
752	"ENSG00000147408.14_2"	"CSGALNACT1"	chr8	-	19448670	19448789	19362711	19363641	19459281	19459376
754	"ENSG00000147408.14_2"	"CSGALNACT1"	chr8	-	19459281	19459376	19362711	19363641	19614696	19614816
760	"ENSG00000162878.12_1"	"PKDCC"	chr2	+	42280378	42280501	42275159	42275978	42281175	42281447
769	"ENSG00000114353.16_2"	"GNAI2"	chr3	+	50294368	50294522	50294154	50294284	50294931	50295146
773	"ENSG00000104312.7_1"	"RIPK2"	chr8	+	90796277	90796367	90792302	90792388	90798820	90798914
774	"ENSG00000150625.16_2"	"GPM6A"	chr4	-	176594830	176594987	176572977	176573138	176622725	176622918
775	"ENSG00000150625.16_2"	"GPM6A"	chr4	-	176594842	176594987	176573063	176573138	176622725	176622918
776	"ENSG00000150625.16_2"	"GPM6A"	chr4	-	176702359	176702448	176622725	176622918	176733341	176733415
777	"ENSG00000150625.16_2"	"GPM6A"	chr4	-	176708022	176708068	176622725	176622918	176708486	176708538
779	"ENSG00000150625.16_2"	"GPM6A"	chr4	-	176733341	176733400	176622725	176622918	176923459	176923483
780	"ENSG00000150625.16_2"	"GPM6A"	chr4	-	176812613	176812841	176733347	176733400	176882387	176882492
781	"ENSG00000150625.16_2"	"GPM6A"	chr4	-	176882387	176882492	176622725	176622918	176892023	176892098
782	"ENSG00000150625.16_2"	"GPM6A"	chr4	-	176882387	176882492	176622725	176622918	176923459	176923507
786	"ENSG00000117569.18_1"	"PTBP2"	chr1	+	97243140	97243305	97236263	97236407	97243391	97243502
788	"ENSG00000198887.8_2"	"SMC5"	chr9	+	72901115	72901187	72897337	72897499	72912881	72913137
789	"ENSG00000198887.8_2"	"SMC5"	chr9	+	72920162	72920276	72914961	72915116	72929657	72929752
792	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168272893	168273057	168271062	168271178	168276014	168276175
793	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168272896	168273057	168271062	168271178	168276014	168276175
796	"ENSG00000130396.20_2"	"MLLT4"	chr6	+	168348532	168348624	168347386	168347581	168348972	168349158
801	"ENSG00000272168.6_2"	"CASC15"	chr6	+	21979173	21979291	21909700	21909834	22020567	22020771
805	"ENSG00000272168.6_2"	"CASC15"	chr6	+	22174226	22174291	22147113	22147299	22191795	22191885
806	"ENSG00000023839.10_1"	"ABCC2"	chr10	+	101601723	101601850	101595847	101596047	101603555	101603657
809	"ENSG00000236816.2_1"	"ANKRD20A7P"	chr9	-	44110475	44110583	44109300	44109435	44118241	44118444
812	"ENSG00000261052.5_2"	"SULT1A3"	chr16	+	30212516	30212614	30212301	30212427	30214010	30214137
816	"ENSG00000243696.4_2"	"RP5-966M1.6"	chr3	-	52848224	52848379	52847990	52848087	52850899	52851074
823	"ENSG00000076067.11_1"	"RBMS2"	chr12	+	56982715	56982802	56982077	56982158	56982923	56983287
834	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70164325	70164447	70162686	70163025	70165204	70165322
835	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70164325	70164447	70162686	70163025	70166053	70166203
836	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70165204	70165322	70162861	70163025	70166053	70166203
838	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70172801	70172926	70170096	70170289	70176136	70176292
839	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70177412	70177561	70176373	70176589	70178323	70178436
841	"ENSG00000090857.13_1"	"PDPR"	chr16	+	70182366	70182456	70179706	70180131	70190377	70190762
853	"ENSG00000171843.15_1"	"MLLT3"	chr9	-	20456701	20456784	20448120	20448264	20620652	20620833
864	"ENSG00000166800.9_1"	"LDHAL6A"	chr11	+	18485507	18485625	18477430	18478353	18487183	18487357
869	"ENSG00000106263.17_1"	"EIF3B"	chr7	+	2411411	2411484	2409106	2409317	2412307	2412430
875	"ENSG00000100991.11_1"	"TRPC4AP"	chr20	-	33608992	33609135	33603810	33603942	33622925	33623111
876	"ENSG00000100991.11_1"	"TRPC4AP"	chr20	-	33608992	33609159	33603810	33603942	33622925	33623111
877	"ENSG00000100991.11_1"	"TRPC4AP"	chr20	-	33632307	33632515	33622925	33623111	33637668	33637797
884	"ENSG00000204149.10_2"	"AGAP6"	chr10	+	51747880	51747975	51746924	51746994	51748510	51748698
885	"ENSG00000204149.10_2"	"AGAP6"	chr10	+	51748510	51748698	51746924	51746994	51749067	51749136
887	"ENSG00000204149.10_2"	"AGAP6"	chr10	+	51751435	51751504	51749067	51749136	51754154	51754189
909	"ENSG00000104450.12_1"	"SPAG1"	chr8	+	101226046	101226146	101225317	101225656	101232506	101232659
911	"ENSG00000104450.12_1"	"SPAG1"	chr8	+	101243383	101243516	101237400	101237567	101251467	101251632
912	"ENSG00000104450.12_1"	"SPAG1"	chr8	+	101245638	101245765	101243383	101243516	101251467	101251632
917	"ENSG00000065621.14_1"	"GSTO2"	chr10	+	106039127	106039229	106037651	106037874	106045692	106045748
919	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32608479	32608690	32605384	32605475	32610139	32610278
920	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32608557	32608690	32605343	32605475	32610139	32610227
922	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32608591	32608690	32605383	32605475	32610139	32610278
925	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32610557	32610681	32610139	32610278	32611092	32611149
926	"ENSG00000149100.12_2"	"EIF3M"	chr11	+	32611092	32611187	32605377	32605475	32615411	32615495
928	"ENSG00000257267.2_1"	"ZNF271P"	chr18	+	32870973	32871196	32870245	32870355	32885939	32890730
931	"ENSG00000165525.17_1"	"NEMF"	chr14	-	50251809	50251853	50251642	50251722	50251937	50252038
939	"ENSG00000113100.9_2"	"CDH9"	chr5	-	26903745	26903933	26902584	26902838	26906067	26906235
942	"ENSG00000152377.13_1"	"SPOCK1"	chr5	-	136328172	136328289	136324110	136324332	136403403	136403518
946	"ENSG00000138835.22_2"	"RGS3"	chr9	+	116223986	116224140	116222524	116222616	116224300	116224481
954	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100053652	100053769	100053135	100053184	100056228	100056392
956	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100080744	100080864	100079346	100079510	100082407	100082487
957	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100090301	100090428	100088835	100088951	100092435	100092475
958	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100109595	100109771	100105621	100105845	100111392	100111573
959	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100109595	100109948	100105621	100105845	100111392	100111573
962	"ENSG00000255036.6_2"	"RP11-23J9.4"	chr9	+	100128840	100128982	100127954	100128021	100132203	100132364
963	"ENSG00000116898.11_1"	"MRPS15"	chr1	-	36923523	36923582	36921787	36921979	36926292	36926377
1001	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99194774	99194903	99192707	99192783	99225806	99225914
1009	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99225806	99225914	99194774	99194903	99288407	99288639
1012	"ENSG00000185046.18_2"	"ANKS1B"	chr12	-	99793408	99793589	99640052	99640642	99837450	99837587
1018	"ENSG00000197872.11_2"	"FAM49A"	chr2	-	16736336	16736407	16730726	16734267	16740727	16740854
1019	"ENSG00000197872.11_2"	"FAM49A"	chr2	-	16769317	16769397	16746913	16747035	16805131	16805287
1033	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13395881	13396020	13394080	13394210	13397316	13397335
1034	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13443682	13443739	13441057	13441147	13445191	13445250
1035	"ENSG00000141837.19_2"	"CACNA1A"	chr19	-	13446619	13446723	13444453	13445307	13470419	13470613
1054	"ENSG00000077097.14_2"	"TOP2B"	chr3	-	25646250	25646361	25642590	25642716	25647533	25647613
1078	"ENSG00000119899.12_1"	"SLC17A5"	chr6	-	74331526	74331685	74325037	74325170	74345104	74345223
1079	"ENSG00000119899.12_1"	"SLC17A5"	chr6	-	74354129	74354326	74351413	74351647	74363515	74363878
1088	"ENSG00000169193.11_2"	"CCDC126"	chr7	+	23650789	23651172	23637585	23637670	23682549	23682555
1109	"ENSG00000105397.13_2"	"TYK2"	chr19	-	10463109	10463227	10461727	10461838	10463601	10463774
1110	"ENSG00000105397.13_2"	"TYK2"	chr19	-	10464203	10464322	10463601	10463774	10464717	10464779
1144	"ENSG00000166839.16_2"	"ANKDD1A"	chr15	+	65214119	65214218	65204100	65204163	65223019	65223118
1145	"ENSG00000166839.16_2"	"ANKDD1A"	chr15	+	65235679	65235778	65234663	65234762	65239623	65239813
1155	"ENSG00000150938.9_1"	"CRIM1"	chr2	+	36623756	36623930	36583068	36583766	36669757	36669878
1156	"ENSG00000150938.9_1"	"CRIM1"	chr2	+	36623756	36623930	36583068	36583766	36704031	36704214
1157	"ENSG00000150938.9_1"	"CRIM1"	chr2	+	36668400	36668643	36583585	36583766	36669757	36669878
1158	"ENSG00000150938.9_1"	"CRIM1"	chr2	+	36668400	36668643	36623756	36623930	36669757	36669878
1159	"ENSG00000150938.9_1"	"CRIM1"	chr2	+	36669757	36669878	36583068	36583766	36704031	36704214
1160	"ENSG00000150938.9_1"	"CRIM1"	chr2	+	36669757	36669878	36623756	36623930	36704031	36704214
1161	"ENSG00000150938.9_1"	"CRIM1"	chr2	+	36691676	36691798	36669757	36669878	36704031	36704214
1162	"ENSG00000150938.9_1"	"CRIM1"	chr2	+	36764494	36764689	36749234	36749456	36771518	36771641
1189	"ENSG00000165475.13_1"	"CRYL1"	chr13	-	21013731	21013893	21006240	21006435	21063508	21063575
1195	"ENSG00000133958.13_2"	"UNC79"	chr14	+	93954008	93954101	93943903	93944074	93990323	93990388
1196	"ENSG00000133958.13_2"	"UNC79"	chr14	+	94044187	94044409	94041403	94041544	94046494	94046722
1197	"ENSG00000133958.13_2"	"UNC79"	chr14	+	94060025	94060183	94053105	94053254	94063704	94063886
1198	"ENSG00000133958.13_2"	"UNC79"	chr14	+	94066914	94067116	94063704	94063886	94069584	94069764
1199	"ENSG00000133958.13_2"	"UNC79"	chr14	+	94071241	94071307	94069584	94069764	94079142	94079429
1200	"ENSG00000133958.13_2"	"UNC79"	chr14	+	94083467	94083650	94079142	94079429	94084537	94084700
1202	"ENSG00000133958.13_2"	"UNC79"	chr14	+	94120285	94120371	94120087	94120200	94121579	94121753
1203	"ENSG00000133958.13_2"	"UNC79"	chr14	+	94156462	94156649	94155010	94155186	94158094	94158292
1209	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	109941864	109941988	109940809	109941059	109960967	109961134
1212	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	109954129	109954263	109941864	109941988	109960967	109961134
1213	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	109973898	109974056	109963481	109963581	109976591	109976697
1214	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	109977960	109978072	109976576	109976697	110062327	110062372
1216	"ENSG00000186952.14_2"	"TMEM232"	chr5	-	110002928	110003065	109977960	109978072	110070603	110070716
1235	"ENSG00000134215.15_1"	"VAV3"	chr1	-	108311062	108311131	108309068	108309172	108313257	108313350
1238	"ENSG00000134215.15_1"	"VAV3"	chr1	-	108417522	108417639	108322055	108322114	108507287	108507475
1242	"ENSG00000116299.16_1"	"KIAA1324"	chr1	+	109716095	109716179	109715109	109715190	109730798	109730976
1246	"ENSG00000116299.16_1"	"KIAA1324"	chr1	+	109740600	109740697	109740095	109740276	109741194	109741296
1249	"ENSG00000100181.22_2"	"TPTEP1"	chr22	+	17103730	17103787	17082933	17083105	17117929	17117980
1251	"ENSG00000100181.22_2"	"TPTEP1"	chr22	+	17128057	17128147	17119468	17119630	17128552	17128675
1258	"ENSG00000124786.9_1"	"SLC35B3"	chr6	-	8417634	8417727	8417116	8417228	8419812	8419910
1259	"ENSG00000124786.9_1"	"SLC35B3"	chr6	-	8422702	8422857	8420953	8421061	8428169	8428291
1267	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104139668	104139768	104139350	104139524	104141888	104141938
1268	"ENSG00000126214.21_2"	"KLC1"	chr14	+	104145645	104145855	104143751	104143860	104151322	104151373
